0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 377.50 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
