D_nATP	left	189.07	
D_nATP	mid	47.03	
D_nATP	right	17.74	

D_nADP	left	0.00	
D_nADP	mid	0.00	
D_nADP	right	0.00	

E_nE	left	4.66	
E_nE	mid	6.21	
E_nE	right	82.27	

D_ND	left	0.00	
D_ND	mid	0.00	
D_ND	right	0.00	

D_E_NDE	left	0.00	
D_E_NDE	mid	0.00	
D_E_NDE	right	0.00	

NflD	left	189.08	
NflD	mid	47.04	
NflD	right	17.74	

NflE	left	4.66	
NflE	mid	6.21	
NflE	right	82.27	

