78	23	16.955	533.991
66	7	22.3796	1639.02
34	180	58.8411	776.48
34	180	79.663	298.053
39	2	96.8636	545.311
39	2	119.654	246.298
40	180	135.527	480.78
39	180	158.782	225.53
38	2	173.673	406.531
80	55	189.483	208.402
38	2	196.973	218.164
40	180	211.817	400.381
80	125	227.335	204.087
39	180	235.216	213.28
39	2	249.623	365.683
80	56	265.217	203.493
38	2	272.937	212.352
39	180	287.503	379.127
80	124	302.966	201.844
39	180	310.923	210.624
39	2	325.205	355.97
80	56	340.772	202.373
38	2	348.516	211.04
39	180	363.015	374.062
80	124	378.47	201.324
39	180	386.439	210.011
39	2	400.692	353.684
