0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	110.72	110.59	110.38	110.17	109.94	109.70	109.43	109.19	108.99	108.80	108.63	108.47	108.32	108.18	108.05	107.93	107.82	107.72	107.63	107.55	107.48	107.42	107.37	107.33	107.29	107.27	107.25	107.24	107.25	107.26	107.28	107.31	107.35	107.40	107.45	107.52	107.60	107.69	107.78	107.89	108.01	108.13	108.27	108.42	108.58	108.76	108.96	109.19	109.45	109.69	109.90	110.11	110.31	110.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	111.63	111.47	111.21	110.94	166.08	165.79	165.47	165.14	164.81	164.47	164.12	163.80	163.50	163.23	162.98	162.74	162.52	162.31	162.12	161.94	161.77	161.63	161.49	161.37	161.26	161.17	161.09	161.03	160.98	160.94	160.91	160.90	160.91	160.93	160.96	161.00	161.06	161.13	161.22	161.32	161.44	161.57	161.71	161.87	162.05	162.24	162.44	162.67	162.91	163.17	163.45	163.75	164.09	164.42	164.74	165.06	165.37	165.65	110.64	110.90	111.16	111.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	112.15	111.92	167.49	167.15	166.78	166.39	166.04	165.72	165.38	165.04	164.72	164.39	164.08	163.82	163.54	163.28	163.03	162.79	162.57	162.36	162.17	161.99	161.83	161.68	161.55	161.43	161.32	161.23	161.15	161.08	161.03	160.99	160.97	160.96	160.96	160.98	161.01	161.06	161.11	161.19	161.27	161.38	161.49	161.62	161.77	161.92	162.10	162.29	162.49	162.71	162.95	163.20	163.46	163.71	164.01	164.32	164.63	164.95	165.29	165.60	165.93	166.31	166.67	167.00	111.58	111.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	113.03	112.83	112.51	168.30	167.90	167.48	167.12	166.74	166.38	166.07	165.74	165.41	165.08	164.76	164.44	164.14	163.86	163.59	163.33	163.08	162.84	162.62	162.41	162.22	162.05	161.88	161.73	161.60	161.48	161.37	161.28	161.20	161.13	161.08	161.04	161.02	161.01	161.01	161.03	161.06	161.10	161.16	161.24	161.32	161.42	161.54	161.67	161.81	161.97	162.15	162.34	162.54	162.76	162.99	163.24	163.50	163.76	164.05	164.35	164.66	164.98	165.30	165.61	165.90	166.25	166.63	166.98	167.38	167.77	112.13	112.45	112.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	113.33	169.62	169.22	168.78	168.33	167.90	167.51	167.17	166.81	166.46	166.12	165.79	165.45	165.13	164.80	164.49	164.19	163.91	163.64	163.37	163.13	162.89	162.67	162.47	162.27	162.10	161.93	161.78	161.65	161.53	161.42	161.33	161.25	161.18	161.13	161.09	161.07	161.06	161.06	161.08	161.11	161.15	161.21	161.28	161.37	161.47	161.59	161.71	161.86	162.02	162.19	162.38	162.58	162.80	163.03	163.27	163.53	163.80	164.09	164.38	164.69	165.01	165.33	165.65	165.97	166.31	166.66	166.98	167.36	167.78	168.21	168.64	169.03	112.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	113.97	113.73	170.11	169.67	169.23	168.80	168.42	168.02	167.63	167.26	166.89	166.53	166.18	165.84	165.50	165.17	164.85	164.54	164.24	163.96	163.68	163.42	163.17	162.94	162.72	162.51	162.32	162.14	161.98	161.83	161.70	161.57	161.47	161.37	161.29	161.23	161.17	161.14	161.11	161.10	161.10	161.12	161.15	161.19	161.25	161.32	161.41	161.51	161.63	161.76	161.90	162.06	162.23	162.42	162.62	162.84	163.07	163.31	163.57	163.84	164.12	164.42	164.72	165.04	165.36	165.69	166.02	166.37	166.72	167.08	167.45	167.84	168.21	168.63	169.06	169.49	113.31	113.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	114.33	171.10	170.68	170.19	169.73	169.30	168.92	168.52	168.12	167.73	167.35	166.97	166.61	166.25	165.90	165.56	165.23	164.91	164.59	164.29	164.01	163.73	163.47	163.22	162.99	162.77	162.56	162.37	162.19	162.03	161.88	161.74	161.62	161.51	161.42	161.33	161.27	161.22	161.18	161.15	161.14	161.14	161.16	161.19	161.23	161.29	161.36	161.45	161.55	161.66	161.79	161.94	162.09	162.27	162.45	162.65	162.87	163.10	163.34	163.60	163.87	164.15	164.45	164.76	165.07	165.40	165.73	166.08	166.43	166.79	167.16	167.54	167.92	168.30	168.67	169.08	169.53	170.02	170.45	113.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	114.75	171.68	171.22	170.78	170.30	169.89	169.47	169.06	168.65	168.24	167.84	167.45	167.06	166.69	166.32	165.97	165.62	165.29	164.96	164.65	164.35	164.06	163.78	163.52	163.27	163.03	162.81	162.61	162.41	162.23	162.07	161.92	161.78	161.66	161.55	161.45	161.37	161.31	161.25	161.21	161.19	161.18	161.18	161.19	161.22	161.27	161.33	161.40	161.48	161.58	161.70	161.83	161.97	162.13	162.30	162.49	162.69	162.90	163.13	163.37	163.63	163.90	164.19	164.48	164.79	165.11	165.44	165.78	166.13	166.49	166.85	167.23	167.62	168.01	168.40	168.80	169.21	169.60	170.06	170.52	170.96	114.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
