38	4	23.6934	5135.64
28	152	65.8401	3850.74
53	92	75.4199	2125.82
29	2	115.54	3570
53	62	126.428	2123.19
29	152	167.743	3572.17
2	95	177.638	2130.21
29	2	219.808	3529.57
53	61	230.703	2125.54
29	152	272.474	3567.16
2	95	282.4	2130.46
29	2	324.596	3528.92
53	61	335.494	2125.56
29	152	377.269	3567.07
