0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 1385.18 1385.19 1385.19 1385.20 1385.20 1385.21 1385.23 1385.24 1385.25 1385.27 1385.28 1385.30 1385.31 1385.32 1385.34 1385.35 1385.36 1385.37 1385.37 1385.38 1385.38 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
