0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 0.00 
0.00 0.00 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 0.00 
0.00 0.00 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 0.00 
0.00 0.00 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 0.00 
0.00 0.00 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 0.00 
0.00 0.00 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.17 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 0.00 
0.00 0.00 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 0.00 
0.00 0.00 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 1499.18 0.00 
