0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 1498.10 1498.11 1498.11 1498.11 1498.12 1498.12 1498.13 1498.14 1498.15 1498.16 1498.17 1498.19 1498.20 1498.22 1498.23 1498.25 1498.26 1498.28 1498.30 1498.31 1498.33 1498.35 1498.37 1498.38 1498.40 1498.42 1498.43 1498.45 1498.46 1498.47 1498.49 1498.50 1498.51 1498.52 1498.53 1498.54 1498.54 1498.55 1498.55 1498.56 1498.56 0.00 
0.00 0.00 1498.11 1498.11 1498.11 1498.12 1498.12 1498.13 1498.13 1498.14 1498.15 1498.16 1498.18 1498.19 1498.20 1498.22 1498.23 1498.25 1498.27 1498.28 1498.30 1498.32 1498.33 1498.35 1498.37 1498.38 1498.40 1498.42 1498.43 1498.45 1498.46 1498.48 1498.49 1498.50 1498.51 1498.52 1498.53 1498.54 1498.55 1498.55 1498.56 1498.56 1498.56 0.00 
0.00 0.00 1498.11 1498.11 1498.12 1498.12 1498.13 1498.13 1498.14 1498.15 1498.16 1498.17 1498.18 1498.19 1498.21 1498.22 1498.24 1498.25 1498.27 1498.29 1498.30 1498.32 1498.34 1498.36 1498.37 1498.39 1498.41 1498.42 1498.44 1498.45 1498.47 1498.48 1498.50 1498.51 1498.52 1498.53 1498.54 1498.54 1498.55 1498.56 1498.56 1498.56 1498.56 0.00 
0.00 0.00 1498.12 1498.12 1498.12 1498.13 1498.13 1498.14 1498.15 1498.16 1498.17 1498.18 1498.19 1498.20 1498.22 1498.23 1498.25 1498.26 1498.28 1498.29 1498.31 1498.33 1498.35 1498.36 1498.38 1498.40 1498.41 1498.43 1498.45 1498.46 1498.48 1498.49 1498.50 1498.51 1498.53 1498.54 1498.54 1498.55 1498.56 1498.56 1498.57 1498.57 1498.57 0.00 
0.00 0.00 1498.13 1498.13 1498.13 1498.14 1498.14 1498.15 1498.16 1498.17 1498.18 1498.19 1498.20 1498.21 1498.23 1498.24 1498.26 1498.27 1498.29 1498.30 1498.32 1498.34 1498.36 1498.37 1498.39 1498.41 1498.42 1498.44 1498.46 1498.47 1498.49 1498.50 1498.51 1498.52 1498.54 1498.55 1498.55 1498.56 1498.57 1498.57 1498.58 1498.58 1498.58 0.00 
0.00 0.00 1498.14 1498.14 1498.15 1498.15 1498.16 1498.16 1498.17 1498.18 1498.19 1498.20 1498.21 1498.22 1498.24 1498.25 1498.27 1498.28 1498.30 1498.32 1498.33 1498.35 1498.37 1498.39 1498.40 1498.42 1498.44 1498.45 1498.47 1498.48 1498.50 1498.51 1498.53 1498.54 1498.55 1498.56 1498.57 1498.57 1498.58 1498.59 1498.59 1498.59 1498.59 0.00 
0.00 0.00 1498.16 1498.16 1498.16 1498.17 1498.17 1498.18 1498.18 1498.19 1498.20 1498.21 1498.23 1498.24 1498.25 1498.27 1498.28 1498.30 1498.32 1498.33 1498.35 1498.37 1498.38 1498.40 1498.42 1498.44 1498.45 1498.47 1498.48 1498.50 1498.51 1498.53 1498.54 1498.55 1498.56 1498.57 1498.58 1498.59 1498.60 1498.60 1498.61 1498.61 1498.61 0.00 
0.00 0.00 1498.17 1498.18 1498.18 1498.18 1498.19 1498.19 1498.20 1498.21 1498.22 1498.23 1498.24 1498.26 1498.27 1498.29 1498.30 1498.32 1498.33 1498.35 1498.37 1498.38 1498.40 1498.42 1498.44 1498.45 1498.47 1498.49 1498.50 1498.52 1498.53 1498.54 1498.56 1498.57 1498.58 1498.59 1498.60 1498.61 1498.61 1498.62 1498.62 1498.63 1498.63 0.00 
