0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 534.64 534.72 534.89 535.13 535.45 535.83 536.26 536.75 537.27 537.81 538.37 538.93 539.47 539.99 540.48 540.92 541.30 541.61 541.85 542.02 542.10 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
