0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 501.39 501.46 501.59 501.77 502.02 502.31 502.65 503.03 503.44 503.86 504.29 504.73 505.15 505.56 505.93 506.27 506.57 506.81 507.00 507.13 507.20 0.00 
0.00 0.00 501.40 501.46 501.59 501.78 502.02 502.32 502.66 503.04 503.44 503.86 504.30 504.73 505.16 505.56 505.94 506.28 506.57 506.82 507.01 507.14 507.20 0.00 
0.00 0.00 501.40 501.47 501.60 501.79 502.03 502.33 502.67 503.04 503.45 503.87 504.31 504.74 505.16 505.57 505.95 506.29 506.58 506.83 507.02 507.14 507.21 0.00 
0.00 0.00 501.42 501.48 501.61 501.80 502.04 502.34 502.68 503.06 503.46 503.89 504.32 504.75 505.18 505.58 505.96 506.30 506.59 506.84 507.03 507.16 507.22 0.00 
0.00 0.00 501.43 501.50 501.63 501.81 502.06 502.35 502.69 503.07 503.48 503.90 504.33 504.77 505.19 505.60 505.97 506.31 506.61 506.86 507.04 507.17 507.24 0.00 
0.00 0.00 501.45 501.52 501.64 501.83 502.08 502.37 502.71 503.09 503.50 503.92 504.35 504.79 505.21 505.62 505.99 506.33 506.63 506.87 507.06 507.19 507.26 0.00 
0.00 0.00 501.47 501.54 501.67 501.85 502.10 502.40 502.74 503.11 503.52 503.94 504.38 504.81 505.23 505.64 506.02 506.36 506.65 506.90 507.09 507.21 507.28 0.00 
0.00 0.00 501.50 501.56 501.69 501.88 502.12 502.42 502.76 503.14 503.54 503.97 504.40 504.83 505.26 505.66 506.04 506.38 506.68 506.92 507.11 507.24 507.30 0.00 
0.00 0.00 501.52 501.59 501.72 501.90 502.15 502.45 502.79 503.16 503.57 503.99 504.43 504.86 505.28 505.69 506.07 506.41 506.70 506.95 507.14 507.26 507.33 0.00 
0.00 0.00 501.55 501.61 501.74 501.93 502.18 502.47 502.81 503.19 503.59 504.02 504.45 504.89 505.31 505.72 506.09 506.43 506.73 506.98 507.16 507.29 507.36 0.00 
0.00 0.00 501.58 501.64 501.77 501.96 502.20 502.50 502.84 503.22 503.62 504.05 504.48 504.92 505.34 505.74 506.12 506.46 506.76 507.00 507.19 507.32 507.39 0.00 
0.00 0.00 501.60 501.67 501.80 501.99 502.23 502.53 502.87 503.25 503.65 504.07 504.51 504.94 505.37 505.77 506.15 506.49 506.79 507.03 507.22 507.35 507.41 0.00 
0.00 0.00 501.63 501.70 501.82 502.01 502.26 502.55 502.90 503.27 503.68 504.10 504.54 504.97 505.40 505.80 506.18 506.52 506.81 507.06 507.25 507.38 507.44 0.00 
0.00 0.00 501.66 501.72 501.85 502.04 502.28 502.58 502.92 503.30 503.70 504.13 504.56 505.00 505.42 505.83 506.20 506.54 506.84 507.09 507.27 507.40 507.47 0.00 
0.00 0.00 501.68 501.75 501.87 502.06 502.31 502.60 502.95 503.32 503.73 504.15 504.59 505.02 505.45 505.85 506.23 506.57 506.86 507.11 507.30 507.43 507.49 0.00 
0.00 0.00 501.70 501.77 501.90 502.08 502.33 502.63 502.97 503.34 503.75 504.17 504.61 505.04 505.47 505.87 506.25 506.59 506.89 507.13 507.32 507.45 507.51 0.00 
0.00 0.00 501.72 501.79 501.91 502.10 502.35 502.65 502.99 503.36 503.77 504.19 504.63 505.06 505.49 505.89 506.27 506.61 506.91 507.15 507.34 507.47 507.53 0.00 
0.00 0.00 501.74 501.80 501.93 502.12 502.36 502.66 503.00 503.38 503.78 504.21 504.64 505.08 505.50 505.91 506.29 506.63 506.92 507.17 507.36 507.48 507.55 0.00 
0.00 0.00 501.75 501.81 501.94 502.13 502.38 502.67 503.01 503.39 503.80 504.22 504.66 505.09 505.51 505.92 506.30 506.64 506.93 507.18 507.37 507.50 507.56 0.00 
0.00 0.00 501.76 501.82 501.95 502.14 502.38 502.68 503.02 503.40 503.80 504.23 504.66 505.10 505.52 505.93 506.31 506.65 506.94 507.19 507.38 507.51 507.57 0.00 
0.00 0.00 501.76 501.83 501.95 502.14 502.39 502.69 503.03 503.40 503.81 504.23 504.67 505.10 505.53 505.93 506.31 506.65 506.95 507.19 507.38 507.51 507.57 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
