0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 538.37 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
