0	0	1
0	0.15	1
0	0.3	1
0	0.45	1
0	0.6	1
0	0.75	1
0	0.9	1
0	1.05	1
0	1.2	1
0	1.35	1
0	1.5	1
0	1.65	1
0	1.8	1
0	1.95	1
0	2.1	1
0	2.25	1
0	2.4	1
0	2.55	1
0.15	0	1
0.15	0.15	1
0.15	0.3	1
0.15	0.45	1
0.15	0.6	1
0.15	0.75	1
0.15	0.9	1
0.15	1.05	1
0.15	1.2	1
0.15	1.35	1
0.15	1.5	1
0.15	1.65	1
0.15	1.8	1
0.15	1.95	1
0.15	2.1	1
0.15	2.25	1
0.15	2.4	1
0.15	2.55	1
0.3	0	1
0.3	0.15	1
0.3	0.3	1
0.3	0.45	1
0.3	0.6	1
0.3	0.75	1
0.3	0.9	1
0.3	1.05	1
0.3	1.2	1
0.3	1.35	1
0.3	1.5	1
0.3	1.65	1
0.3	1.8	1
0.3	1.95	1
0.3	2.1	1
0.3	2.25	1
0.3	2.4	1
0.3	2.55	1
0.45	0	1
0.45	0.15	1
0.45	0.3	1
0.45	0.45	1
0.45	0.6	1
0.45	0.75	1
0.45	0.9	1
0.45	1.05	1
0.45	1.2	1
0.45	1.35	1
0.45	1.5	1
0.45	1.65	0.941649
0.45	1.8	0.90263
0.45	1.95	0.90263
0.45	2.1	0.90263
0.45	2.25	0.90263
0.45	2.4	0.90263
0.45	2.55	0.90263
0.6	0	1
0.6	0.15	1
0.6	0.3	1
0.6	0.45	1
0.6	0.6	1
0.6	0.75	1
0.6	0.9	1
0.6	1.05	1
0.6	1.2	1
0.6	1.35	0.886796
0.6	1.5	0.746425
0.6	1.65	0.649242
0.6	1.8	0.603122
0.6	1.95	0.603122
0.6	2.1	0.603122
0.6	2.25	0.603122
0.6	2.4	0.603122
0.6	2.55	0.603122
0.75	0	1
0.75	0.15	1
0.75	0.3	1
0.75	0.45	1
0.75	0.6	1
0.75	0.75	1
0.75	0.9	1
0.75	1.05	1
0.75	1.2	0.838478
0.75	1.35	0.640122
0.75	1.5	0.476482
0.75	1.65	0.360147
0.75	1.8	0.30384
0.75	1.95	0.30384
0.75	2.1	0.30384
0.75	2.25	0.30384
0.75	2.4	0.30384
0.75	2.55	0.30384
0.9	0	1
0.9	0.15	1
0.9	0.3	1
0.9	0.45	1
0.9	0.6	1
0.9	0.75	1
0.9	0.9	1
0.9	1.05	0.838478
0.9	1.2	0.640122
0.9	1.35	0.414214
0.9	1.5	0.220656
0.9	1.65	0.077033
0.9	1.8	0.00498756
0.9	1.95	0.00498756
0.9	2.1	0.00498756
0.9	2.25	0.00498756
0.9	2.4	0.00498756
0.9	2.55	0.00498756
1.05	0	1
1.05	0.15	1
1.05	0.3	1
1.05	0.45	1
1.05	0.6	1
1.05	0.75	1
1.05	0.9	0.838478
1.05	1.05	0.640122
1.05	1.2	0.414214
1.05	1.35	0.220656
1.05	1.5	-0.0100505
1.05	1.65	-0.193774
1.05	1.8	-0.292893
1.05	1.95	-0.292893
1.05	2.1	-0.292893
1.05	2.25	-0.292893
1.05	2.4	-0.292893
1.05	2.55	-0.292893
1.2	0	1
1.2	0.15	1
1.2	0.3	1
1.2	0.45	1
1.2	0.6	1
1.2	0.75	0.886796
1.2	0.9	0.640122
1.2	1.05	0.414214
1.2	1.2	0.220656
1.2	1.35	-0.0100505
1.2	1.5	-0.193774
1.2	1.65	-0.434315
1.2	1.8	-0.587689
1.2	1.95	-0.587689
1.2	2.1	-0.587689
1.2	2.25	-0.587689
1.2	2.4	-0.587689
1.2	2.55	-0.587689
1.35	0	1
1.35	0.15	1
1.35	0.3	1
1.35	0.45	1
1.35	0.6	1
1.35	0.75	0.746425
1.35	0.9	0.476482
1.35	1.05	0.220656
1.35	1.2	-0.0100505
1.35	1.35	-0.193774
1.35	1.5	-0.434315
1.35	1.65	-0.587689
1.35	1.8	-0.858579
1.35	1.95	-1
1.35	2.1	-1
1.35	2.25	-1
1.35	2.4	-1
1.35	2.55	-0.858579
1.5	0	1
1.5	0.15	1
1.5	0.3	1
1.5	0.45	1
1.5	0.6	0.941649
1.5	0.75	0.649242
1.5	0.9	0.360147
1.5	1.05	0.077033
1.5	1.2	-0.193774
1.5	1.35	-0.434315
1.5	1.5	-0.587689
1.5	1.65	-0.858579
1.5	1.8	-1
1.5	1.95	-1
1.5	2.1	-1
1.5	2.25	-1
1.5	2.4	-1
1.5	2.55	-1
1.65	0	1
1.65	0.15	1
1.65	0.3	1
1.65	0.45	1
1.65	0.6	0.90263
1.65	0.75	0.603122
1.65	0.9	0.30384
1.65	1.05	0.00498756
1.65	1.2	-0.292893
1.65	1.35	-0.587689
1.65	1.5	-0.858579
1.65	1.65	-1
1.65	1.8	-1
1.65	1.95	-1
1.65	2.1	-1
1.65	2.25	-1
1.65	2.4	-1
1.65	2.55	-1
1.8	0	1
1.8	0.15	1
1.8	0.3	1
1.8	0.45	1
1.8	0.6	0.90263
1.8	0.75	0.603122
1.8	0.9	0.30384
1.8	1.05	0.00498756
1.8	1.2	-0.292893
1.8	1.35	-0.587689
1.8	1.5	-0.858579
1.8	1.65	-1
1.8	1.8	-1
1.8	1.95	-1
1.8	2.1	-1
1.8	2.25	-1
1.8	2.4	-1
1.8	2.55	-1
1.95	0	1
1.95	0.15	1
1.95	0.3	1
1.95	0.45	1
1.95	0.6	0.90263
1.95	0.75	0.603122
1.95	0.9	0.30384
1.95	1.05	0.00498756
1.95	1.2	-0.292893
1.95	1.35	-0.587689
1.95	1.5	-1
1.95	1.65	-1
1.95	1.8	-1
1.95	1.95	-1
1.95	2.1	-1
1.95	2.25	-1
1.95	2.4	-1
1.95	2.55	-1
2.1	0	1
2.1	0.15	1
2.1	0.3	1
2.1	0.45	1
2.1	0.6	0.90263
2.1	0.75	0.603122
2.1	0.9	0.30384
2.1	1.05	0.00498756
2.1	1.2	-0.292893
2.1	1.35	-0.587689
2.1	1.5	-1
2.1	1.65	-1
2.1	1.8	-1
2.1	1.95	-1
