1.35	0	0	0
1.35	0	0.15	0
1.35	0	0.3	0
1.35	0	0.45	0
1.35	0	0.6	0
1.35	0	0.75	0
1.35	0	0.9	0
1.35	0	1.05	0
1.35	0	1.2	0
1.35	0	1.35	0
1.35	0	1.5	0
1.35	0	1.65	0
1.35	0	1.8	0
1.35	0	1.95	0
1.35	0	2.1	0
1.35	0	2.25	0
1.35	0	2.4	0
1.35	0	2.55	0
1.35	0	2.7	0
1.35	0	2.85	0
1.35	0	3	0
1.35	0	3.15	0
1.35	0	3.3	0
1.35	0	3.45	0
1.35	0	3.6	0
1.35	0	3.75	0
1.35	0	3.9	0
1.35	0	4.05	0
1.35	0	4.2	0
1.35	0	4.35	0
1.35	0	4.5	0
1.35	0	4.65	0
1.35	0	4.8	0
1.35	0	4.95	0
1.35	0	5.1	0
1.35	0	5.25	0
1.35	0	5.4	0
1.35	0	5.55	0
1.35	0	5.7	0
1.35	0	5.85	0
1.35	0	6	0
1.35	0	6.15	0
1.35	0	6.3	0
1.35	0	6.45	0
1.35	0.15	0	0
1.35	0.15	0.15	0
1.35	0.15	0.3	0
1.35	0.15	0.45	0
1.35	0.15	0.6	0
1.35	0.15	0.75	0
1.35	0.15	0.9	0
1.35	0.15	1.05	0
1.35	0.15	1.2	0
1.35	0.15	1.35	0
1.35	0.15	1.5	0
1.35	0.15	1.65	0
1.35	0.15	1.8	0
1.35	0.15	1.95	0
1.35	0.15	2.1	0
1.35	0.15	2.25	0
1.35	0.15	2.4	0
1.35	0.15	2.55	0
1.35	0.15	2.7	0
1.35	0.15	2.85	0
1.35	0.15	3	0
1.35	0.15	3.15	0
1.35	0.15	3.3	0
1.35	0.15	3.45	0
1.35	0.15	3.6	0
1.35	0.15	3.75	0
1.35	0.15	3.9	0
1.35	0.15	4.05	0
1.35	0.15	4.2	0
1.35	0.15	4.35	0
1.35	0.15	4.5	0
1.35	0.15	4.65	0
1.35	0.15	4.8	0
1.35	0.15	4.95	0
1.35	0.15	5.1	0
1.35	0.15	5.25	0
1.35	0.15	5.4	0
1.35	0.15	5.55	0
1.35	0.15	5.7	0
1.35	0.15	5.85	0
1.35	0.15	6	0
1.35	0.15	6.15	0
1.35	0.15	6.3	0
1.35	0.15	6.45	0
1.35	0.3	0	0
1.35	0.3	0.15	0
1.35	0.3	0.3	0
1.35	0.3	0.45	0
1.35	0.3	0.6	0
1.35	0.3	0.75	0
1.35	0.3	0.9	0
1.35	0.3	1.05	2696
1.35	0.3	1.2	2707.97
1.35	0.3	1.35	2769.28
1.35	0.3	1.5	2772
1.35	0.3	1.65	2772
1.35	0.3	1.8	2772
1.35	0.3	1.95	2772
1.35	0.3	2.1	2772
1.35	0.3	2.25	2772
1.35	0.3	2.4	2772
1.35	0.3	2.55	2772
1.35	0.3	2.7	2772
1.35	0.3	2.85	2772
1.35	0.3	3	2772
1.35	0.3	3.15	2772
1.35	0.3	3.3	2772
1.35	0.3	3.45	2772
1.35	0.3	3.6	2772
1.35	0.3	3.75	2772
1.35	0.3	3.9	2772
1.35	0.3	4.05	2772
1.35	0.3	4.2	2772
1.35	0.3	4.35	2772
1.35	0.3	4.5	2772
1.35	0.3	4.65	2772
1.35	0.3	4.8	2772
1.35	0.3	4.95	2772
1.35	0.3	5.1	2772
1.35	0.3	5.25	2769.28
1.35	0.3	5.4	2710.5
1.35	0.3	5.55	2695.39
1.35	0.3	5.7	0
1.35	0.3	5.85	0
1.35	0.3	6	0
1.35	0.3	6.15	0
1.35	0.3	6.3	0
1.35	0.3	6.45	0
1.35	0.45	0	0
1.35	0.45	0.15	0
1.35	0.45	0.3	0
1.35	0.45	0.45	0
1.35	0.45	0.6	0
1.35	0.45	0.75	2568.81
1.35	0.45	0.9	2586.87
1.35	0.45	1.05	2569.45
1.35	0.45	1.2	2579.9
1.35	0.45	1.35	2632.96
1.35	0.45	1.5	2635.55
1.35	0.45	1.65	2635.55
1.35	0.45	1.8	2635.55
1.35	0.45	1.95	2635.55
1.35	0.45	2.1	2635.55
1.35	0.45	2.25	2635.55
1.35	0.45	2.4	2635.55
1.35	0.45	2.55	2635.55
1.35	0.45	2.7	2635.55
1.35	0.45	2.85	2635.55
1.35	0.45	3	2635.55
1.35	0.45	3.15	2635.55
1.35	0.45	3.3	2635.55
1.35	0.45	3.45	2635.55
1.35	0.45	3.6	2635.55
1.35	0.45	3.75	2635.55
1.35	0.45	3.9	2635.55
1.35	0.45	4.05	2635.55
1.35	0.45	4.2	2635.55
1.35	0.45	4.35	2635.55
1.35	0.45	4.5	2635.55
1.35	0.45	4.65	2635.55
1.35	0.45	4.8	2635.55
1.35	0.45	4.95	2635.55
1.35	0.45	5.1	2635.55
1.35	0.45	5.25	2632.96
1.35	0.45	5.4	2580.6
1.35	0.45	5.55	2568.81
1.35	0.45	5.7	2589.46
1.35	0.45	5.85	2567.67
1.35	0.45	6	0
1.35	0.45	6.15	0
1.35	0.45	6.3	0
1.35	0.45	6.45	0
1.35	0.6	0	0
1.35	0.6	0.15	0
1.35	0.6	0.3	0
1.35	0.6	0.45	0
1.35	0.6	0.6	2597.16
1.35	0.6	0.75	2613.56
1.35	0.6	0.9	2625.87
1.35	0.6	1.05	2602.05
1.35	0.6	1.2	2607.91
1.35	0.6	1.35	2667.17
1.35	0.6	1.5	2669.88
1.35	0.6	1.65	2669.88
1.35	0.6	1.8	2669.88
1.35	0.6	1.95	2669.88
1.35	0.6	2.1	2669.88
1.35	0.6	2.25	2669.88
1.35	0.6	2.4	2669.88
1.35	0.6	2.55	2669.88
1.35	0.6	2.7	2669.88
1.35	0.6	2.85	2669.88
1.35	0.6	3	2669.88
1.35	0.6	3.15	2669.88
1.35	0.6	3.3	2669.88
1.35	0.6	3.45	2669.88
1.35	0.6	3.6	2669.88
1.35	0.6	3.75	2669.88
1.35	0.6	3.9	2669.88
1.35	0.6	4.05	2669.88
1.35	0.6	4.2	2669.88
1.35	0.6	4.35	2669.88
1.35	0.6	4.5	2669.88
1.35	0.6	4.65	2669.88
1.35	0.6	4.8	2669.88
1.35	0.6	4.95	2669.88
1.35	0.6	5.1	2669.88
1.35	0.6	5.25	2667.17
1.35	0.6	5.4	2608.62
1.35	0.6	5.55	2601.45
1.35	0.6	5.7	2626.62
1.35	0.6	5.85	2612.42
1.35	0.6	6	2598.08
1.35	0.6	6.15	0
1.35	0.6	6.3	0
1.35	0.6	6.45	0
1.35	0.75	0	0
1.35	0.75	0.15	0
1.35	0.75	0.3	0
1.35	0.75	0.45	2620.86
1.35	0.75	0.6	2596.81
1.35	0.75	0.75	2604.51
1.35	0.75	0.9	2616.44
1.35	0.75	1.05	2597.05
1.35	0.75	1.2	2602.74
1.35	0.75	1.35	2662.03
1.35	0.75	1.5	2664.74
1.35	0.75	1.65	2664.74
1.35	0.75	1.8	2664.74
1.35	0.75	1.95	2664.74
1.35	0.75	2.1	2664.74
1.35	0.75	2.25	2664.74
1.35	0.75	2.4	2664.74
1.35	0.75	2.55	2664.74
1.35	0.75	2.7	2664.74
1.35	0.75	2.85	2664.74
1.35	0.75	3	2664.74
1.35	0.75	3.15	2664.74
1.35	0.75	3.3	2664.74
1.35	0.75	3.45	2664.74
1.35	0.75	3.6	2664.74
1.35	0.75	3.75	2664.74
1.35	0.75	3.9	2664.74
1.35	0.75	4.05	2664.74
1.35	0.75	4.2	2664.74
1.35	0.75	4.35	2664.74
1.35	0.75	4.5	2664.74
1.35	0.75	4.65	2664.74
1.35	0.75	4.8	2664.74
1.35	0.75	4.95	2664.74
1.35	0.75	5.1	2664.74
1.35	0.75	5.25	2662.03
1.35	0.75	5.4	2603.44
1.35	0.75	5.55	2596.41
1.35	0.75	5.7	2617.18
1.35	0.75	5.85	2603.36
1.35	0.75	6	2597.77
1.35	0.75	6.15	2621.5
1.35	0.75	6.3	0
1.35	0.75	6.45	0
1.35	0.9	0	0
1.35	0.9	0.15	0
1.35	0.9	0.3	0
1.35	0.9	0.45	2685.18
1.35	0.9	0.6	2657.12
1.35	0.9	0.75	2662.61
1.35	0.9	0.9	2674.32
1.35	0.9	1.05	2654.94
1.35	0.9	1.2	2658.86
1.35	0.9	1.35	2719.97
1.35	0.9	1.5	2722.78
1.35	0.9	1.65	2722.78
1.35	0.9	1.8	2722.78
1.35	0.9	1.95	2722.78
1.35	0.9	2.1	2722.78
1.35	0.9	2.25	2722.78
1.35	0.9	2.4	2722.78
1.35	0.9	2.55	2722.78
1.35	0.9	2.7	2722.78
1.35	0.9	2.85	2722.78
1.35	0.9	3	2722.78
1.35	0.9	3.15	2722.78
1.35	0.9	3.3	2722.78
1.35	0.9	3.45	2722.78
1.35	0.9	3.6	2722.78
1.35	0.9	3.75	2722.78
1.35	0.9	3.9	2722.78
1.35	0.9	4.05	2722.78
1.35	0.9	4.2	2722.78
1.35	0.9	4.35	2722.78
1.35	0.9	4.5	2722.78
1.35	0.9	4.65	2722.78
1.35	0.9	4.8	2722.78
1.35	0.9	4.95	2722.78
1.35	0.9	5.1	2722.78
1.35	0.9	5.25	2719.97
1.35	0.9	5.4	2659.56
1.35	0.9	5.55	2652.49
1.35	0.9	5.7	2676.92
1.35	0.9	5.85	2659.65
1.35	0.9	6	2658.04
1.35	0.9	6.15	2685.85
1.35	0.9	6.3	0
1.35	0.9	6.45	0
1.35	1.05	0	0
1.35	1.05	0.15	0
1.35	1.05	0.3	2618.46
1.35	1.05	0.45	2628.49
1.35	1.05	0.6	2593.94
