13.2084	62	119
25.7138	86	97
53.5808	41	41
92.2753	60	114
106.331	75	108
149.838	49	51
184.024	59	114
199.35	75	108
199.399	74	109
242.725	49	51
276.78	59	114
291.947	75	108
291.994	74	109
335.324	49	51
369.402	59	114
384.591	75	108
384.638	74	109
427.968	49	51
462.043	59	114
477.228	75	108
477.276	74	109
520.606	49	51
554.681	59	114
569.867	75	108
569.915	74	109
613.245	49	51
647.32	59	114
662.505	75	108
662.553	74	109
705.883	49	51
739.958	59	114
755.144	75	108
755.192	74	109
798.522	49	51
832.597	59	114
847.782	75	108
847.83	74	109
891.16	49	51
925.235	59	114
940.421	75	108
940.469	74	109
983.799	49	51
1017.87	59	114
1033.06	75	108
1033.11	74	109
1076.44	49	51
1110.51	59	114
1125.7	75	108
1125.75	74	109
1169.08	49	51
1203.15	59	114
1218.34	75	108
1218.38	74	109
