0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	105.74	105.64	210.99	210.84	210.56	210.23	209.90	209.58	209.27	208.97	208.67	208.33	103.99	103.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	106.71	213.20	212.88	212.40	317.63	317.00	316.36	315.68	315.09	314.55	314.03	313.54	313.08	312.67	312.31	312.06	311.73	311.49	207.48	207.29	207.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	116.19	231.88	231.24	230.36	229.39	228.39	227.39	226.40	225.43	224.49	223.57	111.18	110.75	110.46	0.00	0.00	108.32	108.09	215.52	215.12	214.54	320.42	319.55	318.71	317.91	317.13	316.40	315.73	315.07	314.46	313.89	313.36	312.87	312.41	312.00	311.63	311.32	311.01	310.74	310.44	310.24	310.16	206.70	206.51	206.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	235.81	235.28	234.32	349.15	347.59	346.07	344.56	343.04	341.53	340.02	338.55	337.13	335.77	334.52	333.09	331.77	330.59	219.37	218.32	325.54	324.43	323.29	322.14	321.06	319.98	319.03	318.15	317.33	316.54	315.80	315.11	314.45	313.83	313.26	312.72	312.22	311.76	311.34	310.96	310.61	310.30	310.01	309.75	309.53	309.36	309.17	309.05	309.03	205.95	205.83	102.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	119.34	238.25	237.50	353.88	352.23	350.49	348.64	346.95	345.33	343.76	342.21	340.68	339.17	337.70	336.27	334.89	333.54	332.17	330.82	329.47	327.98	326.52	325.08	323.84	322.67	321.54	320.46	319.43	318.48	317.59	316.75	315.96	315.21	314.51	313.85	313.22	312.64	312.10	311.59	311.12	310.69	310.30	309.95	309.62	309.33	309.06	308.84	308.64	308.47	308.35	308.27	308.15	308.13	205.47	205.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	239.91	239.25	356.89	355.25	353.36	351.55	349.75	347.95	346.23	344.57	342.95	341.37	339.83	338.31	336.84	335.40	334.00	332.62	331.25	329.90	328.54	327.15	325.78	324.45	323.22	322.05	320.94	319.87	318.86	317.91	317.02	316.18	315.38	314.63	313.92	313.26	312.63	312.05	311.50	310.99	310.51	310.08	309.67	309.31	308.98	308.67	308.40	308.17	307.96	307.79	307.65	307.55	307.46	307.42	307.40	307.48	204.97	204.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	241.06	360.21	358.42	356.47	354.57	352.67	350.81	348.98	347.19	345.45	343.77	342.13	340.54	338.98	337.46	335.98	334.54	333.13	331.74	330.38	329.03	327.69	326.36	325.05	323.78	322.57	321.42	320.33	319.28	318.28	317.34	316.45	315.61	314.81	314.06	313.35	312.68	312.06	311.47	310.91	310.40	309.92	309.48	309.07	308.70	308.36	308.05	307.77	307.53	307.32	307.14	306.99	306.87	306.79	306.74	306.72	306.76	306.76	306.85	204.50	102.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	242.07	361.72	359.83	357.80	355.80	353.83	351.91	350.02	348.18	346.39	344.64	342.95	341.30	339.70	338.14	336.62	335.14	333.69	332.28	330.90	329.54	328.21	326.89	325.60	324.33	323.10	321.92	320.79	319.72	318.68	317.70	316.77	315.88	315.05	314.25	313.50	312.79	312.12	311.49	310.90	310.35	309.83	309.35	308.90	308.49	308.11	307.77	307.45	307.17	306.92	306.70	306.51	306.36	306.23	306.14	306.08	306.05	306.06	306.10	306.20	306.22	204.20	204.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	242.95	363.07	361.17	359.09	357.03	355.00	353.01	351.07	349.18	347.34	345.54	343.80	342.10	340.45	338.85	337.29	335.77	334.30	332.86	331.45	330.07	328.73	327.41	326.12	324.85	323.62	322.42	321.27	320.17	319.10	318.09	317.12	316.20	315.32	314.49	313.70	312.95	312.24	311.58	310.95	310.36	309.80	309.28	308.80	308.35	307.93	307.55	307.20	306.88	306.59	306.34	306.11	305.92	305.75	305.62	305.52	305.45	305.41	305.40	305.43	305.49	305.56	305.64	305.79	203.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
