0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	61.86	61.79	123.34	123.21	122.99	122.75	122.50	122.26	122.02	121.80	121.59	60.61	60.50	60.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	62.55	124.94	124.70	124.37	185.87	185.42	184.96	184.48	184.06	183.65	183.26	182.89	182.55	182.23	181.96	181.65	181.39	181.19	120.63	120.48	120.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	68.37	136.45	136.08	135.57	135.01	134.43	133.85	133.27	132.70	132.14	131.59	65.43	65.17	64.99	0.00	0.00	63.64	63.49	126.53	126.24	125.83	187.89	187.29	186.71	186.15	185.59	185.08	184.60	184.12	183.68	183.26	182.87	182.49	182.14	181.82	181.52	181.23	180.97	180.73	180.48	180.29	180.18	120.02	119.86	59.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	138.71	138.41	137.85	205.43	204.53	203.65	202.78	201.90	201.02	200.15	199.29	198.45	197.64	196.89	196.02	195.21	194.48	129.01	128.35	191.29	190.57	189.82	189.06	188.35	187.64	186.99	186.38	185.81	185.26	184.73	184.24	183.76	183.31	182.89	182.48	182.10	181.75	181.41	181.10	180.81	180.54	180.29	180.06	179.86	179.69	179.50	179.38	179.25	119.41	119.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	70.18	140.11	139.68	208.15	207.20	206.20	205.13	204.16	203.22	202.31	201.41	200.52	199.64	198.78	197.93	197.11	196.30	195.47	194.64	193.80	192.87	191.94	191.02	190.22	189.46	188.72	188.00	187.32	186.67	186.05	185.47	184.92	184.39	183.88	183.41	182.95	182.52	182.11	181.73	181.36	181.02	180.71	180.41	180.13	179.88	179.64	179.43	179.24	179.07	178.93	178.80	178.67	178.63	119.01	118.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	141.07	140.68	209.88	208.93	207.85	206.80	205.77	204.73	203.74	202.78	201.84	200.92	200.02	199.14	198.27	197.42	196.58	195.75	194.92	194.09	193.24	192.37	191.50	190.65	189.85	189.09	188.36	187.65	186.98	186.33	185.72	185.13	184.58	184.04	183.54	183.06	182.60	182.16	181.75	181.36	180.99	180.65	180.32	180.02	179.74	179.48	179.24	179.02	178.82	178.64	178.49	178.36	178.24	178.16	178.07	178.05	118.67	59.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	141.73	211.79	210.76	209.64	208.55	207.45	206.38	205.33	204.29	203.29	202.31	201.37	200.44	199.53	198.64	197.77	196.91	196.07	195.23	194.40	193.57	192.73	191.90	191.07	190.25	189.47	188.72	188.00	187.30	186.64	186.00	185.38	184.80	184.24	183.71	183.20	182.71	182.25	181.81	181.40	181.00	180.63	180.28	179.95	179.64	179.36	179.09	178.85	178.62	178.42	178.23	178.07	177.93	177.81	177.72	177.64	177.59	177.55	118.36	118.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	142.32	212.66	211.58	210.41	209.25	208.12	207.01	205.93	204.87	203.83	202.82	201.84	200.89	199.95	199.04	198.15	197.27	196.41	195.57	194.73	193.90	193.08	192.26	191.44	190.64	189.85	189.09	188.35	187.64	186.95	186.29	185.66	185.05	184.46	183.91	183.37	182.86	182.38	181.91	181.47	181.05	180.66	180.28	179.93	179.60	179.28	178.99	178.72	178.47	178.24	178.03	177.84	177.67	177.52	177.39	177.29	177.20	177.14	177.09	177.03	177.05	118.02	58.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	142.83	213.45	212.36	211.16	209.97	208.80	207.66	206.54	205.45	204.39	203.35	202.34	201.36	200.40	199.47	198.55	197.66	196.79	195.92	195.08	194.24	193.42	192.60	191.80	191.00	190.22	189.45	188.70	187.98	187.28	186.60	185.94	185.32	184.71	184.13	183.58	183.04	182.53	182.05	181.58	181.14	180.72	180.32	179.94	179.59	179.25	178.94	178.64	178.36	178.11	177.87	177.66	177.46	177.29	177.13	176.99	176.88	176.78	176.71	176.65	176.61	176.60	176.60	117.75	58.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
