0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.47	0.46	0.44	0.42	0.39	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.40	0.43	0.45	0.47	0.50	0.51	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.57	0.56	0.67	0.36	0.33	0.31	0.30	0.30	0.53	0.35	0.43	0.33	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.37	0.40	0.53	0.30	0.30	0.31	0.33	0.34	0.38	0.72	0.54	0.75	0.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.71	0.52	0.36	0.25	0.20	0.18	0.17	0.16	0.16	0.16	0.15	0.15	0.24	0.26	0.49	0.35	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.41	0.33	0.25	0.18	0.16	0.16	0.16	0.16	0.17	0.18	0.19	0.21	0.22	0.38	0.62	0.80	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.55	0.53	0.37	0.22	0.20	0.19	0.18	0.17	0.16	0.16	0.15	0.15	0.14	0.14	0.14	0.14	0.16	0.24	0.46	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.38	0.31	0.22	0.14	0.14	0.14	0.14	0.15	0.15	0.16	0.16	0.17	0.18	0.18	0.20	0.21	0.23	0.39	0.63	0.75	0.26	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.86	0.40	0.26	0.20	0.19	0.18	0.18	0.17	0.16	0.16	0.15	0.15	0.14	0.14	0.13	0.13	0.13	0.13	0.13	0.15	0.31	0.33	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.28	0.29	0.21	0.13	0.13	0.13	0.13	0.13	0.14	0.14	0.15	0.15	0.15	0.16	0.17	0.17	0.18	0.19	0.20	0.22	0.28	0.44	0.94	0.34	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.27	0.80	0.34	0.21	0.20	0.19	0.18	0.17	0.17	0.16	0.15	0.15	0.15	0.14	0.14	0.13	0.13	0.13	0.13	0.12	0.12	0.12	0.15	0.22	0.44	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.45	0.23	0.15	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.14	0.14	0.14	0.15	0.15	0.16	0.16	0.17	0.18	0.19	0.19	0.21	0.22	0.36	0.87	0.31	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.19	0.75	0.32	0.20	0.19	0.18	0.17	0.17	0.16	0.16	0.15	0.15	0.14	0.14	0.14	0.13	0.13	0.13	0.13	0.12	0.12	0.12	0.12	0.12	0.12	0.19	0.43	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.26	0.28	0.20	0.12	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.14	0.14	0.14	0.15	0.15	0.16	0.16	0.17	0.17	0.18	0.19	0.19	0.21	0.34	0.81	0.29	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.43	0.35	0.19	0.18	0.17	0.17	0.16	0.16	0.15	0.15	0.15	0.14	0.14	0.14	0.13	0.13	0.13	0.13	0.12	0.12	0.12	0.12	0.12	0.12	0.11	0.12	0.19	0.42	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.43	0.21	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.14	0.14	0.14	0.14	0.15	0.15	0.16	0.16	0.17	0.17	0.18	0.18	0.20	0.32	0.61	0.00	0.00	0.00	
0.00	0.00	0.00	0.33	0.41	0.21	0.17	0.17	0.16	0.16	0.15	0.15	0.15	0.14	0.14	0.14	0.14	0.13	0.13	0.13	0.13	0.12	0.12	0.12	0.12	0.12	0.12	0.11	0.11	0.11	0.11	0.18	0.42	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.25	0.27	0.19	0.12	0.11	0.11	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.14	0.14	0.14	0.14	0.15	0.15	0.15	0.16	0.16	0.16	0.17	0.17	0.19	0.47	0.39	0.00	0.00	
