1.5691	162	358
17.4297	229	237
18.676	228	232
20.4344	227	225
22.029	226	219
23.3997	225	214
24.2569	224	211
25.1292	223	208
26.6091	221	203
28.4423	218	197
29.4181	216	194
33.8769	205	182
38.1316	190	174
38.7624	186	173
39.4049	183	172
40.0257	180	171
40.6191	177	170
42.6043	169	167
43.1637	167	166
43.7293	165	165
44.3044	163	164
44.8875	161	163
46.3162	157	160
48.529	153	156
50.1335	151	153
53.5559	113	163
75.3069	124	141
76.8027	120	143
83.7866	127	197
84.8772	128	201
86.2436	129	206
87.689	183	172
88.7345	186	173
90.0624	190	174
91.6469	195	176
92.3074	197	177
92.9576	199	178
94.9506	205	182
101.691	221	203
104.664	225	214
105.865	226	219
107.301	227	225
108.971	228	232
110.269	229	237
111.103	230	240
112.831	232	246
114.407	234	251
115.341	235	254
116.263	236	257
117.447	237	261
119.758	238	269
122.344	238	279
125.059	237	288
126.603	236	293
127.869	235	297
130.087	232	304
131.993	228	310
156.758	173	358
161.168	162	358
176.625	221	317
181.909	228	310
185.211	232	304
188.114	235	297
189.389	236	293
190.863	237	288
193.376	238	279
195.851	238	269
198.138	237	261
199.232	236	257
200.007	235	254
200.66	234	251
204.82	227	225
210.78	221	203
219.301	205	182
