17	99
94	12
16	13
56	93
93	100
17	99
99	95
97	14
16	13
99	17
14	96
96	98
97	14
13	16
99	17
96	98
17	99
56	21
94	12
15	14
54	93
99	17
16	98
95	99
97	14
11	28
13	16
100	19
17	99
96	98
13	16
42	95
77	98
86	101
96	98
12	94
13	16
97	97
99	17
16	98
98	96
13	16
97	14
17	99
13	16
87	101
95	99
97	14
12	94
13	16
78	13
80	12
82	11
97	14
60	52
97	97
13	16
12	94
97	14
97	75
99	95
12	94
57	59
96	74
97	75
98	96
50	45
97	14
12	94
77	98
13	16
96	98
97	14
49	62
13	16
96	98
99	17
14	96
96	98
13	16
97	14
75	97
96	98
13	16
94	12
13	16
97	97
97	14
55	57
13	16
98	96
64	61
