23	78
90	94
93	44
88	94
23	81
88	94
84	44
154	80
89	94
93	44
154	80
23	81
85	94
83	44
23	81
154	80
104	94
99	46
154	80
23	80
99	46
23	80
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
154	78
77	46
154	79
23	79
99	46
23	79
