0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	12.59	12.88	13.48	12.29	11.36	9.51	7.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.31	8.80	11.71	12.99	15.05	18.21	4.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	19.88	42.75	29.50	22.85	18.54	17.17	16.12	16.31	16.32	16.92	10.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.11	18.94	18.60	17.78	17.03	18.08	19.70	24.71	41.25	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	14.74	40.23	21.00	10.69	20.27	19.08	17.75	16.79	16.11	6.47	9.98	16.27	8.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.61	16.74	16.08	12.22	7.72	16.54	17.83	18.75	20.09	22.47	16.98	31.64	23.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	36.73	19.89	22.62	10.94	9.90	9.03	8.53	8.14	7.84	7.65	12.05	9.27	15.28	8.29	0.00	0.00	0.00	0.00	0.00	4.07	17.13	11.13	7.01	14.86	8.95	8.47	8.66	8.98	9.39	10.16	17.58	15.22	28.95	20.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	10.90	25.99	9.96	10.66	9.45	8.89	8.53	8.25	7.99	7.73	7.46	7.21	11.48	8.81	14.64	4.10	0.00	0.00	3.17	14.63	14.04	10.47	14.35	7.72	7.87	8.06	8.30	8.52	8.69	8.87	9.14	9.72	16.70	14.60	28.26	10.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	11.28	20.75	19.03	9.52	8.78	8.50	8.33	8.18	8.00	7.78	7.50	7.18	6.91	11.00	10.08	11.43	0.00	2.95	15.34	9.95	6.26	13.20	7.77	7.54	7.86	8.17	8.40	8.56	8.64	8.68	8.73	8.89	9.36	16.18	17.03	22.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	12.30	17.15	18.03	8.70	8.38	8.28	8.23	8.17	8.06	7.87	7.62	7.31	6.97	9.95	13.43	13.97	5.03	15.08	9.66	13.09	7.02	7.14	7.36	7.72	8.05	8.33	8.53	8.63	8.64	8.59	8.50	8.46	8.57	13.22	22.76	19.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	11.43	16.04	16.87	8.24	8.10	8.11	8.14	8.16	8.11	7.99	7.78	7.51	7.19	6.90	11.09	8.59	10.14	9.74	13.11	7.26	7.00	7.30	7.63	7.97	8.26	8.49	8.63	8.67	8.61	8.49	8.32	8.16	8.08	12.38	21.29	17.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	10.68	15.17	16.03	7.88	7.84	7.93	8.03	8.11	8.14	8.09	7.96	7.74	7.47	7.17	6.96	11.45	5.79	13.73	7.38	7.05	7.33	7.64	7.94	8.23	8.47	8.63	8.69	8.66	8.54	8.35	8.12	7.89	7.72	11.68	19.80	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	8.98	15.46	15.46	7.62	7.59	7.72	7.88	8.03	8.13	8.17	8.12	7.99	7.79	7.55	7.32	7.22	7.35	7.55	7.26	7.47	7.73	8.00	8.26	8.49	8.65	8.72	8.71	8.60	8.42	8.18	7.91	7.65	7.48	9.22	15.59	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	7.24	15.57	6.24	7.53	7.37	7.50	7.69	7.90	8.08	8.21	8.26	8.22	8.12	7.96	7.79	7.66	7.62	7.64	7.76	7.94	8.16	8.37	8.57	8.71	8.79	8.77	8.68	8.50	8.27	7.99	7.70	7.41	7.29	10.06	10.31	15.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	16.30	9.72	11.86	7.18	7.25	7.48	7.75	8.00	8.20	8.35	8.42	8.42	8.36	8.27	8.19	8.16	8.19	8.28	8.42	8.58	8.73	8.84	8.90	8.88	8.78	8.61	8.38	8.10	7.80	7.48	7.23	8.73	12.04	12.74	6.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	9.88	15.94	9.23	11.59	7.07	7.27	7.58	7.89	8.17	8.40	8.57	8.67	8.71	8.71	8.69	8.69	8.72	8.79	8.88	8.98	9.05	9.07	9.03	8.92	8.75	8.52	8.24	7.94	7.61	7.28	7.08	9.62	9.71	14.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	8.70	15.64	8.72	11.54	7.10	7.44	7.78	8.11	8.41	8.66	8.86	9.00	9.09	9.14	9.18	9.23	9.27	9.32	9.34	9.32	9.25	9.12	8.93	8.69	8.42	8.12	7.79	7.45	7.11	10.42	12.78	12.05	7.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	9.42	12.71	13.51	7.05	7.33	7.70	8.06	8.40	8.71	8.99	9.22	9.40	9.53	9.62	9.68	9.71	9.70	9.64	9.54	9.37	9.16	8.91	8.63	8.33	8.01	7.67	7.32	7.02	8.41	13.58	13.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	5.61	13.44	5.87	7.22	7.29	7.65	8.03	8.39	8.75	9.08	9.37	9.63	9.83	9.98	10.06	10.07	10.01	9.88	9.70	9.46	9.19	8.90	8.59	8.26	7.93	7.59	7.24	7.01	9.45	9.44	13.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	7.06	5.87	7.31	7.29	7.64	8.02	8.40	8.77	9.14	9.48	9.79	10.05	10.24	10.34	10.33	10.24	10.05	9.81	9.52	9.21	8.89	8.56	8.22	7.88	7.53	7.19	6.98	8.70	10.29	7.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	7.59	5.91	7.33	7.31	7.66	8.04	8.42	8.81	9.19	9.55	9.89	10.17	10.38	10.49	10.48	10.36	10.15	9.88	9.57	9.24	8.90	8.56	8.21	7.86	7.51	7.16	6.95	8.68	10.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
