21	21
24	10
14	28
12	9
13	28
10	8
25	21
27	25
27	26
9	29
26	10
8	8
11	29
10	8
24	22
27	27
10	29
23	20
23	19
25	13
26	12
25	12
8	8
29	8
11	29
29	29
10	24
11	23
29	29
24	10
8	8
29	29
29	28
9	28
30	29
8	8
9	28
27	28
8	8
28	9
28	28
9	28
9	9
9	28
28	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
9	28
10	28
9	9
