0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	12.83	12.73	12.72	10.96	9.58	7.61	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.84	7.01	9.86	11.57	14.16	17.82	4.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	21.66	45.84	29.87	21.97	16.84	14.70	13.03	12.49	11.90	11.46	6.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.24	12.69	13.51	13.59	13.74	15.41	17.74	23.43	40.76	34.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	16.45	42.89	21.51	10.38	18.74	16.76	14.71	13.13	11.98	4.41	6.37	9.82	4.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.88	9.16	9.57	7.77	5.27	12.32	13.94	15.45	17.45	20.45	16.05	30.70	23.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	39.70	20.33	21.96	10.15	8.76	7.56	6.73	6.04	5.46	4.94	7.36	5.25	8.05	4.09	0.00	0.00	0.00	0.00	0.00	1.86	8.35	5.79	3.93	9.08	5.81	5.93	6.42	7.02	7.73	8.77	15.52	13.97	27.24	20.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	11.43	25.99	9.53	9.85	8.29	7.36	6.66	6.07	5.53	5.02	4.55	4.15	6.16	4.36	6.73	1.77	0.00	0.00	1.21	5.80	6.05	4.86	7.23	4.14	4.54	4.95	5.42	5.88	6.32	6.78	7.33	8.15	14.33	13.07	26.08	9.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	11.09	19.51	17.26	8.30	7.21	6.57	6.07	5.62	5.18	4.73	4.29	3.86	3.50	5.19	4.37	4.64	0.00	1.04	5.62	3.84	2.58	5.92	3.74	3.86	4.28	4.72	5.14	5.53	5.86	6.17	6.50	6.94	7.65	13.64	14.98	21.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	11.45	15.16	15.43	7.11	6.43	5.98	5.61	5.26	4.89	4.50	4.10	3.70	3.32	4.43	5.61	5.23	1.73	5.17	3.48	5.01	2.82	3.07	3.37	3.75	4.15	4.55	4.91	5.23	5.48	5.69	5.89	6.14	6.54	10.54	18.97	16.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	10.00	13.31	13.54	6.30	5.81	5.47	5.19	4.92	4.63	4.31	3.96	3.60	3.25	2.96	4.48	3.14	3.50	3.36	4.73	2.73	2.75	3.03	3.35	3.70	4.06	4.40	4.69	4.93	5.11	5.25	5.37	5.50	5.74	9.23	16.70	13.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	8.79	11.83	12.08	5.63	5.25	5.00	4.79	4.59	4.37	4.12	3.84	3.54	3.24	2.95	2.72	4.23	2.02	4.82	2.65	2.61	2.83	3.08	3.37	3.68	3.98	4.25	4.47	4.63	4.75	4.82	4.88	4.95	5.10	8.11	14.51	12.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	6.98	11.36	11.02	5.09	4.74	4.55	4.40	4.26	4.12	3.94	3.74	3.51	3.26	3.01	2.79	2.65	2.62	2.67	2.60	2.75	2.94	3.17	3.42	3.67	3.90	4.09	4.23	4.33	4.38	4.41	4.43	4.46	4.59	5.99	10.73	10.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	5.40	10.85	4.04	4.64	4.29	4.12	4.02	3.94	3.86	3.77	3.64	3.49	3.31	3.12	2.94	2.81	2.74	2.73	2.80	2.92	3.08	3.27	3.46	3.65	3.81	3.93	4.00	4.03	4.04	4.02	4.01	4.02	4.15	6.01	6.48	10.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	10.48	5.86	6.88	3.93	3.73	3.66	3.63	3.61	3.59	3.54	3.46	3.35	3.23	3.11	3.02	2.96	2.96	3.01	3.11	3.23	3.37	3.51	3.63	3.71	3.76	3.77	3.75	3.72	3.68	3.64	3.65	4.61	6.71	7.44	4.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
