0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	106.17	106.18	106.19	106.20	106.22	106.23	106.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	108.61	108.64	108.69	108.73	108.76	108.78	108.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	106.15	106.15	159.25	159.27	159.29	159.31	159.34	159.37	159.39	106.29	106.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	108.40	108.46	162.84	162.93	163.01	163.08	163.14	163.18	163.20	108.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	106.14	159.22	159.24	159.26	212.37	212.40	212.44	212.48	212.52	159.44	159.48	159.52	106.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	108.16	108.23	162.51	162.64	162.79	217.21	217.33	217.43	217.51	217.57	163.22	163.25	108.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	106.15	159.23	212.33	212.36	212.40	212.43	212.47	212.52	212.57	212.64	212.70	159.59	159.65	106.49	0.00	0.00	0.00	0.00	0.00	108.02	162.16	162.28	162.44	216.80	216.99	217.16	217.31	217.42	217.52	217.59	217.64	163.27	163.30	108.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	106.15	159.23	159.25	212.35	212.38	212.42	212.46	212.51	212.57	212.63	212.70	212.78	212.87	159.74	159.84	106.63	0.00	0.00	107.71	107.79	161.90	162.07	216.31	216.51	216.72	216.93	217.12	217.27	217.40	217.51	217.60	217.66	217.71	163.32	163.34	108.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	106.15	159.24	212.34	212.37	212.40	212.45	212.49	212.55	212.61	212.69	212.77	212.87	212.98	213.10	159.95	160.06	0.00	107.50	161.44	161.61	161.81	215.99	216.21	216.43	216.65	216.88	217.07	217.24	217.38	217.50	217.59	217.67	217.72	217.76	163.35	163.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	106.16	159.25	212.35	212.39	212.43	212.48	212.53	212.59	212.66	212.75	212.85	212.96	213.09	213.24	213.41	160.26	107.13	161.10	161.33	215.39	215.63	215.89	216.12	216.36	216.59	216.82	217.02	217.20	217.35	217.47	217.58	217.66	217.72	217.76	217.79	163.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	106.16	159.26	212.37	212.41	212.46	212.51	212.57	212.64	212.72	212.82	212.93	213.05	213.20	213.36	213.55	160.41	160.70	161.01	215.03	215.30	215.55	215.80	216.04	216.28	216.52	216.76	216.97	217.16	217.31	217.45	217.55	217.64	217.71	217.75	217.78	163.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	106.17	159.27	212.39	212.44	212.49	212.55	212.61	212.69	212.78	212.88	213.00	213.14	213.29	213.47	213.68	213.93	160.72	214.66	214.95	215.22	215.47	215.72	215.97	216.22	216.46	216.70	216.92	217.11	217.27	217.41	217.52	217.61	217.68	217.73	217.76	163.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	106.18	159.28	212.41	212.47	212.53	212.59	212.67	212.75	212.84	212.95	213.08	213.22	213.38	213.56	213.77	214.02	214.31	214.61	214.89	215.15	215.41	215.66	215.91	216.15	216.40	216.65	216.87	217.06	217.23	217.37	217.48	217.58	217.65	217.70	217.74	163.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	106.19	159.30	159.34	212.51	212.57	212.65	212.73	212.81	212.91	213.02	213.15	213.29	213.45	213.63	213.83	214.06	214.32	214.58	214.84	215.10	215.35	215.60	215.85	216.10	216.34	216.59	216.82	217.01	217.18	217.32	217.44	217.53	217.61	217.66	163.28	108.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	106.22	159.37	212.55	212.63	212.71	212.79	212.88	212.98	213.09	213.21	213.35	213.51	213.69	213.88	214.10	214.33	214.57	214.82	215.06	215.30	215.55	215.79	216.04	216.29	216.54	216.76	216.96	217.13	217.27	217.39	217.48	217.55	217.61	163.25	54.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	106.23	159.40	159.46	212.69	212.78	212.86	212.95	213.05	213.16	213.28	213.41	213.57	213.73	213.92	214.12	214.34	214.56	214.79	215.03	215.26	215.50	215.74	215.99	216.24	216.49	216.71	216.90	217.07	217.21	217.33	217.42	217.48	163.16	108.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	106.30	159.52	159.58	212.86	212.94	213.02	213.12	213.22	213.34	213.47	213.61	213.77	213.95	214.14	214.34	214.55	214.77	215.00	215.23	215.46	215.70	215.94	216.19	216.43	216.65	216.85	217.01	217.15	217.26	217.35	217.41	163.10	54.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
