0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.10	0.09	0.09	0.09	0.09	0.09	0.09	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.09	0.09	0.09	0.09	0.09	0.09	0.10	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.75	0.88	1.23	1.09	1.04	0.99	0.95	0.92	0.89	0.87	0.90	0.58	0.49	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.58	0.91	0.88	0.90	0.93	0.96	1.00	1.05	1.10	1.24	0.88	0.82	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.84	1.15	0.89	0.65	0.48	0.42	0.40	0.39	0.38	0.37	0.36	0.35	0.38	0.47	0.61	0.62	0.45	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.62	0.58	0.47	0.39	0.36	0.36	0.37	0.38	0.39	0.40	0.42	0.49	0.65	0.96	1.15	0.90	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.67	1.33	1.00	0.70	0.46	0.43	0.41	0.39	0.38	0.37	0.36	0.35	0.34	0.33	0.33	0.33	0.33	0.44	0.58	0.58	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.58	0.55	0.44	0.33	0.33	0.33	0.34	0.34	0.35	0.36	0.37	0.38	0.39	0.41	0.43	0.46	0.70	1.07	1.33	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.70	1.76	0.76	0.50	0.46	0.43	0.41	0.39	0.38	0.37	0.36	0.35	0.34	0.34	0.33	0.32	0.32	0.32	0.31	0.32	0.41	0.73	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.74	0.41	0.32	0.32	0.32	0.32	0.33	0.33	0.34	0.34	0.35	0.36	0.37	0.38	0.40	0.41	0.43	0.46	0.50	0.76	1.77	0.73	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.73	1.85	0.79	0.51	0.47	0.44	0.42	0.40	0.38	0.37	0.36	0.35	0.34	0.34	0.33	0.33	0.32	0.32	0.31	0.31	0.30	0.31	0.40	0.71	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.72	0.40	0.31	0.31	0.31	0.31	0.32	0.32	0.33	0.33	0.34	0.35	0.35	0.36	0.37	0.38	0.40	0.42	0.44	0.47	0.51	0.79	1.84	0.75	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.74	1.89	0.81	0.52	0.48	0.44	0.42	0.40	0.39	0.37	0.36	0.35	0.34	0.34	0.33	0.33	0.32	0.32	0.31	0.31	0.30	0.30	0.30	0.30	0.39	0.69	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.70	0.39	0.30	0.30	0.30	0.31	0.31	0.31	0.32	0.32	0.33	0.33	0.34	0.35	0.35	0.36	0.37	0.39	0.40	0.42	0.44	0.47	0.52	0.81	1.88	0.77	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.74	1.89	0.82	0.53	0.48	0.45	0.42	0.40	0.39	0.37	0.36	0.35	0.35	0.34	0.33	0.33	0.32	0.32	0.31	0.31	0.30	0.30	0.30	0.30	0.29	0.30	0.38	0.68	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.68	0.39	0.30	0.29	0.30	0.30	0.30	0.31	0.31	0.31	0.32	0.32	0.33	0.33	0.34	0.35	0.35	0.36	0.38	0.39	0.40	0.42	0.45	0.48	0.53	0.82	1.88	0.76	0.00	0.00	0.00	
0.00	0.00	0.00	0.05	1.46	0.80	0.53	0.49	0.45	0.43	0.41	0.39	0.38	0.36	0.35	0.35	0.34	0.33	0.33	0.32	0.32	0.31	0.31	0.31	0.30	0.30	0.30	0.29	0.29	0.29	0.29	0.38	0.51	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.38	0.29	0.29	0.29	0.29	0.30	0.30	0.30	0.31	0.31	0.31	0.32	0.32	0.33	0.33	0.34	0.35	0.36	0.37	0.38	0.39	0.41	0.43	0.45	0.48	0.53	0.80	1.46	0.05	0.00	0.00	
