4.4343	124	197
13.7762	145	113
13.9765	143	112
14.1571	141	111
16.1108	125	104
16.5291	123	103
17.0412	121	101
18.4564	116	97
41.9684	72	73
55.317	84	166
80.1918	146	189
86.707	84	165
123.32	70	74
131.282	71	139
131.894	73	142
136.497	83	159
164.152	143	191
208.522	70	74
217.135	70	138
217.37	71	139
217.625	72	140
218.035	73	142
224.998	84	166
250.49	143	191
295.172	70	74
303.934	70	138
304.171	71	139
304.426	72	140
304.838	73	142
311.786	84	166
337.258	143	191
381.854	70	74
390.554	70	138
390.79	71	139
391.044	72	140
391.454	73	142
398.387	84	166
423.882	143	191
468.456	70	74
477.142	70	138
477.378	71	139
477.632	72	140
478.042	73	142
484.975	84	166
510.472	143	191
555.048	70	74
563.737	70	138
563.973	71	139
564.227	72	140
564.637	73	142
