62	90
36	43
83	66
33	100
41	42
38	104
84	77
34	43
42	95
43	95
41	101
39	39
84	67
33	100
41	42
38	104
84	77
34	43
45	90
41	101
39	39
84	67
33	100
45	52
41	43
38	104
84	77
34	43
45	90
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
45	91
41	101
39	39
84	67
33	100
45	53
41	43
38	104
84	77
34	43
