142	93
94	44
154	81
109	58
88	94
83	44
154	81
109	58
89	94
94	44
23	82
85	94
83	44
154	81
105	52
99	46
32	92
29	90
23	81
99	46
105	52
107	55
109	58
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
145	64
148	66
148	90
151	87
153	84
154	80
95	44
78	46
71	53
62	61
51	62
35	63
32	64
29	66
29	90
23	81
82	44
99	46
105	52
115	61
126	62
142	63
