58	129
41	58
32	32
56	79
89	58
105	107
104	108
56	128
109	82
41	56
32	32
62	79
89	58
105	107
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
110	84
41	56
32	32
61	79
62	79
104	108
56	128
