7.9653	28	110
15.1972	93	63
26.1853	44	29
28.2406	42	29
33.733	30	32
47.9611	93	81
57.3787	49	113
58.5481	47	114
66.0827	30	112
79.1581	70	48
88.692	94	65
98.5915	27	35
116.603	28	110
131.249	93	63
140.921	49	31
142.546	47	30
149.258	30	32
162.225	69	97
172.348	94	79
182.526	27	109
199.882	28	34
214.46	93	81
224.134	49	113
225.429	47	114
232.689	30	112
245.426	69	47
245.477	70	48
255.499	94	65
265.762	27	35
283.425	28	110
297.993	93	63
307.712	49	31
309.222	47	30
316.177	30	32
328.977	69	97
329.029	70	96
339.011	94	79
349.19	27	109
366.828	28	34
381.412	93	81
391.078	49	113
392.391	47	114
399.573	30	112
412.389	69	47
422.461	94	65
432.666	27	35
450.25	28	110
464.829	93	63
474.542	49	31
476.048	47	30
483.012	30	32
495.802	69	97
505.859	94	79
516.062	27	109
533.684	28	34
548.262	93	81
557.931	49	113
559.242	47	114
566.434	30	112
579.24	69	47
589.304	94	65
599.508	27	35
617.112	28	110
631.692	93	63
641.405	49	31
642.914	47	30
649.87	30	32
662.666	69	97
672.723	94	79
682.923	27	109
700.538	28	34
715.116	93	81
724.785	49	113
726.096	47	114
733.289	30	112
746.094	69	47
756.159	94	65
766.365	27	35
783.969	28	110
798.548	93	63
808.261	49	31
809.77	47	30
816.727	30	32
829.523	69	97
839.579	94	79
849.778	27	109
867.394	28	34
881.973	93	81
891.642	49	113
892.953	47	114
900.145	30	112
912.951	69	47
923.016	94	65
933.222	27	35
950.825	28	110
965.404	93	63
975.118	49	31
976.626	47	30
983.583	30	32
996.379	69	97
1006.43	94	79
1016.63	27	109
1034.25	28	34
1048.83	93	81
1058.5	49	113
1059.81	47	114
1067	30	112
1079.81	69	47
1089.87	94	65
1100.08	27	35
1117.68	28	110
1132.26	93	63
1141.97	49	31
1143.48	47	30
1150.44	30	32
1163.24	69	97
1173.29	94	79
1183.49	27	109
1201.11	28	34
1215.69	93	81
1225.36	49	113
1226.67	47	114
1233.86	30	112
1246.66	69	47
1256.73	94	65
1266.93	27	35
1284.54	28	110
1299.12	93	63
1308.83	49	31
1310.34	47	30
1317.3	30	32
1330.09	69	97
1340.15	94	79
1350.35	27	109
1367.96	28	34
1382.54	93	81
1392.21	49	113
1393.52	47	114
1400.71	30	112
1413.52	69	47
1423.59	94	65
1433.79	27	35
1451.39	28	110
1465.97	93	63
1475.69	49	31
1477.2	47	30
1484.15	30	32
1496.95	69	97
1507	94	79
1517.2	27	109
1534.82	28	34
1549.4	93	81
1559.07	49	113
1560.38	47	114
1567.57	30	112
1580.38	69	47
1590.44	94	65
1600.65	27	35
1618.25	28	110
1632.83	93	63
1642.54	49	31
1644.05	47	30
1651.01	30	32
1663.8	69	97
1673.86	94	79
1684.06	27	109
1701.68	28	34
1716.26	93	81
1725.92	49	113
1727.23	47	114
1734.43	30	112
1747.23	69	47
1757.3	94	65
1767.5	27	35
1785.11	28	110
1799.69	93	63
1809.4	49	31
