0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 264.78 264.83 264.91 264.99 265.08 265.16 265.25 265.33 265.41 265.49 265.57 265.64 265.72 265.79 265.85 265.91 265.97 266.03 266.09 266.14 266.19 266.24 266.28 266.33 266.37 266.41 266.44 266.48 266.51 266.54 266.57 266.59 266.61 266.64 266.66 266.67 266.69 266.70 266.71 266.72 266.73 266.74 266.74 266.74 266.75 266.74 266.74 266.74 266.73 266.72 266.71 266.70 266.68 266.67 266.65 266.63 266.60 266.58 266.55 266.52 266.49 266.46 266.43 266.39 266.35 266.31 266.26 266.21 266.17 266.11 266.06 266.00 265.94 265.88 265.81 265.74 265.67 265.60 265.52 265.44 265.36 265.27 265.19 265.10 265.01 264.91 264.83 264.75 264.69 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 264.64 264.62 264.70 264.82 264.97 265.09 265.19 265.28 265.37 265.46 265.54 265.63 265.71 265.79 265.87 265.94 266.02 266.08 266.15 266.21 266.27 266.33 266.39 266.44 266.49 266.54 266.59 266.63 266.67 266.71 266.74 266.78 266.81 266.84 266.87 266.89 266.92 266.94 266.96 266.97 266.99 267.00 267.02 267.03 267.03 267.04 267.04 267.05 267.05 267.05 267.04 267.04 267.03 267.02 267.01 267.00 266.98 266.97 266.95 266.93 266.91 266.88 266.85 266.83 266.80 266.76 266.73 266.69 266.65 266.61 266.56 266.52 266.47 266.41 266.36 266.30 266.24 266.18 266.11 266.04 265.97 265.90 265.82 265.74 265.66 265.57 265.48 265.39 265.30 265.20 265.10 265.00 264.89 264.72 264.60 264.52 264.54 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 264.54 264.54 264.66 264.83 264.96 265.08 265.22 265.34 265.44 265.54 265.64 265.73 265.82 265.91 265.99 266.07 266.15 266.22 266.29 266.36 266.43 266.49 266.56 266.61 266.67 266.72 266.77 266.82 266.87 266.91 266.95 266.99 267.03 267.06 267.09 267.12 267.15 267.18 267.20 267.22 267.24 267.26 267.27 267.29 267.30 267.31 267.32 267.32 267.33 267.33 267.33 267.33 267.33 267.32 267.31 267.30 267.29 267.28 267.27 267.25 267.23 267.21 267.19 267.16 267.14 267.11 267.08 267.04 267.01 266.97 266.93 266.89 266.84 266.80 266.75 266.69 266.64 266.58 266.52 266.46 266.39 266.32 266.25 266.18 266.10 266.02 265.93 265.85 265.76 265.66 265.57 265.47 265.36 265.25 265.13 264.99 264.86 264.72 264.55 264.43 264.43 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 264.44 264.56 264.74 264.90 265.05 265.19 265.32 265.45 265.57 265.68 265.79 265.89 265.98 266.07 266.16 266.25 266.33 266.41 266.48 266.56 266.63 266.69 266.76 266.82 266.88 266.93 266.99 267.04 267.08 267.13 267.17 267.21 267.25 267.29 267.32 267.36 267.39 267.41 267.44 267.46 267.49 267.50 267.52 267.54 267.55 267.56 267.57 267.58 267.59 267.59 267.59 267.60 267.59 267.59 267.59 267.58 267.57 267.56 267.55 267.53 267.51 267.50 267.48 267.45 267.43 267.40 267.37 267.34 267.31 267.27 267.24 267.20 267.15 267.11 267.06 267.01 266.96 266.90 266.84 266.78 266.72 266.65 266.58 266.51 266.44 266.36 266.28 266.19 266.10 266.01 265.92 265.82 265.71 265.60 265.49 265.36 265.23 265.09 264.95 264.79 264.64 264.45 264.33 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 264.41 264.42 264.60 264.78 264.95 265.11 265.27 265.41 265.55 265.68 265.80 265.91 266.02 266.12 266.22 266.31 266.40 266.49 266.57 266.65 266.73 266.80 266.87 266.94 267.00 267.06 267.12 267.18 267.23 267.28 267.33 267.38 267.42 267.46 267.50 267.54 267.57 267.60 267.63 267.66 267.69 267.71 267.73 267.75 267.77 267.79 267.80 267.81 267.82 267.83 267.84 267.84 267.84 267.84 267.84 267.84 267.83 267.83 267.82 267.81 267.79 267.78 267.76 267.74 267.72 267.70 267.68 267.65 267.62 267.59 267.56 267.52 267.48 267.44 267.40 267.35 267.31 267.26 267.20 267.15 267.09 267.03 266.97 266.90 266.83 266.76 266.68 266.60 266.52 266.43 266.34 266.25 266.15 266.05 265.94 265.83 265.71 265.59 265.45 265.31 265.17 265.01 264.85 264.67 264.49 264.31 264.29 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 264.36 264.41 264.61 264.80 264.98 265.15 265.32 265.47 265.62 265.75 265.88 266.01 266.12 266.23 266.34 266.44 266.53 266.62 266.71 266.80 266.88 266.95 267.03 267.10 267.16 267.23 267.29 267.35 267.41 267.46 267.51 267.56 267.61 267.65 267.69 267.73 267.77 267.80 267.83 267.86 267.89 267.92 267.94 267.96 267.98 268.00 268.02 268.03 268.04 268.05 268.06 268.07 268.07 268.07 268.07 268.07 268.07 268.06 268.06 268.05 268.04 268.02 268.01 267.99 267.97 267.95 267.93 267.91 267.88 267.85 267.82 267.79 267.75 267.71 267.67 267.63 267.58 267.54 267.49 267.43 267.38 267.32 267.26 267.19 267.13 267.06 266.98 266.91 266.83 266.74 266.66 266.57 266.47 266.37 266.27 266.16 266.05 265.93 265.80 265.66 265.52 265.37 265.21 265.05 264.87 264.69 264.50 264.30 264.25 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 264.32 264.38 264.59 264.80 264.99 265.17 265.34 265.51 265.66 265.81 265.95 266.08 266.20 266.32 266.43 266.54 266.64 266.74 266.83 266.92 267.00 267.08 267.16 267.24 267.31 267.38 267.44 267.50 267.56 267.62 267.67 267.72 267.77 267.82 267.86 267.91 267.94 267.98 268.02 268.05 268.08 268.11 268.13 268.16 268.18 268.20 268.22 268.23 268.25 268.26 268.27 268.28 268.28 268.29 268.29 268.29 268.29 268.28 268.28 268.27 268.26 268.25 268.24 268.22 268.21 268.19 268.17 268.15 268.12 268.09 268.06 268.03 268.00 267.96 267.93 267.89 267.84 267.80 267.75 267.70 267.65 267.59 267.53 267.47 267.41 267.34 267.27 267.19 267.12 267.04 266.95 266.87 266.77 266.68 266.58 266.47 266.36 266.24 266.12 265.99 265.86 265.71 265.56 265.41 265.24 265.06 264.88 264.69 264.48 264.27 264.21 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 264.29 264.33 264.55 264.76 264.97 265.16 265.34 265.52 265.68 265.84 265.98 266.13 266.26 266.38 266.50 266.62 266.73 266.83 266.93 267.02 267.11 267.20 267.28 267.36 267.43 267.50 267.57 267.64 267.70 267.76 267.82 267.87 267.92 267.97 268.02 268.06 268.10 268.14 268.18 268.21 268.25 268.28 268.30 268.33 268.35 268.38 268.40 268.41 268.43 268.44 268.46 268.47 268.47 268.48 268.48 268.49 268.49 268.49 268.48 268.48 268.47 268.46 268.45 268.44 268.42 268.41 268.39 268.37 268.34 268.32 268.29 268.26 268.23 268.20 268.16 268.12 268.08 268.04 268.00 267.95 267.90 267.84 267.79 267.73 267.67 267.60 267.53 267.46 267.39 267.31 267.23 267.15 267.06 266.96 266.87 266.77 266.66 266.55 266.43 266.31 266.18 266.04 265.89 265.74 265.58 265.41 265.24 265.05 264.86 264.66 264.44 264.22 264.18 0.00 0.00 0.00 0.00 0.00 
