0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	5.27	15.65	15.11	14.91	14.83	14.80	14.78	14.77	14.77	14.76	14.76	14.76	14.78	14.89	13.69	1.80	0.00	0.00	
0.00	0.00	0.00	15.07	6.11	5.98	5.94	5.94	5.95	5.95	5.96	5.95	5.94	5.93	5.91	5.88	5.87	5.91	7.91	0.00	0.00	
0.00	0.00	0.00	11.17	8.07	5.95	5.97	6.01	6.05	6.07	6.08	6.08	6.06	6.03	5.97	5.90	5.86	7.18	8.65	0.00	0.00	
0.00	0.00	0.00	1.72	10.28	6.02	5.98	6.06	6.13	6.17	6.19	6.19	6.16	6.10	6.01	5.89	9.50	4.86	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	9.82	6.67	5.98	6.05	6.15	6.22	6.25	6.24	6.20	6.12	6.01	5.89	8.97	6.90	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	1.72	10.03	7.21	6.01	6.12	6.21	6.25	6.24	6.19	6.09	5.98	7.34	7.65	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	9.77	6.67	5.97	6.06	6.15	6.20	6.20	6.14	6.04	6.00	4.84	6.74	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1.73	10.55	8.80	5.96	6.07	6.12	6.11	6.04	5.96	7.30	8.73	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.67	13.82	5.90	5.96	6.02	6.00	5.92	9.56	4.90	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.47	7.86	5.87	5.91	5.89	5.83	8.93	6.89	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.64	9.95	5.87	5.81	5.80	7.19	7.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.49	6.45	5.80	5.82	4.71	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.65	9.91	6.48	7.49	6.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
