0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	3.27	9.72	9.36	9.21	9.14	9.10	9.08	9.07	9.06	9.07	9.09	9.11	9.15	9.24	8.51	1.12	0.00	0.00	
0.00	0.00	0.00	9.37	3.79	3.70	3.67	3.66	3.66	3.66	3.65	3.65	3.65	3.65	3.65	3.64	3.64	3.67	4.92	0.00	0.00	
0.00	0.00	0.00	6.94	5.00	3.68	3.69	3.70	3.72	3.73	3.73	3.73	3.72	3.71	3.68	3.65	3.63	4.46	5.38	0.00	0.00	
0.00	0.00	0.00	1.07	6.37	3.72	3.69	3.73	3.77	3.79	3.80	3.80	3.78	3.75	3.70	3.64	5.87	3.01	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	6.08	4.12	3.69	3.73	3.78	3.82	3.83	3.83	3.81	3.76	3.70	3.63	5.54	4.27	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	1.06	6.19	4.44	3.70	3.76	3.81	3.84	3.83	3.80	3.74	3.68	4.52	4.72	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	6.02	4.11	3.67	3.72	3.78	3.81	3.80	3.77	3.71	3.69	2.98	4.15	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1.06	6.50	5.41	3.66	3.73	3.76	3.75	3.71	3.66	4.48	5.37	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.41	8.50	3.62	3.66	3.70	3.68	3.63	5.87	3.01	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.44	4.83	3.61	3.63	3.62	3.58	5.48	4.23	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	6.11	3.61	3.57	3.56	4.41	4.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.83	3.96	3.56	3.57	2.89	4.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	6.09	3.98	4.60	4.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
