2	122	15.5894	19.1011
3	124	17.9542	15.2652
3	2	45.2017	24.4428
2	122	71.6161	15.7818
3	124	74.8928	15.7874
3	2	105.132	14.0177
2	122	130.274	15.5004
3	124	133.505	17.4448
3	2	162.206	11.6116
2	122	188.118	14.9342
3	124	191.242	17.6689
3	2	218.483	9.52714
2	122	245.393	14.6879
3	124	248.493	17.6982
3	2	274.754	8.06395
2	122	302.489	14.636
3	124	305.616	17.8264
108	61	333.372	8.42164
2	122	359.618	14.6471
3	124	362.787	18.0317
108	61	390.979	9.0651
3	124	420.061	18.2664
108	61	448.608	9.57114
3	124	477.447	18.5103
108	61	506.303	10.0034
3	124	534.946	18.7608
108	61	564.091	10.4042
3	124	592.562	19.0256
108	61	622	10.8077
3	124	650.308	19.3207
108	61	680.067	11.2501
3	124	708.207	19.6753
108	61	738.352	11.7838
3	124	766.307	20.1476
108	61	796.968	12.5058
3	124	824.702	20.8738
108	61	856.152	13.6384
3	124	883.612	22.2588
108	61	916.469	15.7762
3	124	943.396	25.6206
108	61	977.493	18.2847
3	2	1016.01	22.9244
108	61	1032.7	21.5097
2	122	1050.65	13.0377
3	124	1054.5	13.8526
3	2	1070.52	28.4351
108	61	1091.57	21.8548
3	124	1106.1	13.6404
3	2	1132.02	30.5291
3	124	1168.2	17.7974
106	60	1200.15	12.6412
108	61	1202.59	13.7668
3	124	1225.85	24.8178
108	61	1261.75	17.4471
3	2	1293.81	12.5559
108	61	1319.59	19.0886
3	2	1351.04	14.7634
108	61	1377.75	19.0304
3	2	1408	12.5383
108	61	1435.65	18.3944
3	2	1464.51	10.2247
108	61	1493.17	18.053
3	2	1521.11	8.64131
108	61	1550.58	17.9684
3	2	1578	7.64593
2	124	1580.69	6.77045
