0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.29	0.29	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.08	0.08	0.08	0.08	0.08	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.07	0.07	0.07	0.07	0.07	0.08	0.08	0.08	0.08	0.09	0.09	0.09	0.10	0.10	0.11	0.11	0.11	0.12	0.12	0.13	0.14	0.14	0.15	0.16	0.16	0.17	0.18	0.19	0.20	0.21	0.22	0.23	0.24	0.25	0.26	0.28	0.30	0.31	0.33	0.36	0.39	0.44	0.51	0.55	0.00	0.00	0.00	
0.00	0.00	0.00	0.07	0.47	0.28	0.27	0.26	0.25	0.24	0.24	0.23	0.22	0.22	0.21	0.21	0.20	0.20	0.19	0.19	0.18	0.18	0.18	0.17	0.17	0.17	0.17	0.16	0.16	0.16	0.16	0.16	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.15	0.15	0.15	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.17	0.17	0.18	0.18	0.18	0.19	0.20	0.20	0.21	0.22	0.22	0.23	0.24	0.25	0.26	0.27	0.28	0.29	0.31	0.32	0.33	0.35	0.37	0.38	0.40	0.42	0.44	0.46	0.48	0.50	0.53	0.55	0.58	0.61	0.64	0.68	0.71	0.75	0.80	0.85	0.90	0.97	1.06	1.19	2.31	1.81	0.00	0.00	0.00	
0.00	0.00	0.00	0.21	0.26	0.13	0.13	0.12	0.12	0.12	0.11	0.11	0.11	0.10	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.09	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.11	0.11	0.12	0.12	0.13	0.13	0.14	0.14	0.15	0.15	0.16	0.17	0.18	0.18	0.19	0.20	0.21	0.22	0.23	0.24	0.25	0.27	0.28	0.29	0.31	0.33	0.34	0.36	0.38	0.41	0.44	0.47	0.51	0.57	1.26	2.21	0.00	0.00	0.00	
0.00	0.00	0.00	0.32	0.25	0.13	0.13	0.12	0.12	0.12	0.11	0.11	0.11	0.11	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.09	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.11	0.11	0.12	0.12	0.13	0.13	0.14	0.14	0.15	0.15	0.16	0.17	0.17	0.18	0.19	0.20	0.21	0.22	0.23	0.24	0.25	0.26	0.28	0.29	0.31	0.32	0.34	0.36	0.38	0.40	0.43	0.46	0.50	0.57	1.21	0.53	0.00	0.00	0.00	
0.00	0.00	0.00	0.22	0.26	0.13	0.13	0.12	0.12	0.12	0.11	0.11	0.11	0.11	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.09	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.11	0.11	0.12	0.12	0.12	0.13	0.13	0.14	0.15	0.15	0.16	0.17	0.17	0.18	0.19	0.20	0.21	0.22	0.23	0.24	0.25	0.26	0.27	0.29	0.30	0.32	0.33	0.35	0.37	0.40	0.42	0.47	0.53	1.05	1.16	1.10	0.00	0.00	0.00	
0.00	0.00	0.00	0.23	0.09	0.14	0.13	0.12	0.12	0.12	0.11	0.11	0.11	0.11	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.09	0.09	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.11	0.11	0.12	0.12	0.12	0.13	0.13	0.14	0.15	0.15	0.16	0.16	0.17	0.18	0.19	0.20	0.21	0.21	0.22	0.24	0.25	0.26	0.27	0.28	0.30	0.31	0.33	0.35	0.37	0.39	0.43	0.87	0.32	1.08	0.28	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.30	0.23	0.13	0.12	0.12	0.12	0.11	0.11	0.11	0.11	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.09	0.09	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.11	0.11	0.11	0.12	0.12	0.13	0.13	0.14	0.14	0.15	0.16	0.16	0.17	0.18	0.19	0.19	0.20	0.21	0.22	0.23	0.24	0.26	0.27	0.28	0.29	0.31	0.33	0.35	0.37	0.40	0.80	0.85	0.76	0.00	0.00	0.00	0.00	0.00	0.00	
