0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	328.64	329.87	331.95	334.54	337.44	340.53	343.74	347.00	350.28	353.56	356.81	360.02	363.18	366.28	369.31	372.28	375.16	377.97	380.69	383.34	385.89	388.37	390.75	393.06	395.27	397.41	399.46	401.43	403.32	405.13	406.86	408.52	410.10	411.62	413.06	414.44	415.75	417.00	418.19	419.33	420.40	421.43	422.40	423.33	424.21	425.05	425.85	426.60	427.32	428.01	428.66	429.29	429.90	430.48	431.05	431.59	432.13	432.64	433.15	433.64	434.12	434.60	435.06	435.52	435.97	436.41	436.86	437.29	437.72	438.15	438.58	439.01	439.43	439.85	440.27	440.69	441.10	441.52	441.93	442.34	442.75	443.15	443.55	443.95	444.35	444.73	445.11	445.49	445.85	446.21	446.56	446.89	447.22	447.53	447.83	448.11	448.38	448.62	448.85	449.07	449.26	449.42	449.57	449.69	449.79	449.86	449.90	449.92	449.91	449.87	449.79	449.69	449.55	449.38	449.18	448.94	448.66	448.35	447.99	447.60	447.17	446.70	446.18	445.62	445.02	444.37	443.67	442.93	442.14	441.31	440.42	439.48	438.50	437.47	436.38	435.25	434.07	432.85	431.60	430.30	428.99	427.65	426.32	425.01	423.73	422.54	421.46	420.54	419.83	419.38	418.96	0.00	0.00	
0.00	0.00	0.00	325.15	490.32	493.67	497.02	501.05	505.50	510.23	515.09	520.02	524.97	529.91	534.80	539.63	544.38	549.04	553.59	558.04	562.37	566.58	570.67	574.64	578.47	582.18	585.76	589.21	592.54	595.74	598.82	601.77	604.60	607.31	609.91	612.40	614.77	617.04	619.20	621.27	623.23	625.11	626.89	628.59	630.20	631.74	633.20	634.58	635.90	637.16	638.35	639.49	640.56	641.59	642.57	643.51	644.41	645.29	646.14	646.96	647.75	648.53	649.29	650.02	650.75	651.46	652.15	652.84	653.51	654.18	654.84	655.49	656.14	656.79	657.43	658.07	658.70	659.33	659.96	660.59	661.21	661.84	662.46	663.07	663.69	664.30	664.90	665.50	666.09	666.67	667.24	667.80	668.36	668.89	669.42	669.92	670.41	670.88	671.33	671.75	672.15	672.53	672.87	673.19	673.48	673.73	673.95	674.14	674.28	674.39	674.46	674.48	674.47	674.41	674.30	674.14	673.94	673.68	673.38	673.02	672.60	672.13	671.61	671.02	670.37	669.66	668.89	668.05	667.15	666.17	665.13	664.02	662.84	661.58	660.25	658.85	657.37	655.82	654.19	652.49	650.72	648.89	646.99	645.05	643.06	641.04	639.02	637.01	635.07	633.24	631.58	630.17	629.11	628.30	418.69	0.00	0.00	
0.00	0.00	0.00	323.95	488.68	492.77	497.13	501.27	505.78	510.54	515.42	520.34	525.28	530.19	535.06	539.87	544.60	549.24	553.77	558.20	562.52	566.71	570.79	574.73	578.56	582.25	585.82	589.27	592.58	595.77	598.84	601.78	604.60	607.31	609.90	612.38	614.75	617.01	619.17	621.23	623.19	625.06	626.84	628.53	630.14	631.68	633.13	634.52	635.83	637.09	638.28	639.41	640.49	641.51	642.49	643.42	644.33	645.20	646.05	646.87	647.67	648.44	649.20	649.94	650.66	651.37	652.06	652.75	653.42	654.09	654.75	655.41	656.06	656.70	657.34	657.98	658.61	659.25	659.88	660.50	661.13	661.75	662.37	662.99	663.61	664.21	664.82	665.42	666.01	666.59	667.16	667.73	668.28	668.82	669.34	669.85	670.34	670.80	671.25	671.68	672.08	672.45	672.80	673.12	673.41	673.66	673.88	674.06	674.21	674.32	674.39	674.41	674.40	674.34	674.23	674.07	673.87	673.61	673.31	672.95	672.53	672.06	671.54	670.95	670.30	669.59	668.82	667.98	667.08	666.11	665.07	663.96	662.78	661.52	660.20	658.79	657.32	655.77	654.14	652.45	650.68	648.85	646.95	645.01	643.02	641.01	638.98	636.98	635.03	633.18	631.51	630.13	629.25	627.98	418.22	0.00	0.00	
0.00	0.00	0.00	322.56	487.71	492.06	496.95	501.87	506.37	511.21	516.07	520.95	525.85	530.72	535.55	540.32	545.01	549.62	554.12	558.52	562.80	566.97	571.02	574.94	578.74	582.42	585.97	589.39	592.69	595.86	598.92	601.85	604.66	607.35	609.93	612.40	614.76	617.01	619.16	621.21	623.17	625.03	626.80	628.49	630.09	631.62	633.07	634.46	635.77	637.02	638.20	639.33	640.41	641.43	642.40	643.34	644.25	645.12	645.96	646.78	647.58	648.35	649.11	649.84	650.57	651.28	651.97	652.66	653.33	654.00	654.66	655.32	655.97	656.61	657.25	657.89	658.53	659.16	659.79	660.42	661.05	661.67	662.29	662.91	663.53	664.14	664.74	665.34	665.93	666.52	667.09	667.66	668.21	668.75	669.27	669.78	670.27	670.74	671.18	671.61	672.01	672.39	672.73	673.05	673.34	673.59	673.81	674.00	674.14	674.25	674.32	674.34	674.33	674.27	674.16	674.00	673.80	673.54	673.24	672.88	672.46	671.99	671.47	670.88	670.23	669.53	668.75	667.92	667.02	666.05	665.01	663.90	662.72	661.47	660.14	658.75	657.27	655.73	654.11	652.42	650.65	648.83	646.94	645.00	643.02	641.01	638.99	636.99	635.04	633.18	631.48	630.01	628.86	627.23	417.46	0.00	0.00	
0.00	0.00	0.00	0.00	325.93	492.80	497.34	502.33	507.21	512.34	517.07	521.88	526.70	531.52	536.29	541.00	545.64	550.19	554.64	558.99	563.23	567.36	571.38	575.27	579.04	582.68	586.20	589.60	592.88	596.03	599.06	601.97	604.76	607.44	610.01	612.46	614.80	617.04	619.18	621.22	623.17	625.02	626.79	628.47	630.06	631.59	633.03	634.41	635.72	636.96	638.14	639.27	640.34	641.36	642.33	643.27	644.17	645.04	645.88	646.70	647.50	648.27	649.02	649.76	650.48	651.19	651.89	652.57	653.25	653.92	654.58	655.24	655.89	656.53	657.18	657.82	658.45	659.09	659.72	660.35	660.98	661.60	662.22	662.84	663.46	664.07	664.68	665.28	665.87	666.45	667.03	667.59	668.15	668.69	669.21	669.72	670.21	670.68	671.13	671.55	671.95	672.33	672.68	672.99	673.28	673.53	673.75	673.94	674.08	674.19	674.26	674.28	674.27	674.20	674.10	673.94	673.74	673.48	673.18	672.82	672.40	671.93	671.41	670.82	670.17	669.47	668.70	667.86	666.96	665.99	664.96	663.85	662.68	661.43	660.11	658.71	657.25	655.71	654.09	652.41	650.66	648.84	646.96	645.03	643.06	641.06	639.05	637.06	635.12	633.26	631.55	630.00	628.47	626.68	416.74	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	330.17	498.92	503.26	507.99	513.24	518.41	523.11	527.84	532.57	537.26	541.90	546.46	550.94	555.34	559.63	563.82	567.90	571.86	575.71	579.44	583.05	586.54	589.90	593.15	596.27	599.27	602.16	604.93	607.59	610.13	612.57	614.89	617.12	619.24	621.27	623.20	625.04	626.80	628.47	630.06	631.57	633.01	634.38	635.68	636.92	638.10	639.22	640.28	641.30	642.27	643.20	644.10	644.97	645.81	646.63	647.42	648.20	648.95	649.69	650.41	651.12	651.81	652.50	653.18	653.85	654.51	655.17	655.82	656.47	657.11	657.75	658.39	659.02	659.66	660.29	660.92	661.55	662.17	662.79	663.41	664.02	664.63	665.23	665.82	666.41	666.98	667.55	668.10	668.64	669.17	669.67	670.16	670.63	671.08	671.51	671.91	672.28	672.63	672.95	673.24	673.49	673.71	673.89	674.04	674.14	674.21	674.24	674.22	674.16	674.05	673.89	673.69	673.43	673.12	672.76	672.35	671.88	671.35	670.77	670.12	669.42	668.65	667.82	666.92	665.95	664.92	663.82	662.65	661.40	660.09	658.70	657.24	655.71	654.10	652.43	650.69	648.88	647.02	645.10	643.15	641.17	639.18	637.20	635.28	633.44	631.77	630.43	628.51	626.51	416.50	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	334.56	505.30	509.00	514.24	519.58	524.65	529.25	533.87	538.47	543.02	547.49	551.89	556.20	560.43	564.55	568.57	572.48	576.27	579.95	583.52	586.96	590.29	593.50	596.59	599.56	602.41	605.16	607.79	610.31	612.72	615.03	617.23	619.34	621.35	623.27	625.09	626.83	628.49	630.07	631.57	633.00	634.37	635.66	636.89	638.06	639.18	640.24	641.26	642.22	643.15	644.05	644.91	645.75	646.57	647.36	648.13	648.89	649.62	650.35	651.05	651.75	652.44	653.12	653.79	654.45	655.11	655.76	656.41	657.06	657.70	658.34	658.98	659.61	660.24	660.87	661.50	662.13	662.75	663.37	663.98	664.59	665.19	665.79	666.38	666.95	667.52	668.07	668.61	669.14	669.65	670.14	670.61	671.06	671.48	671.88	672.26	672.60	672.92	673.21	673.46	673.68	673.86	674.00	674.11	674.18	674.20	674.18	674.12	674.01	673.85	673.65	673.39	673.08	672.72	672.31	671.84	671.31	670.73	670.09	669.38	668.61	667.78	666.89	665.92	664.90	663.80	662.63	661.39	660.08	658.70	657.25	655.73	654.13	652.47	650.75	648.96	647.11	645.22	643.28	641.33	639.36	637.41	635.51	633.69	632.01	630.53	628.56	418.05	0.00	0.00	0.00	
