0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	819.88	817.72	816.40	815.90	815.86	816.01	816.18	816.28	816.25	816.09	815.84	815.58	815.47	815.79	816.92	818.82	0.00	0.00	
0.00	0.00	820.08	1355.37	1346.86	1344.36	1343.96	1344.32	1344.87	1345.33	1345.57	1345.52	1345.18	1344.59	1343.86	1343.16	1343.01	1344.65	812.55	0.00	0.00	
0.00	0.00	818.12	1348.04	1347.48	1347.86	1348.78	1349.83	1350.77	1351.44	1351.77	1351.72	1351.28	1350.46	1349.30	1347.84	1346.23	1344.56	806.00	0.00	0.00	
0.00	0.00	817.04	807.84	1344.90	1348.33	1350.91	1352.91	1354.40	1355.37	1355.84	1355.79	1355.22	1354.09	1352.35	1349.90	1346.69	1343.24	802.79	0.00	0.00	
0.00	0.00	0.00	809.04	805.25	1347.09	1351.16	1354.13	1356.23	1357.56	1358.20	1358.16	1357.44	1355.96	1353.59	1349.99	1344.57	806.92	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	803.24	1344.99	1350.02	1353.94	1356.68	1358.41	1359.23	1359.21	1358.33	1356.51	1353.58	1349.20	1343.37	804.85	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	806.46	804.67	1347.52	1352.62	1356.04	1358.19	1359.22	1359.21	1358.16	1356.01	1352.55	1347.11	805.82	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	803.67	1345.99	1350.58	1354.53	1357.12	1358.37	1358.35	1357.09	1354.60	1350.96	808.67	805.09	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	807.59	806.53	1346.69	1352.08	1355.31	1356.82	1356.74	1355.11	1352.02	1348.28	805.62	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	811.08	1343.84	1349.30	1352.95	1354.70	1354.51	1352.29	1347.58	809.09	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	812.90	806.54	1345.69	1350.04	1352.15	1351.94	1349.37	1344.77	806.33	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	808.41	805.14	1346.68	1349.32	1349.09	1345.74	805.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	802.67	1343.37	1346.58	1346.53	807.37	804.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	805.43	803.03	1344.23	1344.27	805.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
