102	74
9	5
5	3
102	74
52	37
48	34
44	31
40	28
5	3
102	74
5	3
102	74
56	40
52	37
5	3
4	78
5	3
3	3
4	78
102	74
5	3
102	74
52	37
48	34
4	78
5	3
102	74
40	28
4	78
5	3
102	74
40	28
5	3
102	74
52	37
48	34
4	78
5	3
102	74
48	34
44	31
40	28
4	78
5	3
102	74
44	31
40	28
5	3
102	74
52	37
48	34
4	78
5	3
102	74
48	34
44	31
40	28
4	78
5	3
102	74
48	34
44	31
40	28
37	26
4	78
5	3
102	74
52	37
48	34
4	78
5	3
102	74
48	34
44	31
40	28
4	78
5	3
102	74
52	37
48	34
44	31
40	28
4	78
5	3
102	74
52	37
48	34
44	31
4	78
5	3
102	74
48	34
44	31
40	28
4	78
5	3
102	74
52	37
48	34
44	31
40	28
4	78
5	3
102	74
52	37
48	34
44	31
4	78
5	3
102	74
48	34
44	31
40	28
4	78
5	3
102	74
52	37
48	34
44	31
40	28
4	78
5	3
102	74
52	37
48	34
44	31
4	78
5	3
102	74
48	34
44	31
40	28
4	78
5	3
102	74
52	37
48	34
44	31
40	28
4	78
5	3
102	74
52	37
48	34
44	31
4	78
5	3
102	74
48	34
44	31
40	28
37	26
4	78
5	3
102	74
52	37
48	34
44	31
4	78
5	3
102	74
52	37
48	34
44	31
4	78
5	3
102	74
48	34
44	31
40	28
37	26
4	78
5	3
102	74
52	37
48	34
44	31
4	78
5	3
102	74
52	37
48	34
44	31
4	78
5	3
102	74
48	34
44	31
40	28
37	26
4	78
5	3
102	74
52	37
48	34
44	31
4	78
5	3
102	74
52	37
48	34
44	31
4	78
5	3
102	74
44	31
40	28
37	26
4	78
5	3
102	74
52	37
48	34
44	31
