0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	304.83	304.56	303.83	303.20	302.61	302.03	301.46	300.89	300.32	299.77	299.21	298.66	298.13	297.60	297.08	296.57	296.07	295.59	295.12	294.67	294.24	293.82	293.42	293.04	292.68	292.34	292.02	291.72	291.44	291.19	290.96	290.75	290.57	290.41	290.28	290.18	290.10	290.04	290.02	290.02	290.05	290.11	290.21	290.33	290.48	290.67	290.89	291.14	291.43	291.75	292.10	292.50	292.93	293.40	293.90	294.45	295.03	295.66	296.33	297.04	297.79	298.58	299.42	300.31	301.23	302.21	303.23	304.29	305.40	306.56	307.77	309.02	310.32	311.66	313.06	314.50	315.99	317.52	319.10	320.73	322.40	324.11	325.88	327.68	329.53	331.42	333.35	335.32	337.33	339.37	341.45	343.56	345.69	347.85	350.03	352.22	354.41	356.57	358.70	360.74	362.63	364.20	365.04	0.00	0.00	0.00	
0.00	0.00	0.00	304.62	304.41	303.74	303.13	302.55	301.98	301.41	300.84	300.28	299.72	299.17	298.62	298.08	297.55	297.03	296.53	296.03	295.55	295.08	294.63	294.20	293.78	293.38	293.00	292.64	292.30	291.98	291.68	291.41	291.15	290.92	290.72	290.53	290.38	290.24	290.14	290.06	290.01	289.98	289.98	290.01	290.08	290.17	290.29	290.44	290.63	290.85	291.10	291.38	291.70	292.06	292.45	292.88	293.35	293.86	294.40	294.99	295.61	296.28	296.99	297.74	298.53	299.37	300.25	301.18	302.15	303.17	304.23	305.34	306.50	307.70	308.95	310.25	311.60	312.99	314.43	315.91	317.44	319.02	320.65	322.31	324.03	325.79	327.59	329.44	331.32	333.25	335.22	337.22	339.26	341.34	343.45	345.58	347.74	349.91	352.10	354.29	356.46	358.61	360.69	362.69	364.67	365.65	0.00	0.00	0.00	
0.00	0.00	0.00	304.52	304.02	303.43	302.84	302.27	301.70	301.13	300.57	300.01	299.45	298.90	298.36	297.82	297.30	296.78	296.27	295.78	295.30	294.84	294.39	293.95	293.54	293.14	292.76	292.40	292.06	291.74	291.45	291.17	290.92	290.69	290.48	290.30	290.14	290.01	289.90	289.82	289.77	289.74	289.75	289.78	289.84	289.93	290.05	290.20	290.39	290.61	290.86	291.14	291.46	291.82	292.21	292.64	293.10	293.61	294.15	294.73	295.36	296.02	296.73	297.48	298.27	299.10	299.98	300.91	301.87	302.89	303.95	305.05	306.21	307.41	308.65	309.94	311.28	312.67	314.10	315.58	317.11	318.68	320.30	321.96	323.67	325.42	327.21	329.05	330.93	332.85	334.81	336.80	338.84	340.90	343.00	345.12	347.27	349.44	351.61	353.79	355.96	358.11	360.21	362.21	364.06	365.48	0.00	0.00	0.00	
0.00	0.00	0.00	304.38	303.77	303.16	302.56	301.99	301.42	300.86	300.30	299.74	299.19	298.65	298.10	297.57	297.05	296.53	296.03	295.54	295.06	294.60	294.15	293.72	293.30	292.91	292.53	292.17	291.83	291.51	291.22	290.94	290.69	290.46	290.25	290.07	289.91	289.78	289.67	289.59	289.54	289.51	289.52	289.55	289.61	289.70	289.82	289.97	290.15	290.37	290.62	290.90	291.22	291.57	291.96	292.39	292.85	293.36	293.90	294.48	295.10	295.76	296.46	297.21	298.00	298.83	299.70	300.62	301.59	302.60	303.65	304.75	305.90	307.09	308.33	309.62	310.95	312.33	313.76	315.23	316.75	318.31	319.92	321.58	323.28	325.02	326.80	328.63	330.50	332.41	334.36	336.34	338.36	340.42	342.50	344.62	346.76	348.91	351.07	353.24	355.41	357.57	359.69	361.72	363.49	364.62	0.00	0.00	0.00	
0.00	0.00	0.00	304.20	303.55	302.91	302.31	301.74	301.17	300.61	300.05	299.50	298.95	298.41	297.87	297.34	296.82	296.31	295.81	295.32	294.84	294.38	293.93	293.50	293.09	292.70	292.32	291.96	291.62	291.31	291.01	290.73	290.48	290.25	290.05	289.86	289.70	289.57	289.46	289.38	289.33	289.30	289.30	289.33	289.39	289.48	289.60	289.75	289.93	290.15	290.40	290.68	290.99	291.34	291.73	292.16	292.62	293.12	293.65	294.23	294.85	295.51	296.21	296.95	297.73	298.56	299.43	300.35	301.30	302.31	303.36	304.45	305.59	306.78	308.01	309.29	310.62	311.99	313.41	314.87	316.38	317.94	319.54	321.18	322.87	324.60	326.38	328.19	330.05	331.95	333.88	335.86	337.86	339.91	341.98	344.08	346.21	348.35	350.51	352.66	354.82	357.00	359.17	361.36	363.28	364.80	0.00	0.00	0.00	
0.00	0.00	0.00	304.06	303.34	302.70	302.09	301.51	300.94	300.38	299.83	299.28	298.73	298.19	297.66	297.13	296.61	296.10	295.60	295.12	294.64	294.19	293.74	293.31	292.90	292.51	292.13	291.77	291.44	291.12	290.82	290.55	290.29	290.06	289.86	289.68	289.52	289.38	289.28	289.19	289.14	289.11	289.11	289.14	289.20	289.28	289.40	289.55	289.73	289.94	290.19	290.47	290.78	291.13	291.51	291.94	292.39	292.89	293.42	294.00	294.61	295.27	295.96	296.70	297.48	298.30	299.16	300.07	301.03	302.02	303.07	304.16	305.29	306.47	307.69	308.96	310.28	311.64	313.05	314.51	316.01	317.55	319.14	320.78	322.45	324.17	325.94	327.74	329.58	331.47	333.39	335.35	337.34	339.37	341.43	343.52	345.64	347.78	349.92	352.06	354.20	356.38	358.58	361.14	362.37	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	303.19	302.53	301.89	301.30	300.73	300.17	299.62	299.07	298.53	297.99	297.46	296.94	296.42	295.92	295.42	294.94	294.47	294.01	293.57	293.14	292.73	292.34	291.96	291.61	291.27	290.95	290.66	290.38	290.13	289.90	289.69	289.51	289.35	289.21	289.11	289.02	288.97	288.94	288.94	288.96	289.02	289.10	289.22	289.37	289.54	289.75	290.00	290.27	290.58	290.93	291.31	291.73	292.18	292.67	293.21	293.77	294.38	295.03	295.72	296.45	297.23	298.04	298.90	299.81	300.75	301.74	302.78	303.86	304.98	306.15	307.37	308.63	309.94	311.29	312.69	314.13	315.62	317.16	318.73	320.36	322.02	323.73	325.48	327.27	329.10	330.97	332.87	334.81	336.79	338.81	340.85	342.93	345.04	347.18	349.34	351.45	353.54	355.67	357.67	0.00	0.00	0.00	0.00	0.00	0.00	
