0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	1025.18	1024.57	1022.84	1020.17	1016.80	1012.95	1008.78	1004.43	999.98	995.50	991.04	986.63	982.30	978.07	973.96	969.97	966.11	962.40	958.82	955.39	952.10	948.95	945.95	943.08	940.34	937.74	935.26	932.91	930.68	928.56	926.55	924.65	922.85	921.15	919.54	918.03	916.60	915.26	913.99	912.81	911.70	910.67	909.70	908.81	907.99	907.23	906.53	905.90	905.34	904.83	904.39	904.01	903.69	903.43	903.24	903.10	903.03	903.01	903.06	903.18	903.35	903.60	903.90	904.28	904.72	905.24	905.83	906.49	907.23	908.05	908.95	909.93	911.00	912.16	913.41	914.76	916.20	917.76	919.42	921.19	923.07	925.08	927.21	929.47	931.87	934.40	937.09	939.92	942.91	946.06	949.38	952.87	956.54	960.40	964.45	968.70	973.15	977.81	982.69	987.78	993.11	998.66	1004.45	1010.47	1016.74	1023.24	1029.99	1036.98	1044.20	1051.64	1059.30	1067.15	1075.16	1083.31	1091.53	1099.77	1107.94	1115.89	1123.23	1129.46	1134.87	0.00	0.00	0.00	
0.00	0.00	0.00	1026.04	1537.96	1535.65	1531.66	1526.47	1520.53	1514.16	1507.53	1500.79	1494.02	1487.29	1480.65	1474.14	1467.78	1461.60	1455.61	1449.83	1444.25	1438.89	1433.75	1428.81	1424.10	1419.59	1415.29	1411.20	1407.30	1403.59	1400.06	1396.72	1393.55	1390.54	1387.69	1385.00	1382.45	1380.05	1377.78	1375.64	1373.62	1371.73	1369.96	1368.30	1366.75	1365.31	1363.97	1362.73	1361.60	1360.56	1359.61	1358.76	1358.01	1357.35	1356.78	1356.30	1355.91	1355.61	1355.41	1355.30	1355.28	1355.35	1355.52	1355.78	1356.14	1356.60	1357.17	1357.83	1358.60	1359.48	1360.47	1361.58	1362.80	1364.14	1365.62	1367.22	1368.95	1370.82	1372.84	1375.01	1377.33	1379.82	1382.47	1385.29	1388.30	1391.49	1394.87	1398.46	1402.26	1406.28	1410.52	1414.99	1419.71	1424.68	1429.91	1435.42	1441.19	1447.26	1453.62	1460.29	1467.28	1474.58	1482.22	1490.19	1498.51	1507.18	1516.21	1525.60	1535.36	1545.47	1555.95	1566.78	1577.94	1589.44	1601.22	1613.27	1625.51	1637.87	1650.23	1662.52	1674.80	1686.01	1698.62	1710.68	1146.85	0.00	0.00	
0.00	0.00	0.00	1027.44	1539.33	1535.37	1531.33	1526.00	1520.00	1513.60	1506.99	1500.28	1493.55	1486.87	1480.27	1473.80	1467.49	1461.35	1455.40	1449.64	1444.10	1438.77	1433.65	1428.74	1424.05	1419.56	1415.29	1411.21	1407.32	1403.63	1400.12	1396.79	1393.63	1390.63	1387.79	1385.11	1382.57	1380.17	1377.91	1375.78	1373.77	1371.88	1370.12	1368.46	1366.91	1365.47	1364.14	1362.90	1361.77	1360.73	1359.79	1358.94	1358.18	1357.52	1356.95	1356.47	1356.08	1355.78	1355.58	1355.46	1355.44	1355.51	1355.68	1355.94	1356.30	1356.76	1357.31	1357.98	1358.74	1359.62	1360.60	1361.71	1362.92	1364.26	1365.73	1367.32	1369.05	1370.92	1372.93	1375.09	1377.40	1379.88	1382.52	1385.33	1388.33	1391.51	1394.88	1398.46	1402.24	1406.24	1410.47	1414.92	1419.62	1424.58	1429.78	1435.26	1441.02	1447.06	1453.39	1460.03	1466.98	1474.24	1481.84	1489.77	1498.04	1506.66	1515.63	1524.96	1534.64	1544.68	1555.07	1565.81	1576.87	1588.24	1599.90	1611.81	1623.90	1636.06	1648.12	1659.87	1672.91	1686.26	1699.51	1710.88	1147.71	0.00	0.00	
0.00	0.00	0.00	1029.40	1541.12	1535.93	1530.67	1524.97	1518.88	1512.51	1505.96	1499.32	1492.68	1486.07	1479.56	1473.16	1466.92	1460.85	1454.96	1449.27	1443.78	1438.49	1433.42	1428.55	1423.90	1419.45	1415.20	1411.15	1407.29	1403.63	1400.14	1396.83	1393.68	1390.71	1387.88	1385.21	1382.69	1380.30	1378.05	1375.92	1373.93	1372.05	1370.28	1368.63	1367.09	1365.66	1364.32	1363.09	1361.96	1360.92	1359.98	1359.13	1358.38	1357.71	1357.14	1356.66	1356.27	1355.97	1355.76	1355.65	1355.62	1355.69	1355.85	1356.11	1356.47	1356.92	1357.47	1358.13	1358.89	1359.76	1360.74	1361.83	1363.04	1364.38	1365.83	1367.42	1369.14	1370.99	1372.99	1375.14	1377.44	1379.90	1382.53	1385.33	1388.30	1391.46	1394.82	1398.37	1402.14	1406.11	1410.31	1414.74	1419.41	1424.33	1429.51	1434.95	1440.66	1446.66	1452.95	1459.53	1466.43	1473.64	1481.17	1489.03	1497.22	1505.75	1514.63	1523.85	1533.42	1543.33	1553.58	1564.16	1575.05	1586.23	1597.66	1609.34	1621.20	1633.04	1644.69	1657.89	1671.35	1684.30	1696.11	1704.84	1141.79	0.00	0.00	
0.00	0.00	0.00	1031.13	1541.97	1535.54	1528.90	1523.13	1517.08	1510.82	1504.40	1497.90	1491.37	1484.89	1478.49	1472.21	1466.07	1460.09	1454.29	1448.68	1443.27	1438.05	1433.04	1428.23	1423.63	1419.23	1415.02	1411.01	1407.19	1403.56	1400.10	1396.82	1393.70	1390.75	1387.94	1385.29	1382.78	1380.41	1378.17	1376.06	1374.08	1372.21	1370.45	1368.81	1367.27	1365.84	1364.51	1363.29	1362.16	1361.12	1360.18	1359.33	1358.58	1357.92	1357.34	1356.86	1356.47	1356.17	1355.96	1355.84	1355.81	1355.87	1356.03	1356.28	1356.63	1357.08	1357.63	1358.28	1359.03	1359.89	1360.86	1361.94	1363.15	1364.47	1365.91	1367.48	1369.19	1371.03	1373.01	1375.15	1377.43	1379.87	1382.48	1385.26	1388.21	1391.35	1394.68	1398.20	1401.93	1405.88	1410.04	1414.44	1419.07	1423.94	1429.07	1434.46	1440.12	1446.06	1452.28	1458.80	1465.62	1472.74	1480.19	1487.95	1496.03	1504.45	1513.19	1522.27	1531.68	1541.42	1551.47	1561.83	1572.48	1583.38	1594.49	1605.81	1617.45	1628.84	1641.62	1654.82	1667.61	1678.74	1687.32	1130.56	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	1027.21	1534.32	1527.15	1520.38	1514.58	1508.57	1502.34	1496.01	1489.65	1483.33	1477.08	1470.94	1464.94	1459.09	1453.40	1447.89	1442.57	1437.44	1432.51	1427.78	1423.24	1418.90	1414.75	1410.79	1407.02	1403.43	1400.01	1396.76	1393.67	1390.75	1387.97	1385.35	1382.86	1380.51	1378.29	1376.19	1374.22	1372.36	1370.61	1368.98	1367.45	1366.03	1364.71	1363.48	1362.36	1361.32	1360.39	1359.54	1358.79	1358.12	1357.55	1357.07	1356.67	1356.37	1356.15	1356.03	1355.99	1356.05	1356.20	1356.45	1356.79	1357.23	1357.77	1358.41	1359.15	1360.00	1360.96	1362.04	1363.22	1364.53	1365.96	1367.52	1369.21	1371.03	1373.00	1375.11	1377.37	1379.79	1382.37	1385.12	1388.04	1391.15	1394.45	1397.94	1401.63	1405.53	1409.66	1414.00	1418.58	1423.40	1428.47	1433.80	1439.39	1445.25	1451.39	1457.82	1464.55	1471.57	1478.90	1486.53	1494.48	1502.75	1511.33	1520.22	1529.43	1538.95	1548.76	1558.85	1569.20	1579.74	1590.40	1601.05	1612.85	1625.12	1637.68	1649.85	1661.70	1669.32	1118.57	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1020.66	1524.20	1517.65	1511.40	1505.81	1499.82	1493.68	1487.53	1481.40	1475.34	1469.38	1463.53	1457.83	1452.28	1446.90	1441.69	1436.67	1431.84	1427.19	1422.73	1418.47	1414.38	1410.49	1406.77	1403.23	1399.86	1396.65	1393.60	1390.71	1387.97	1385.37	1382.91	1380.58	1378.38	1376.30	1374.35	1372.50	1370.77	1369.15	1367.63	1366.21	1364.90	1363.68	1362.56	1361.53	1360.59	1359.75	1358.99	1358.33	1357.76	1357.27	1356.87	1356.56	1356.34	1356.21	1356.18	1356.23	1356.37	1356.61	1356.94	1357.37	1357.90	1358.53	1359.26	1360.10	1361.05	1362.10	1363.28	1364.57	1365.98	1367.52	1369.19	1370.99	1372.93	1375.02	1377.25	1379.64	1382.20	1384.91	1387.80	1390.87	1394.13	1397.58	1401.23	1405.08	1409.15	1413.44	1417.96	1422.71	1427.71	1432.96	1438.47	1444.24	1450.29	1456.61	1463.22	1470.12	1477.31	1484.79	1492.58	1500.67	1509.05	1517.73	1526.70	1535.94	1545.46	1555.23	1565.26	1575.39	1585.54	1596.98	1608.76	1620.37	1631.68	1642.14	1103.16	1107.54	0.00	0.00	0.00	0.00	0.00	
