0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	206.42	207.22	208.30	209.51	210.76	212.03	213.30	214.56	215.79	216.99	218.16	219.30	220.41	221.48	222.51	223.50	224.46	225.39	226.28	227.13	227.95	228.74	229.50	230.22	230.91	231.57	232.21	232.81	233.39	233.94	234.46	234.96	235.44	235.89	236.31	236.72	237.10	237.46	237.80	238.11	238.41	238.69	238.94	239.18	239.40	239.60	239.78	239.94	240.08	240.21	240.31	240.40	240.47	240.51	240.54	240.55	240.54	240.51	240.46	240.39	240.29	240.17	240.03	239.87	239.68	239.47	239.23	238.96	238.67	238.35	237.99	237.61	237.20	236.75	236.27	235.75	235.20	234.61	233.98	233.31	232.60	231.85	231.06	230.22	229.35	228.42	227.46	226.44	225.39	224.28	223.13	221.93	220.69	219.40	218.07	216.69	215.26	213.79	212.28	210.73	209.14	207.51	205.84	204.15	202.41	200.65	198.87	197.06	195.23	193.39	191.54	189.68	187.83	186.01	184.23	182.52	180.95	179.60	178.68	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	404.90	407.73	617.05	620.46	624.10	627.89	631.76	635.63	639.47	643.25	646.96	650.58	654.10	657.52	660.84	664.04	667.14	670.13	673.00	675.77	678.44	681.00	683.46	685.82	688.08	690.25	692.32	694.31	696.21	698.02	699.75	701.40	702.97	704.47	705.89	707.24	708.51	709.72	710.87	711.94	712.96	713.91	714.80	715.63	716.40	717.11	717.76	718.36	718.90	719.38	719.81	720.18	720.50	720.76	720.96	721.11	721.19	721.22	721.19	721.10	720.95	720.73	720.44	720.10	719.68	719.19	718.62	717.99	717.27	716.47	715.59	714.63	713.58	712.43	711.19	709.85	708.41	706.86	705.20	703.44	701.55	699.55	697.43	695.18	692.80	690.30	687.67	684.90	682.00	678.97	675.79	672.48	669.03	665.44	661.71	657.84	653.83	649.69	645.42	641.01	636.48	631.82	627.05	622.16	617.16	612.06	606.86	601.58	596.22	590.78	585.29	579.75	574.18	568.60	563.02	557.49	552.05	546.77	541.76	537.20	533.27	351.92	349.81	0.00	0.00	0.00	
0.00	0.00	405.26	613.41	617.20	620.94	624.73	628.59	632.47	636.35	640.18	643.95	647.65	651.26	654.76	658.17	661.47	664.66	667.75	670.72	673.59	676.35	679.00	681.56	684.01	686.36	688.61	690.78	692.84	694.82	696.72	698.53	700.25	701.90	703.46	704.95	706.37	707.72	708.99	710.20	711.34	712.42	713.43	714.38	715.27	716.09	716.86	717.57	718.23	718.82	719.36	719.84	720.27	720.64	720.96	721.22	721.42	721.56	721.65	721.68	721.65	721.56	721.40	721.18	720.90	720.55	720.13	719.64	719.08	718.44	717.73	716.94	716.06	715.09	714.04	712.90	711.66	710.32	708.88	707.34	705.69	703.92	702.05	700.05	697.93	695.69	693.32	690.83	688.20	685.45	682.56	679.53	676.37	673.07	669.63	666.06	662.34	658.49	654.50	650.38	646.12	641.74	637.22	632.59	627.84	622.98	618.01	612.94	607.77	602.52	597.20	591.80	586.35	580.85	575.33	569.79	564.27	558.79	553.40	548.16	543.16	538.52	534.39	530.93	350.75	0.00	0.00	0.00	
0.00	0.00	406.25	614.47	618.08	621.87	625.74	629.63	633.53	637.40	641.22	644.98	648.65	652.23	655.72	659.10	662.38	665.55	668.61	671.57	674.42	677.16	679.80	682.34	684.78	687.12	689.36	691.51	693.57	695.54	697.43	699.23	700.95	702.58	704.15	705.63	707.04	708.38	709.66	710.86	712.00	713.07	714.08	715.02	715.91	716.73	717.50	718.21	718.86	719.45	719.99	720.47	720.90	721.27	721.58	721.84	722.04	722.19	722.27	722.30	722.27	722.18	722.02	721.81	721.52	721.18	720.76	720.27	719.71	719.08	718.36	717.57	716.70	715.74	714.69	713.55	712.31	710.98	709.55	708.01	706.37	704.61	702.74	700.75	698.64	696.41	694.06	691.57	688.96	686.22	683.35	680.34	677.20	673.92	670.50	666.95	663.26	659.43	655.47	651.38	647.15	642.80	638.32	633.73	629.02	624.20	619.27	614.25	609.14	603.94	598.68	593.34	587.96	582.54	577.09	571.64	566.22	560.83	555.54	550.40	545.47	540.87	536.74	533.33	352.62	0.00	0.00	0.00	
0.00	0.00	406.98	615.25	619.03	622.92	626.85	630.78	634.68	638.55	642.35	646.08	649.73	653.28	656.74	660.09	663.35	666.49	669.53	672.46	675.29	678.01	680.63	683.15	685.57	687.90	690.13	692.26	694.31	696.27	698.14	699.93	701.64	703.27	704.83	706.30	707.71	709.04	710.31	711.51	712.64	713.71	714.71	715.65	716.53	717.36	718.12	718.83	719.47	720.07	720.60	721.08	721.51	721.88	722.19	722.45	722.65	722.79	722.88	722.91	722.87	722.78	722.63	722.41	722.13	721.79	721.37	720.89	720.33	719.70	718.99	718.20	717.33	716.37	715.33	714.19	712.97	711.64	710.22	708.69	707.05	705.31	703.45	701.47	699.38	697.16	694.82	692.35	689.76	687.04	684.18	681.20	678.08	674.82	671.43	667.91	664.25	660.45	656.53	652.47	648.28	643.97	639.54	634.99	630.33	625.56	620.70	615.73	610.68	605.56	600.36	595.11	589.81	584.48	579.13	573.79	568.47	563.21	558.04	553.01	548.18	543.64	539.51	535.98	354.48	0.00	0.00	0.00	
0.00	0.00	408.06	615.99	620.11	624.10	628.08	632.02	635.93	639.78	643.57	647.27	650.88	654.40	657.83	661.15	664.37	667.48	670.49	673.39	676.19	678.89	681.49	683.99	686.39	688.69	690.91	693.03	695.06	697.00	698.87	700.64	702.34	703.96	705.50	706.97	708.37	709.70	710.96	712.15	713.27	714.33	715.33	716.27	717.15	717.97	718.73	719.43	720.07	720.66	721.20	721.67	722.10	722.46	722.78	723.03	723.23	723.38	723.46	723.49	723.46	723.37	723.22	723.01	722.73	722.38	721.97	721.49	720.93	720.31	719.60	718.82	717.95	717.00	715.97	714.84	713.62	712.30	710.89	709.37	707.75	706.01	704.17	702.21	700.13	697.93	695.61	693.16	690.59	687.89	685.06	682.10	679.01	675.78	672.43	668.93	665.31	661.55	657.67	653.65	649.51	645.25	640.87	636.38	631.78	627.07	622.27	617.37	612.40	607.35	602.24	597.08	591.88	586.65	581.42	576.19	571.00	565.87	560.84	555.95	551.24	546.78	542.61	538.57	356.03	0.00	0.00	0.00	
0.00	0.00	204.83	411.24	621.57	625.45	629.43	633.37	637.27	641.10	644.86	648.52	652.10	655.59	658.97	662.25	665.43	668.51	671.49	674.36	677.13	679.80	682.37	684.85	687.22	689.51	691.70	693.80	695.82	697.75	699.59	701.36	703.04	704.65	706.18	707.64	709.03	710.34	711.59	712.78	713.90	714.95	715.94	716.88	717.75	718.56	719.32	720.02	720.66	721.24	721.78	722.25	722.67	723.04	723.35	723.60	723.80	723.95	724.04	724.06	724.04	723.95	723.80	723.58	723.31	722.97	722.56	722.08	721.53	720.91	720.21	719.43	718.57	717.63	716.60	715.49	714.28	712.97	711.57	710.06	708.45	706.73	704.91	702.96	700.90	698.72	696.42	694.00	691.45	688.78	685.98	683.05	679.99	676.80	673.48	670.03	666.44	662.73	658.89	654.93	650.84	646.63	642.31	637.88	633.34	628.71	623.98	619.16	614.27	609.32	604.30	599.24	594.15	589.04	583.93	578.83	573.78	568.80	563.92	559.17	554.62	550.31	546.38	360.90	179.46	0.00	0.00	0.00	
0.00	0.00	0.00	412.62	622.67	626.85	630.88	634.82	638.70	642.50	646.22	649.85	653.38	656.82	660.16	663.40	666.54	669.58	672.52	675.36	678.10	680.73	683.28	685.72	688.08	690.34	692.50	694.59	696.58	698.49	700.32	702.07	703.74	705.33	706.85	708.30	709.68	710.98	712.22	713.40	714.51	715.56	716.54	717.47	718.33	719.14	719.89	720.59	721.23	721.81	722.34	722.81	723.23	723.60	723.91	724.16	724.36	724.50	724.59	724.62	724.59	724.51	724.36	724.15	723.88	723.54	723.14	722.66	722.12	721.50	720.81	720.04	719.19	718.26	717.24	716.13	714.93	713.64	712.25	710.76	709.17	707.47	705.66	703.73	701.70	699.54	697.26	694.87	692.35	689.71	686.94	684.04	681.02	677.87	674.59	671.18	667.64	663.98	660.19	656.28	652.25	648.11	643.85	639.49	635.03	630.47	625.82	621.10	616.30	611.44	606.53	601.58	596.60	591.62	586.64	581.69	576.79	571.96	567.23	562.65	558.25	554.06	549.82	362.84	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	416.59	628.74	632.47	636.36	640.21	643.97	647.65	651.23	654.71	658.10	661.40	664.59	667.69	670.68	673.58	676.38	679.08	681.69	684.20	686.61	688.94	691.17	693.32	695.37	697.35	699.24	701.05	702.78	704.43	706.01	707.52	708.95	710.32	711.61	712.84	714.01	715.11	716.15	717.13	718.05	718.91	719.71	720.46	721.15	721.78	722.36	722.89	723.36	723.78	724.14	724.45	724.70	724.90	725.05	725.13	725.17	725.14	725.05	724.91	724.70	724.43	724.10	723.70	723.24	722.70	722.09	721.40	720.64	719.80	718.88	717.87	716.78	715.60	714.32	712.94	711.47	709.89	708.21	706.42	704.52	702.51	700.38	698.13	695.77	693.28	690.67	687.94	685.08	682.10	678.99	675.76	672.39	668.91	665.30	661.57	657.72	653.76	649.68	645.49	641.21	636.82	632.35	627.79	623.16	618.46	613.70	608.91	604.07	599.23	594.37	589.54	584.74	579.99	575.32	570.76	566.34	562.15	558.42	369.53	0.00	0.00	0.00	0.00	0.00	
