0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	37.31	37.32	37.32	37.33	37.35	37.37	37.39	37.42	37.45	37.49	37.53	37.58	37.62	37.65	37.67	37.68	0.00	0.00	
0.00	0.00	37.31	62.18	62.18	62.20	62.21	62.24	62.27	62.31	62.35	62.40	62.47	62.54	62.62	62.68	62.73	62.76	37.67	0.00	0.00	
0.00	0.00	37.31	62.18	62.18	62.20	62.22	62.24	62.27	62.31	62.35	62.40	62.46	62.53	62.61	62.67	62.72	62.75	37.67	0.00	0.00	
0.00	0.00	37.31	37.31	62.19	62.20	62.22	62.24	62.27	62.30	62.35	62.40	62.46	62.53	62.60	62.66	62.71	62.74	37.66	0.00	0.00	
0.00	0.00	0.00	37.31	37.31	62.20	62.22	62.24	62.27	62.30	62.34	62.39	62.45	62.51	62.58	62.64	62.68	37.63	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	37.31	62.20	62.22	62.24	62.26	62.29	62.33	62.38	62.43	62.49	62.56	62.62	62.66	37.62	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	37.32	37.32	62.22	62.24	62.26	62.29	62.32	62.36	62.41	62.47	62.53	62.59	37.57	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	37.32	62.22	62.23	62.25	62.28	62.31	62.34	62.39	62.44	62.49	37.53	37.56	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	37.33	37.33	62.23	62.24	62.27	62.29	62.32	62.36	62.40	62.46	37.51	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	37.33	62.22	62.24	62.26	62.28	62.30	62.33	62.36	37.45	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	37.33	37.33	62.23	62.25	62.26	62.28	62.30	62.33	37.43	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.33	37.33	62.24	62.25	62.26	62.28	37.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.33	62.23	62.24	62.25	37.36	37.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.33	37.33	62.23	62.24	37.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
