0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	603.87	602.64	600.56	597.97	595.07	591.97	588.75	585.47	582.16	578.86	575.58	572.33	569.13	565.99	562.91	559.89	556.95	554.09	551.30	548.60	545.97	543.43	540.96	538.58	536.28	534.06	531.92	529.86	527.88	525.97	524.13	522.37	520.67	519.05	517.49	515.99	514.56	513.18	511.87	510.60	509.39	508.22	507.11	506.04	505.01	504.02	503.07	502.15	501.27	500.42	499.60	498.81	498.04	497.30	496.58	495.88	495.20	494.54	493.89	493.26	492.64	492.03	491.44	490.85	490.27	489.71	489.14	488.59	488.04	487.50	486.96	486.43	485.90	485.38	484.86	484.34	483.83	483.32	482.81	482.31	481.81	481.32	480.84	480.36	479.88	479.42	478.96	478.51	478.07	477.64	477.23	476.82	476.43	476.05	475.69	475.35	475.02	474.72	474.43	474.16	473.92	473.70	473.50	473.33	473.19	473.07	472.98	472.92	472.89	472.89	472.92	472.98	473.08	473.22	473.39	473.59	473.84	474.12	474.44	474.80	475.21	475.65	476.14	476.68	477.26	477.88	478.56	479.28	480.05	480.87	481.73	482.65	483.62	484.64	485.71	486.83	488.00	489.20	490.45	491.73	493.04	494.37	495.69	497.00	498.27	499.46	500.54	501.46	502.16	502.61	503.03	0.00	0.00	
0.00	0.00	0.00	607.35	908.44	905.10	901.75	897.73	893.26	888.52	883.64	878.68	873.69	868.72	863.78	858.90	854.09	849.37	844.74	840.22	835.80	831.50	827.32	823.26	819.32	815.51	811.81	808.24	804.79	801.46	798.26	795.16	792.19	789.33	786.58	783.93	781.39	778.96	776.62	774.38	772.23	770.17	768.19	766.30	764.48	762.74	761.07	759.46	757.92	756.44	755.02	753.65	752.33	751.06	749.83	748.64	747.49	746.38	745.30	744.25	743.23	742.24	741.27	740.32	739.39	738.48	737.59	736.71	735.85	735.00	734.16	733.32	732.50	731.69	730.88	730.08	729.29	728.50	727.72	726.95	726.18	725.41	724.65	723.90	723.15	722.42	721.69	720.97	720.25	719.55	718.87	718.19	717.53	716.89	716.26	715.65	715.06	714.50	713.95	713.44	712.95	712.48	712.05	711.65	711.28	710.95	710.65	710.40	710.18	710.00	709.86	709.77	709.72	709.72	709.77	709.87	710.01	710.21	710.47	710.78	711.14	711.56	712.05	712.59	713.19	713.86	714.60	715.40	716.27	717.20	718.21	719.29	720.45	721.68	722.98	724.36	725.81	727.34	728.95	730.63	732.38	734.20	736.08	738.01	739.99	741.99	744.01	746.00	747.94	749.76	751.42	752.82	753.88	754.69	503.30	0.00	0.00	
0.00	0.00	0.00	608.55	910.08	905.99	901.64	897.50	892.98	888.20	883.31	878.36	873.39	868.43	863.51	858.65	853.86	849.16	844.55	840.05	835.65	831.37	827.20	823.16	819.23	815.43	811.74	808.18	804.75	801.43	798.23	795.14	792.18	789.32	786.58	783.94	781.41	778.98	776.65	774.41	772.27	770.21	768.24	766.35	764.54	762.80	761.13	759.53	757.99	756.51	755.09	753.72	752.40	751.13	749.90	748.72	747.57	746.46	745.38	744.33	743.32	742.32	741.35	740.41	739.48	738.57	737.68	736.80	735.93	735.08	734.24	733.41	732.59	731.77	730.97	730.17	729.37	728.58	727.80	727.03	726.26	725.49	724.73	723.98	723.23	722.49	721.76	721.04	720.33	719.63	718.94	718.27	717.60	716.96	716.33	715.72	715.13	714.57	714.03	713.51	713.02	712.55	712.12	711.72	711.35	711.02	710.72	710.47	710.25	710.07	709.93	709.84	709.79	709.79	709.84	709.94	710.08	710.28	710.54	710.85	711.21	711.63	712.11	712.66	713.26	713.93	714.66	715.46	716.33	717.27	718.28	719.36	720.51	721.73	723.04	724.41	725.87	727.39	729.00	730.68	732.42	734.24	736.12	738.05	740.02	742.03	744.04	746.04	747.98	749.82	751.48	752.86	753.74	755.00	503.77	0.00	0.00	
0.00	0.00	0.00	609.92	911.04	906.70	901.82	896.90	892.39	887.53	882.65	877.74	872.81	867.89	863.01	858.19	853.44	848.77	844.20	839.72	835.36	831.10	826.96	822.94	819.04	815.25	811.59	808.05	804.63	801.32	798.14	795.07	792.12	789.27	786.54	783.92	781.39	778.97	776.65	774.42	772.28	770.23	768.27	766.38	764.58	762.84	761.18	759.58	758.05	756.57	755.15	753.79	752.47	751.20	749.98	748.79	747.65	746.54	745.46	744.42	743.40	742.40	741.44	740.49	739.56	738.65	737.76	736.88	736.02	735.16	734.32	733.49	732.67	731.85	731.05	730.25	729.45	728.66	727.88	727.10	726.33	725.57	724.81	724.05	723.31	722.57	721.84	721.11	720.40	719.70	719.01	718.33	717.67	717.03	716.40	715.79	715.20	714.63	714.09	713.57	713.08	712.62	712.19	711.79	711.42	711.09	710.79	710.53	710.31	710.13	710.00	709.91	709.86	709.86	709.91	710.00	710.15	710.35	710.60	710.91	711.28	711.70	712.18	712.72	713.33	714.00	714.73	715.53	716.39	717.33	718.34	719.41	720.56	721.79	723.09	724.46	725.91	727.43	729.03	730.71	732.45	734.26	736.13	738.05	740.02	742.02	744.03	746.03	747.97	749.82	751.51	752.98	754.13	755.76	504.53	0.00	0.00	
0.00	0.00	0.00	0.00	606.57	905.96	901.42	896.43	891.54	886.40	881.64	876.80	871.94	867.09	862.27	857.50	852.81	848.19	843.66	839.24	834.91	830.69	826.59	822.60	818.73	814.97	811.34	807.82	804.43	801.14	797.98	794.93	792.00	789.17	786.45	783.84	781.33	778.92	776.61	774.40	772.27	770.23	768.27	766.39	764.59	762.87	761.21	759.62	758.09	756.62	755.20	753.84	752.53	751.26	750.04	748.86	747.72	746.61	745.53	744.49	743.47	742.48	741.51	740.56	739.64	738.73	737.83	736.96	736.09	735.24	734.40	733.56	732.74	731.93	731.12	730.32	729.52	728.73	727.95	727.17	726.40	725.63	724.87	724.12	723.37	722.63	721.90	721.17	720.46	719.76	719.07	718.39	717.73	717.08	716.45	715.84	715.26	714.69	714.15	713.63	713.14	712.67	712.24	711.84	711.47	711.14	710.85	710.59	710.37	710.19	710.06	709.96	709.92	709.92	709.97	710.06	710.21	710.41	710.67	710.97	711.34	711.76	712.24	712.78	713.39	714.05	714.79	715.58	716.45	717.38	718.39	719.46	720.61	721.83	723.12	724.49	725.94	727.45	729.05	730.71	732.45	734.25	736.11	738.02	739.98	741.97	743.97	745.95	747.89	749.74	751.44	752.99	754.52	756.31	505.25	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	602.34	899.84	895.49	890.76	885.49	880.29	875.56	870.79	866.02	861.28	856.59	851.96	847.41	842.95	838.58	834.31	830.14	826.09	822.14	818.31	814.59	810.99	807.51	804.14	800.89	797.75	794.72	791.81	789.01	786.31	783.72	781.23	778.83	776.54	774.33	772.22	770.19	768.24	766.38	764.59	762.87	761.22	759.63	758.11	756.65	755.24	753.88	752.57	751.31	750.09	748.91	747.77	746.66	745.59	744.55	743.53	742.54	741.57	740.63	739.70	738.79	737.90	737.02	736.15	735.30	734.46	733.62	732.80	731.98	731.18	730.37	729.58	728.79	728.00	727.22	726.45	725.68	724.92	724.16	723.42	722.67	721.94	721.22	720.50	719.80	719.11	718.43	717.77	717.12	716.49	715.88	715.29	714.73	714.18	713.67	713.18	712.71	712.28	711.88	711.51	711.18	710.89	710.63	710.41	710.24	710.10	710.01	709.96	709.96	710.01	710.11	710.26	710.46	710.71	711.02	711.39	711.81	712.29	712.83	713.44	714.10	714.83	715.63	716.49	717.42	718.42	719.49	720.64	721.85	723.14	724.51	725.94	727.45	729.04	730.69	732.42	734.20	736.05	737.95	739.90	741.87	743.85	745.81	747.73	749.56	751.22	752.57	754.48	756.47	505.49	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	597.95	893.45	889.74	884.48	879.11	874.00	869.36	864.70	860.05	855.45	850.92	846.45	842.06	837.76	833.56	829.45	825.45	821.56	817.77	814.10	810.54	807.10	803.77	800.55	797.44	794.45	791.56	788.79	786.11	783.54	781.07	778.70	776.42	774.23	772.13	770.12	768.19	766.33	764.55	762.84	761.20	759.63	758.11	756.65	755.25	753.90	752.59	751.34	750.12	748.95	747.81	746.70	745.63	744.59	743.58	742.59	741.62	740.67	739.75	738.84	737.95	737.07	736.20	735.35	734.51	733.67	732.85	732.03	731.22	730.42	729.62	728.83	728.04	727.26	726.49	725.72	724.95	724.20	723.45	722.70	721.97	721.24	720.53	719.82	719.13	718.45	717.79	717.14	716.51	715.90	715.32	714.75	714.21	713.69	713.20	712.74	712.31	711.91	711.54	711.21	710.91	710.66	710.44	710.27	710.13	710.04	710.00	710.00	710.05	710.15	710.30	710.50	710.75	711.06	711.43	711.85	712.33	712.87	713.47	714.14	714.87	715.66	716.52	717.45	718.45	719.51	720.65	721.86	723.15	724.50	725.93	727.43	729.00	730.65	732.36	734.13	735.96	737.84	739.76	741.71	743.66	745.60	747.50	749.31	750.99	752.46	754.43	503.94	0.00	0.00	0.00	
