0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	358.82	359.39	360.35	360.99	361.40	361.69	361.91	362.09	362.25	362.39	362.52	362.64	362.75	362.85	362.94	363.02	363.10	363.16	363.22	363.27	363.30	363.33	363.35	363.35	363.34	363.32	363.27	363.21	363.12	362.99	362.80	362.47	361.90	361.01	360.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	358.17	358.61	360.00	361.57	367.00	375.18	379.03	381.16	382.46	383.32	383.93	384.39	384.75	385.05	385.30	385.51	385.69	385.84	385.97	386.08	386.18	386.25	386.30	386.34	386.35	386.34	386.30	386.24	386.14	386.01	385.82	385.56	385.20	384.69	383.92	382.71	380.65	376.86	368.66	363.26	361.77	360.46	360.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	360.03	357.30	359.37	364.70	374.51	379.79	383.86	388.53	393.71	397.50	400.11	401.93	403.21	404.16	404.88	405.44	405.90	406.27	406.57	406.83	407.04	407.22	407.36	407.47	407.55	407.60	407.62	407.60	407.55	407.46	407.33	407.14	406.88	406.54	406.09	405.48	404.64	403.45	401.74	399.20	395.47	390.34	385.71	381.69	376.44	366.59	361.30	359.31	362.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	356.02	359.33	369.70	377.84	384.94	392.33	398.18	403.05	407.58	411.85	415.38	418.12	420.20	421.78	422.99	423.94	424.69	425.29	425.79	426.20	426.53	426.80	427.02	427.20	427.32	427.41	427.46	427.46	427.42	427.33	427.18	426.97	426.69	426.32	425.83	425.19	424.36	423.26	421.80	419.82	417.17	413.71	409.50	405.02	400.20	394.38	386.99	379.91	371.77	361.36	358.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	356.55	357.39	365.68	376.92	386.65	395.10	402.54	409.38	415.27	420.36	424.86	428.87	432.28	435.07	437.31	439.09	440.50	441.64	442.56	443.30	443.92	444.42	444.83	445.16	445.43	445.63	445.78	445.87	445.91	445.90	445.83	445.70	445.50	445.22	444.84	444.36	443.74	442.94	441.93	440.63	438.97	436.84	434.15	430.83	426.89	422.45	417.41	411.55	404.74	397.30	388.86	379.10	367.81	359.54	358.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	355.11	359.85	372.81	383.32	393.54	402.84	411.15	418.57	425.22	431.07	436.20	440.70	444.63	448.01	450.85	453.20	455.13	456.71	458.00	459.06	459.94	460.65	461.25	461.73	462.12	462.43	462.66	462.83	462.93	462.97	462.94	462.84	462.67	462.42	462.07	461.61	461.02	460.28	459.35	458.19	456.73	454.93	452.69	449.96	446.67	442.82	438.39	433.32	427.51	420.89	413.49	405.18	395.87	385.62	375.09	362.06	357.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	354.27	361.74	375.62	387.99	398.85	408.79	417.83	425.98	433.29	439.83	445.63	450.74	455.23	459.16	462.55	465.45	467.89	469.94	471.64	473.06	474.24	475.22	476.04	476.71	477.26	477.70	478.05	478.32	478.50	478.61	478.64	478.60	478.48	478.27	477.96	477.55	477.02	476.34	475.50	474.45	473.17	471.59	469.67	467.36	464.58	461.28	457.45	453.03	447.98	442.23	435.73	428.44	420.30	411.26	401.29	390.41	377.99	364.03	356.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	353.51	362.54	377.02	390.28	402.24	413.00	422.76	431.62	439.62	446.82	453.26	459.00	464.09	468.58	472.51	475.92	478.87	481.39	483.53	485.34	486.87	488.15	489.22	490.12	490.86	491.47	491.96	492.35	492.64	492.84	492.96	492.99	492.93	492.78	492.54	492.19	491.73	491.13	490.37	489.44	488.30	486.91	485.24	483.23	480.84	478.02	474.71	470.87	466.47	461.45	455.76	449.36	442.19	434.21	425.36	415.58	404.80	392.79	379.48	364.92	355.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
