0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	73.56	73.57	73.59	73.62	73.64	73.65	73.66	73.67	73.67	73.66	73.64	73.62	73.59	73.56	73.52	73.46	73.40	73.33	73.25	73.17	73.08	73.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	146.76	293.95	294.76	368.74	369.02	369.28	369.49	369.67	369.80	369.90	369.96	369.99	369.98	369.94	369.87	369.76	369.61	369.43	369.20	368.92	368.60	368.22	367.77	367.25	366.64	365.91	365.07	291.24	290.45	145.02	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	73.22	293.68	367.65	441.66	442.51	443.14	516.93	517.29	517.60	517.84	518.03	518.17	518.26	518.30	518.29	518.24	518.14	517.99	517.78	517.52	517.20	516.82	516.36	515.83	515.22	514.50	513.68	512.74	438.86	437.66	436.46	362.84	289.72	72.43	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	146.38	293.75	441.04	441.98	516.19	517.07	591.09	591.60	592.04	592.41	592.70	592.92	593.09	593.20	593.25	593.25	593.19	593.07	592.90	592.66	592.37	592.00	591.56	591.03	590.42	589.72	588.90	587.97	586.91	585.72	511.65	510.26	436.35	435.21	289.51	144.76	0.00	0.00	0.00	
0.00	0.00	0.00	73.14	293.59	440.96	515.19	516.35	590.68	591.65	592.42	666.33	666.84	667.27	667.62	667.88	668.08	668.21	668.27	668.28	668.21	668.08	667.89	667.63	667.29	666.87	666.37	665.78	665.10	664.31	663.40	662.37	661.21	587.12	585.69	584.16	510.05	508.62	434.90	289.35	0.00	0.00	0.00	
0.00	0.00	0.00	293.18	440.51	514.86	589.29	590.59	664.99	666.08	666.98	667.68	668.25	668.72	669.10	669.39	669.60	669.75	669.82	669.83	669.77	669.65	669.45	669.18	668.84	668.42	667.91	667.31	666.61	665.81	664.88	663.82	662.61	661.24	659.68	658.03	583.75	582.13	508.13	434.48	289.31	0.00	0.00	
0.00	0.00	146.34	366.77	441.12	515.63	590.16	664.68	665.95	667.07	741.32	742.13	742.80	743.36	743.79	744.13	744.38	744.55	744.64	744.65	744.59	744.46	744.24	743.95	743.57	743.11	742.55	741.89	741.12	740.23	739.21	738.04	736.72	735.25	660.87	659.15	657.37	583.07	508.92	435.05	361.73	144.76	0.00	
0.00	0.00	292.88	440.23	514.72	589.32	663.90	665.35	739.86	741.09	742.16	743.06	743.79	744.38	744.84	745.20	745.46	745.65	745.75	745.77	745.71	745.58	745.37	745.08	744.70	744.24	743.68	743.01	742.24	741.34	740.31	739.13	737.77	736.23	734.54	732.75	658.26	656.42	582.10	508.04	434.39	289.48	0.00	
0.00	0.00	293.41	440.63	515.08	589.68	664.29	665.75	740.32	741.63	742.76	743.68	744.44	745.06	745.55	745.92	746.20	746.40	746.51	746.54	746.49	746.36	746.15	745.86	745.49	745.02	744.46	743.80	743.03	742.14	741.11	739.93	738.58	737.03	735.29	733.47	658.96	657.05	582.68	508.51	434.71	289.33	0.00	
