0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	6.12	8.11	7.22	6.31	5.70	5.32	5.14	5.15	5.33	5.71	6.33	7.25	8.17	6.24	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.88	16.46	8.99	6.66	5.67	4.96	4.48	4.19	4.05	4.05	4.19	4.49	4.98	5.70	6.71	9.98	16.75	1.02	0.00	0.00	
0.00	0.00	0.00	16.36	11.18	6.19	4.75	4.13	3.62	3.27	3.06	2.96	2.96	3.06	3.28	3.63	4.16	4.79	6.32	11.38	18.42	0.00	0.00	
0.00	0.00	0.00	23.78	9.29	5.46	4.31	3.67	3.21	2.90	2.71	2.62	2.62	2.71	2.90	3.22	3.69	4.35	5.53	9.46	24.61	0.00	0.00	
0.00	0.00	0.00	20.16	8.29	5.23	4.17	3.56	3.11	2.81	2.63	2.54	2.54	2.63	2.82	3.13	3.58	4.21	5.30	8.44	20.66	0.00	0.00	
0.00	0.00	0.00	24.03	9.30	5.45	4.30	3.67	3.21	2.90	2.71	2.62	2.62	2.71	2.91	3.22	3.70	4.35	4.56	9.09	24.54	0.00	0.00	
0.00	0.00	0.00	17.99	11.19	6.23	4.74	4.12	3.62	3.27	3.06	2.96	2.96	3.06	3.28	3.64	4.16	4.80	6.31	11.00	18.32	0.00	0.00	
0.00	0.00	0.00	1.00	16.47	9.85	6.64	5.66	4.96	4.48	4.19	4.05	4.05	4.20	4.50	4.99	5.71	6.72	9.03	16.73	1.01	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	6.16	8.09	7.20	6.30	5.69	5.32	5.14	5.15	5.33	5.71	6.34	7.27	8.20	6.26	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
