0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.31	0.16	0.19	0.18	0.18	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.18	0.18	0.18	0.18	0.17	0.18	0.21	0.28	0.31	0.12	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.11	0.27	0.16	0.15	0.11	0.09	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.14	0.14	0.14	0.14	0.11	0.14	0.19	0.28	0.27	0.01	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.22	0.15	0.16	0.09	0.11	0.08	0.13	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.11	0.12	0.13	0.10	0.14	0.15	0.22	0.31	0.01	0.00	0.00	0.00	
0.00	0.00	0.00	0.11	0.15	0.14	0.13	0.07	0.10	0.07	0.06	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.11	0.11	0.11	0.11	0.07	0.09	0.12	0.12	0.15	0.22	0.27	0.00	0.00	0.00	
0.00	0.00	0.00	0.26	0.16	0.13	0.12	0.07	0.11	0.09	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.08	0.10	0.11	0.11	0.13	0.16	0.28	0.13	0.00	0.00	
0.00	0.00	0.19	0.16	0.08	0.07	0.07	0.10	0.06	0.05	0.10	0.10	0.10	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.06	0.10	0.11	0.12	0.13	0.18	0.30	0.00	0.00	
0.00	0.00	0.29	0.15	0.10	0.10	0.11	0.06	0.10	0.10	0.08	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.09	0.10	0.10	0.10	0.11	0.13	0.16	0.30	0.07	0.00	
0.00	0.00	0.15	0.11	0.07	0.07	0.09	0.05	0.09	0.06	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.06	0.09	0.10	0.08	0.11	0.12	0.14	0.21	0.19	0.00	
0.00	0.00	0.18	0.09	0.12	0.05	0.07	0.10	0.07	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.07	0.09	0.10	0.10	0.11	0.14	0.19	0.23	0.00	
0.00	0.08	0.16	0.14	0.11	0.11	0.06	0.10	0.07	0.05	0.05	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.05	0.06	0.09	0.10	0.10	0.11	0.14	0.19	0.25	0.00	
0.00	0.08	0.17	0.14	0.12	0.11	0.07	0.10	0.07	0.05	0.05	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.09	0.09	0.05	0.07	0.09	0.10	0.10	0.11	0.14	0.20	0.24	0.00	
0.00	0.00	0.21	0.11	0.13	0.07	0.08	0.10	0.09	0.06	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.09	0.10	0.10	0.11	0.12	0.15	0.21	0.19	0.00	
0.00	0.00	0.28	0.14	0.10	0.09	0.10	0.06	0.10	0.09	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.09	0.10	0.09	0.10	0.11	0.13	0.15	0.31	0.07	0.00	
