0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	274.53	276.85	281.41	287.84	295.89	305.50	316.61	329.15	343.05	358.23	374.61	392.15	410.21	424.23	432.98	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	161.12	378.31	382.75	500.70	509.96	521.91	536.56	553.87	573.82	596.29	621.19	648.39	677.76	709.18	741.44	766.02	612.16	623.33	271.54	0.00	0.00	
0.00	0.00	0.00	374.95	487.21	493.82	502.61	512.98	525.46	540.34	557.75	577.69	600.11	624.95	652.10	681.50	713.09	745.87	771.98	791.80	805.01	633.89	0.00	0.00	
0.00	0.00	265.80	374.63	488.09	605.79	615.96	628.56	643.90	662.17	683.49	707.87	735.27	765.62	798.82	834.80	873.54	913.85	945.97	968.85	808.89	637.20	460.29	0.00	
0.00	0.00	265.25	482.60	488.74	606.89	617.47	630.41	645.97	664.37	685.74	710.13	737.52	767.85	801.05	837.06	875.88	916.31	948.55	971.50	812.18	820.20	460.21	0.00	
0.00	0.00	265.06	482.77	489.04	607.24	617.98	631.03	646.66	665.11	686.50	710.90	738.29	768.61	801.81	837.83	876.68	917.15	949.43	972.39	813.22	820.89	460.22	0.00	
0.00	0.00	265.25	482.59	488.74	606.89	617.47	630.41	645.97	664.37	685.74	710.13	737.52	767.85	801.05	837.07	875.89	916.33	948.58	971.53	812.24	820.23	460.22	0.00	
0.00	0.00	265.80	374.62	488.08	605.78	615.95	628.55	643.89	662.17	683.49	707.87	735.27	765.62	798.82	834.81	873.56	913.88	946.01	968.91	808.95	637.24	460.31	0.00	
0.00	0.00	0.00	374.94	487.20	493.81	502.60	512.98	525.45	540.34	557.74	577.68	600.11	624.95	652.11	681.51	713.11	745.91	772.06	791.87	805.11	633.94	0.00	0.00	
0.00	0.00	0.00	161.12	378.30	382.74	500.69	509.95	521.90	536.55	553.87	573.81	596.29	621.19	648.39	677.77	709.20	741.48	766.07	612.20	623.39	271.57	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	274.52	276.84	281.41	287.84	295.89	305.50	316.61	329.15	343.05	358.23	374.62	392.15	410.22	424.25	433.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
