D_nATP	left	162.52	162.49	170.67	191.28	220.21	253.64	289.07	324.84	359.89	393.53	425.35	455.11	482.70	508.10	531.32	552.45	571.58	588.79	604.22	617.95	
D_nATP	mid	217.51	604.47	756.97	856.39	924.25	971.18	1003.53	1025.51	1040.02	1049.12	1054.29	1056.58	1056.75	1055.34	1052.74	1049.24	1045.03	1040.28	1035.07	1029.50	
D_nATP	right	2505.94	2110.75	1941.12	1811.52	1704.60	1613.56	1534.60	1465.16	1403.43	1348.04	1297.95	1252.34	1210.60	1172.22	1136.77	1103.92	1073.39	1044.92	1018.32	993.40	

D_nADP	left	0.00	0.00	0.00	0.01	0.02	0.04	0.07	0.13	0.20	0.30	0.43	0.60	0.80	1.03	1.30	1.62	1.97	2.37	2.81	3.29	
D_nADP	mid	0.00	0.00	0.02	0.08	0.18	0.32	0.53	0.79	1.12	1.50	1.95	2.45	3.02	3.65	4.35	5.10	5.92	6.80	7.75	8.75	
D_nADP	right	0.00	0.03	0.15	0.36	0.66	1.05	1.51	2.05	2.67	3.36	4.11	4.94	5.83	6.78	7.79	8.86	9.99	11.17	12.41	13.71	

E_nE	left	56.88	56.99	59.90	67.07	77.01	88.35	100.20	111.98	123.33	134.02	143.92	152.97	161.13	168.42	174.86	180.47	185.31	189.40	192.81	195.56	
E_nE	mid	76.13	211.58	264.23	297.70	319.71	334.13	343.26	348.65	351.34	352.06	351.36	349.60	347.05	343.91	340.32	336.38	332.17	327.73	323.11	318.34	
E_nE	right	877.08	736.92	674.07	625.29	584.59	549.59	518.92	491.68	467.22	445.04	424.78	406.15	388.93	372.93	358.00	344.02	330.89	318.53	306.85	295.79	

D_ND	left	0.00	0.41	0.75	1.06	1.34	1.60	1.82	2.02	2.20	2.35	2.48	2.60	2.71	2.82	2.92	3.03	3.14	3.26	3.38	3.51	
D_ND	mid	0.00	0.83	1.53	2.04	2.41	2.69	2.92	3.11	3.29	3.47	3.65	3.84	4.03	4.23	4.44	4.65	4.88	5.11	5.35	5.60	
D_ND	right	0.01	2.40	2.86	3.20	3.53	3.87	4.22	4.58	4.95	5.34	5.73	6.14	6.55	6.99	7.43	7.89	8.36	8.84	9.34	9.86	

D_E_NDE	left	0.00	0.04	0.15	0.34	0.63	1.02	1.54	2.19	2.97	3.89	4.94	6.11	7.39	8.78	10.27	11.86	13.55	15.32	17.18	19.13	
D_E_NDE	mid	0.00	0.29	1.26	2.77	4.70	6.93	9.40	12.06	14.87	17.80	20.84	23.99	27.23	30.55	33.96	37.45	41.02	44.66	48.37	52.16	
D_E_NDE	right	0.00	4.26	10.49	16.92	23.45	30.07	36.76	43.53	50.37	57.27	64.24	71.28	78.36	85.50	92.68	99.90	107.16	114.45	121.77	129.11	

