D_nATP	left	236.20	
D_nATP	mid	498.97	
D_nATP	right	3475.79	

D_nADP	left	0.00	
D_nADP	mid	0.00	
D_nADP	right	0.00	

E_nE	left	82.67	
E_nE	mid	174.65	
E_nE	right	1216.61	

D_ND	left	0.02	
D_ND	mid	0.03	
D_ND	right	0.23	

D_E_NDE	left	0.00	
D_E_NDE	mid	0.00	
D_E_NDE	right	0.00	

