0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.74 1.70 1.64 1.57 1.48 1.38 1.27 1.15 1.02 0.90 0.78 0.67 0.57 0.48 0.41 0.34 0.30 0.26 0.22 0.20 0.18 0.16 0.15 0.14 0.13 0.12 0.11 0.10 0.10 0.09 0.09 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.21 6.24 3.15 3.68 3.38 3.28 3.15 3.01 2.84 2.65 2.43 2.21 1.97 1.73 1.50 1.29 1.10 0.93 0.79 0.67 0.57 0.50 0.44 0.39 0.35 0.31 0.29 0.26 0.24 0.23 0.21 0.20 0.19 0.18 0.17 0.16 0.16 0.15 0.14 0.14 0.13 0.13 0.13 0.12 0.12 0.12 0.11 0.11 0.11 0.11 0.10 0.10 0.10 0.10 0.10 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.10 0.12 0.17 0.19 0.08 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 5.72 3.40 3.14 2.29 1.78 2.79 2.71 2.62 2.50 2.36 2.21 2.04 1.85 1.65 1.45 1.26 1.08 0.91 0.77 0.65 0.55 0.47 0.41 0.36 0.32 0.28 0.26 0.23 0.21 0.20 0.18 0.17 0.16 0.15 0.15 0.14 0.13 0.13 0.12 0.12 0.11 0.11 0.11 0.10 0.10 0.10 0.09 0.09 0.09 0.09 0.09 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.08 0.06 0.08 0.12 0.19 0.20 0.01 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 5.17 3.41 3.48 1.81 2.17 1.56 2.42 2.25 2.19 2.11 2.02 1.91 1.79 1.65 1.50 1.34 1.18 1.02 0.87 0.74 0.62 0.53 0.45 0.38 0.33 0.29 0.25 0.23 0.21 0.19 0.17 0.16 0.15 0.14 0.13 0.12 0.12 0.11 0.11 0.10 0.10 0.09 0.09 0.09 0.08 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.06 0.09 0.10 0.16 0.25 0.01 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 3.49 3.20 2.73 1.47 1.98 1.40 1.09 2.17 2.12 2.04 1.96 1.85 1.73 1.60 1.45 1.30 1.14 0.99 0.85 0.72 0.61 0.51 0.43 0.37 0.32 0.28 0.25 0.22 0.20 0.18 0.17 0.15 0.14 0.13 0.13 0.12 0.11 0.11 0.10 0.10 0.09 0.09 0.09 0.08 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.04 0.05 0.07 0.08 0.11 0.18 0.25 0.00 0.00 0.00 
0.00 0.00 0.00 6.17 3.65 2.79 2.64 1.52 2.23 1.72 1.36 1.23 1.20 1.16 1.12 1.06 1.00 0.93 0.84 0.76 0.67 0.58 0.50 0.42 0.35 0.30 0.25 0.21 0.18 0.16 0.14 0.13 0.11 0.10 0.10 0.09 0.08 0.08 0.07 0.07 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.05 0.06 0.07 0.08 0.09 0.13 0.26 0.14 0.00 0.00 
0.00 0.00 4.81 3.77 1.95 1.53 1.55 2.13 1.26 0.97 1.95 1.89 1.84 1.77 1.69 1.60 1.50 1.38 1.25 1.12 0.99 0.86 0.74 0.62 0.53 0.45 0.38 0.32 0.28 0.25 0.22 0.19 0.18 0.16 0.15 0.14 0.13 0.12 0.11 0.11 0.10 0.10 0.09 0.09 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.06 0.07 0.09 0.11 0.17 0.33 0.00 0.00 
0.00 0.00 7.30 3.55 2.38 2.10 2.31 1.28 2.03 1.84 1.40 1.23 1.20 1.16 1.11 1.06 0.99 0.92 0.84 0.75 0.66 0.58 0.49 0.42 0.35 0.30 0.25 0.22 0.19 0.16 0.14 0.13 0.12 0.10 0.10 0.09 0.08 0.08 0.07 0.07 0.07 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.05 0.06 0.06 0.07 0.08 0.10 0.14 0.33 0.09 0.00 
0.00 0.00 3.79 2.67 1.75 1.51 1.81 1.00 1.87 1.08 0.87 0.85 0.84 0.81 0.79 0.75 0.71 0.66 0.61 0.55 0.49 0.42 0.36 0.31 0.26 0.21 0.18 0.15 0.13 0.11 0.10 0.09 0.08 0.07 0.07 0.06 0.06 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.05 0.06 0.05 0.08 0.10 0.13 0.23 0.26 0.00 
0.00 0.00 4.56 2.14 2.72 1.21 1.45 2.04 1.45 0.89 0.86 0.84 0.82 0.80 0.77 0.74 0.70 0.65 0.60 0.54 0.48 0.42 0.36 0.30 0.25 0.21 0.18 0.15 0.13 0.11 0.10 0.09 0.08 0.07 0.06 0.06 0.06 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.04 0.06 0.06 0.08 0.09 0.12 0.21 0.32 0.00 
0.00 0.00 4.31 2.05 2.59 1.19 1.34 2.03 1.30 0.88 0.86 1.71 1.67 1.62 1.55 1.48 1.39 1.28 1.17 1.05 0.93 0.81 0.69 0.58 0.49 0.41 0.35 0.30 0.26 0.22 0.20 0.18 0.16 0.14 0.13 0.12 0.11 0.11 0.10 0.09 0.09 0.09 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.03 0.04 0.06 0.07 0.08 0.09 0.12 0.21 0.34 0.00 
0.00 0.00 4.58 2.19 2.71 1.20 1.44 2.03 1.44 0.89 0.86 1.72 1.68 1.63 1.56 1.48 1.39 1.29 1.18 1.06 0.93 0.81 0.69 0.59 0.49 0.42 0.35 0.30 0.26 0.22 0.20 0.18 0.16 0.14 0.13 0.12 0.11 0.11 0.10 0.10 0.09 0.09 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.03 0.04 0.06 0.07 0.08 0.09 0.13 0.21 0.32 0.00 
0.00 0.00 5.56 2.67 2.98 1.50 1.78 2.05 1.85 1.07 0.87 0.85 0.83 0.81 0.78 0.75 0.71 0.66 0.61 0.55 0.48 0.42 0.36 0.31 0.26 0.21 0.18 0.15 0.13 0.11 0.10 0.09 0.08 0.07 0.07 0.06 0.06 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.05 0.06 0.07 0.08 0.10 0.13 0.23 0.26 0.00 
0.00 0.00 7.41 3.53 2.34 2.05 2.25 1.26 1.99 1.80 1.38 1.22 1.19 1.15 1.11 1.05 0.99 0.92 0.84 0.75 0.66 0.58 0.50 0.42 0.35 0.30 0.25 0.22 0.19 0.16 0.14 0.13 0.11 0.10 0.10 0.09 0.08 0.08 0.07 0.07 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.05 0.06 0.06 0.07 0.08 0.10 0.14 0.34 0.09 0.00 
0.00 0.00 8.54 4.82 3.29 2.76 2.45 2.07 2.10 1.97 1.90 1.85 1.80 1.75 1.68 1.59 1.50 1.39 1.26 1.13 1.00 0.87 0.75 0.63 0.53 0.45 0.38 0.32 0.28 0.24 0.21 0.19 0.17 0.16 0.14 0.13 0.12 0.12 0.11 0.10 0.10 0.09 0.09 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.08 0.10 0.16 0.33 0.00 0.00 
0.00 0.00 3.37 7.33 3.56 2.68 2.53 2.39 2.15 1.67 2.02 1.99 1.94 1.88 1.81 1.72 1.62 1.50 1.37 1.23 1.08 0.94 0.81 0.68 0.57 0.48 0.41 0.35 0.30 0.26 0.23 0.20 0.18 0.17 0.15 0.14 0.13 0.12 0.12 0.11 0.10 0.10 0.09 0.09 0.09 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.08 0.10 0.12 0.26 0.14 0.00 0.00 
0.00 0.00 0.00 7.32 5.44 3.63 2.96 2.62 2.38 2.30 2.17 2.10 2.05 1.99 1.91 1.82 1.71 1.59 1.45 1.31 1.15 1.00 0.86 0.73 0.61 0.51 0.43 0.37 0.32 0.28 0.24 0.22 0.20 0.18 0.16 0.15 0.14 0.13 0.12 0.12 0.11 0.10 0.10 0.10 0.09 0.09 0.09 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.09 0.11 0.18 0.26 0.00 0.00 0.00 
0.00 0.00 0.00 0.21 7.76 5.19 3.65 2.99 2.73 2.60 2.32 2.29 2.24 2.17 2.09 1.99 1.87 1.73 1.58 1.42 1.26 1.09 0.93 0.79 0.67 0.56 0.47 0.40 0.35 0.30 0.27 0.24 0.21 0.19 0.18 0.16 0.15 0.14 0.13 0.13 0.12 0.11 0.11 0.10 0.10 0.10 0.09 0.09 0.09 0.08 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.08 0.08 0.10 0.17 0.27 0.01 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.26 6.56 6.45 4.12 3.43 3.12 2.89 2.80 2.74 2.66 2.56 2.44 2.29 2.13 1.94 1.75 1.54 1.34 1.15 0.97 0.82 0.69 0.58 0.49 0.42 0.37 0.33 0.29 0.26 0.24 0.22 0.20 0.19 0.17 0.16 0.16 0.15 0.14 0.13 0.13 0.12 0.12 0.11 0.11 0.11 0.10 0.10 0.10 0.10 0.09 0.09 0.09 0.09 0.09 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.09 0.09 0.12 0.20 0.21 0.01 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 3.09 6.85 6.73 4.71 4.18 4.00 3.91 3.80 3.66 3.49 3.29 3.06 2.80 2.52 2.22 1.93 1.66 1.40 1.18 0.99 0.83 0.71 0.61 0.53 0.46 0.41 0.37 0.34 0.31 0.29 0.27 0.25 0.23 0.22 0.21 0.20 0.19 0.18 0.18 0.17 0.16 0.16 0.15 0.15 0.14 0.14 0.14 0.13 0.13 0.13 0.12 0.12 0.12 0.12 0.12 0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.11 0.12 0.13 0.20 0.21 0.10 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.52 4.29 5.14 5.33 5.22 5.08 4.91 4.69 4.44 4.14 3.80 3.43 3.03 2.64 2.26 1.91 1.60 1.34 1.12 0.95 0.81 0.70 0.62 0.55 0.49 0.45 0.41 0.38 0.35 0.33 0.31 0.29 0.28 0.26 0.25 0.24 0.23 0.22 0.22 0.21 0.20 0.20 0.19 0.19 0.18 0.18 0.17 0.17 0.16 0.16 0.16 0.16 0.15 0.15 0.15 0.15 0.14 0.14 0.14 0.14 0.14 0.14 0.15 0.15 0.14 0.12 0.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
