0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 435.48 607.28 604.50 601.12 597.43 593.54 589.54 585.46 581.31 577.10 572.85 568.56 564.22 559.84 555.42 550.95 546.43 541.85 537.23 532.54 527.78 522.95 518.05 513.06 507.99 502.82 497.55 492.17 486.67 481.05 475.31 469.42 463.39 457.20 450.85 444.31 437.59 430.66 423.52 416.14 408.52 400.63 392.46 383.98 375.16 366.00 356.44 346.47 336.04 325.12 313.65 301.58 288.85 275.40 261.17 246.12 230.20 213.46 195.98 177.96 159.72 141.66 124.24 107.92 93.06 79.89 68.51 58.87 50.83 44.19 38.75 34.32 30.71 27.77 25.37 23.42 21.82 20.51 19.43 18.55 17.82 17.22 16.73 16.34 16.04 15.84 11.22 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 617.86 790.88 960.80 955.69 950.35 944.69 938.75 932.61 926.32 919.90 913.38 906.78 900.09 893.34 886.51 879.62 872.65 865.61 858.49 851.28 843.98 836.59 829.09 821.47 813.73 805.86 797.85 789.69 781.36 772.87 764.19 755.32 746.24 736.94 727.41 717.63 707.58 697.24 686.61 675.65 664.34 652.67 640.60 628.10 615.15 601.72 587.75 573.23 558.09 542.30 525.78 508.50 490.37 471.32 451.27 430.16 407.90 384.45 359.80 334.02 307.27 279.85 252.19 224.86 198.48 173.66 150.90 130.55 112.75 97.47 84.54 73.73 64.75 57.34 51.24 46.23 42.10 38.71 35.91 33.61 31.71 30.14 28.84 27.77 26.88 26.16 25.56 25.07 24.67 19.92 15.39 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 268.67 801.11 973.14 1143.11 1136.70 1130.10 1295.55 1287.95 1279.92 1271.58 1263.01 1254.28 1245.40 1236.39 1227.28 1218.06 1208.74 1199.32 1189.80 1180.18 1170.44 1160.59 1150.60 1140.48 1130.22 1119.80 1109.20 1098.43 1087.46 1076.29 1064.89 1053.25 1041.37 1029.21 1016.77 1004.03 990.96 977.55 963.77 949.60 935.01 919.97 904.45 888.43 871.85 854.70 836.91 818.46 799.28 779.33 758.54 736.85 714.19 690.47 665.63 639.56 612.19 583.43 553.21 521.51 488.35 453.84 418.22 381.88 345.35 309.30 274.49 241.62 211.31 183.98 159.84 138.88 120.95 105.77 93.04 82.42 73.60 66.28 60.21 55.19 51.03 47.58 44.73 42.36 40.39 38.77 37.42 36.31 35.41 30.06 29.48 29.01 24.23 19.64 6.52 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 270.79 807.71 980.72 1151.24 1319.85 1312.34 1304.44 1468.50 1459.72 1450.54 1441.05 1431.33 1421.41 1411.34 1401.13 1390.79 1380.33 1369.75 1359.06 1348.25 1337.32 1326.26 1315.06 1303.71 1292.21 1280.54 1268.68 1256.64 1244.38 1231.90 1219.19 1206.22 1192.98 1179.45 1165.62 1151.45 1136.94 1122.06 1106.78 1091.08 1074.94 1058.31 1041.17 1023.48 1005.20 986.30 966.73 946.45 925.40 903.52 880.76 857.05 832.32 806.49 779.49 751.23 721.63 690.60 658.07 624.00 588.38 551.26 512.81 473.28 433.09 392.82 353.13 314.78 278.50 244.88 214.38 187.23 163.44 142.90 125.34 110.47 97.95 87.45 78.67 71.34 65.24 60.15 55.92 52.39 49.45 47.01 44.98 43.29 41.89 40.74 35.17 34.40 33.78 28.86 24.12 19.54 6.50 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 814.71 989.08 1160.38 1329.45 1496.73 1487.97 1478.84 1469.40 1460.11 1450.68 1441.07 1431.28 1421.33 1411.23 1401.00 1390.64 1380.17 1369.57 1358.86 1348.02 1337.06 1325.97 1314.73 1303.35 1291.81 1280.09 1268.19 1256.10 1243.79 1231.26 1218.48 1205.46 1192.15 1178.56 1164.65 1150.41 1135.82 1120.86 1105.49 1089.70 1073.45 1056.71 1039.45 1021.64 1003.24 984.21 964.50 944.06 922.85 900.81 877.89 854.01 829.12 803.15 776.02 747.66 718.01 686.99 654.57 620.73 585.48 548.91 511.19 472.58 433.48 394.41 355.96 318.80 283.55 250.77 220.83 193.96 170.21 149.48 131.59 116.26 103.22 92.18 82.87 75.03 68.46 62.94 58.32 54.45 51.21 48.50 46.24 44.35 42.77 41.45 40.31 39.37 38.60 33.55 28.68 23.98 19.46 0.00 0.00 0.00 
0.00 0.00 0.00 640.73 998.17 1170.44 1340.10 1507.75 1498.28 1663.26 1653.18 1642.77 1632.23 1621.56 1610.72 1599.71 1588.55 1577.23 1565.78 1554.19 1542.47 1530.61 1518.62 1506.50 1494.23 1481.82 1469.24 1456.50 1443.58 1430.46 1417.14 1403.60 1389.82 1375.78 1361.48 1346.88 1331.98 1316.75 1301.18 1285.23 1268.88 1252.11 1234.89 1217.19 1198.98 1180.22 1160.88 1140.91 1120.28 1098.94 1076.84 1053.92 1030.14 1005.44 979.74 952.98 925.10 896.01 865.65 833.93 800.79 766.17 730.02 692.34 653.15 612.56 570.74 528.00 484.77 441.59 399.12 358.07 319.12 282.84 249.65 219.79 193.32 170.13 150.03 132.74 117.96 105.40 94.76 85.77 78.19 71.81 66.46 61.96 58.18 55.02 52.37 50.15 48.30 46.73 45.42 44.34 38.97 38.24 33.27 28.47 23.84 15.09 0.00 0.00 
0.00 0.00 0.00 825.40 1181.00 1351.54 1519.59 1509.48 1674.90 1664.35 1653.79 1643.18 1632.50 1621.70 1610.78 1599.72 1588.51 1577.17 1565.69 1554.08 1542.34 1530.47 1518.46 1506.31 1494.02 1481.58 1468.97 1456.20 1443.24 1430.09 1416.73 1403.15 1389.32 1375.24 1360.89 1346.25 1331.30 1316.01 1300.38 1284.36 1267.95 1251.11 1233.82 1216.04 1197.74 1178.89 1159.46 1139.39 1118.65 1097.20 1074.98 1051.95 1028.05 1003.21 977.38 950.50 922.49 893.30 862.84 831.06 797.91 763.32 727.29 689.81 650.94 610.79 569.56 527.54 485.15 442.89 401.37 361.23 323.08 287.44 254.70 225.09 198.67 175.37 155.03 137.42 122.26 109.29 98.23 88.84 80.88 74.16 68.49 63.71 59.68 56.30 53.46 51.07 49.07 47.38 45.96 44.76 43.76 38.51 37.85 32.97 28.26 19.40 0.00 0.00 
0.00 0.00 464.58 1010.76 1183.43 1353.39 1521.16 1687.06 1676.10 1665.12 1827.52 1816.11 1804.42 1792.52 1780.43 1768.18 1755.78 1743.22 1730.52 1717.68 1704.69 1691.56 1678.28 1664.85 1651.26 1637.50 1623.57 1609.45 1595.12 1580.58 1565.81 1550.79 1535.50 1519.94 1504.07 1487.88 1471.34 1454.44 1437.15 1419.45 1401.30 1382.68 1363.55 1343.89 1323.66 1302.82 1281.32 1259.14 1236.20 1212.48 1187.91 1162.44 1136.01 1108.55 1080.00 1050.28 1019.33 987.06 953.41 918.31 881.68 843.49 803.70 762.33 719.41 675.08 629.54 583.13 536.29 489.59 443.70 399.35 357.20 317.86 281.73 249.07 219.93 194.24 171.81 152.37 135.63 121.29 109.05 98.64 89.82 82.35 76.04 70.72 66.23 62.46 59.29 56.63 54.40 52.52 50.96 45.13 44.05 43.16 38.04 33.11 28.34 23.74 10.75 0.00 
