D_ND	left	0.00	0.14	0.25	0.35	0.43	0.51	0.58	0.64	0.69	0.74	0.78	0.82	0.85	0.88	0.91	0.95	0.98	1.01	1.04	1.08	
D_ND	mid	0.00	0.24	0.44	0.59	0.70	0.79	0.86	0.92	0.97	1.03	1.08	1.14	1.20	1.26	1.32	1.38	1.45	1.52	1.60	1.67	
D_ND	right	0.00	0.78	0.93	1.05	1.16	1.28	1.41	1.54	1.68	1.83	1.98	2.13	2.30	2.47	2.65	2.83	3.02	3.22	3.43	3.65	

D_E_NDE	left	0.00	0.01	0.05	0.11	0.19	0.30	0.43	0.59	0.78	1.01	1.26	1.55	1.86	2.20	2.57	2.97	3.39	3.84	4.32	4.81	
D_E_NDE	mid	0.00	0.08	0.34	0.75	1.27	1.89	2.58	3.34	4.14	4.99	5.88	6.81	7.77	8.76	9.79	10.83	11.91	13.01	14.13	15.28	
D_E_NDE	right	0.00	1.41	3.51	5.73	8.02	10.38	12.81	15.31	17.86	20.47	23.14	25.86	28.62	31.44	34.29	37.18	40.10	43.06	46.04	49.04	

