0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.91	75.14	75.47	75.85	76.25	76.65	77.04	77.44	77.82	78.20	78.56	78.91	79.25	79.58	79.90	80.20	80.50	80.78	81.04	81.30	81.54	81.77	81.98	82.19	82.38	82.55	82.72	82.87	83.02	83.15	83.27	83.37	83.47	83.55	83.63	83.69	83.73	83.77	83.80	83.81	83.81	83.80	83.78	83.74	83.70	83.64	83.57	83.49	83.40	83.30	83.18	83.05	82.92	82.77	82.61	82.43	82.25	82.05	81.85	81.63	81.40	81.16	80.91	80.64	80.37	80.08	79.79	79.48	79.16	78.82	78.48	78.12	77.75	77.37	76.98	76.57	76.15	75.73	75.30	74.88	74.50	74.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	146.67	294.70	296.61	372.76	374.69	376.66	378.67	380.69	382.72	384.73	386.72	388.67	390.58	392.44	394.24	395.99	397.69	399.32	400.90	402.42	403.87	405.26	406.59	407.85	409.06	410.19	411.27	412.28	413.22	414.10	414.93	415.69	416.40	417.05	417.64	418.17	418.65	419.07	419.43	419.73	419.97	420.15	420.27	420.34	420.35	420.29	420.18	420.01	419.79	419.50	419.16	418.76	418.30	417.78	417.21	416.58	415.89	415.14	414.34	413.48	412.57	411.60	410.57	409.48	408.34	407.14	405.89	404.58	403.21	401.78	400.30	398.76	397.16	395.50	393.78	392.00	390.17	388.27	386.31	384.28	382.20	380.05	377.85	375.58	373.26	370.85	368.32	292.34	290.44	144.46	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	292.32	366.91	442.44	445.08	447.75	524.79	527.50	530.30	533.14	535.99	538.81	541.59	544.33	547.00	549.60	552.13	554.59	556.96	559.25	561.46	563.58	565.61	567.56	569.42	571.19	572.88	574.47	575.97	577.38	578.71	579.94	581.09	582.16	583.15	584.06	584.89	585.64	586.30	586.88	587.39	587.81	588.14	588.40	588.57	588.66	588.67	588.60	588.45	588.21	587.89	587.49	587.01	586.45	585.81	585.09	584.28	583.40	582.44	581.39	580.27	579.07	577.79	576.43	574.99	573.47	571.87	570.20	568.44	566.61	564.69	562.70	560.62	558.46	556.22	553.90	551.50	549.01	546.44	543.79	541.05	538.22	535.31	532.32	529.24	526.10	522.90	519.68	442.59	439.31	436.21	360.91	286.92	71.45	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	144.27	290.72	438.04	440.65	516.84	519.91	597.10	600.34	603.56	606.81	610.07	613.33	616.56	619.74	622.86	625.91	628.88	631.77	634.57	637.27	639.89	642.41	644.83	647.15	649.37	651.50	653.52	655.44	657.25	658.97	660.58	662.09	663.50	664.81	666.03	667.16	668.20	669.14	669.99	670.75	671.42	671.99	672.47	672.85	673.14	673.34	673.45	673.46	673.37	673.20	672.93	672.57	672.11	671.56	670.92	670.19	669.36	668.45	667.44	666.34	665.15	663.87	662.50	661.03	659.48	657.84	656.11	654.28	652.37	650.37	648.27	646.09	643.81	641.44	638.98	636.42	633.78	631.03	628.20	625.26	622.24	619.11	615.89	612.57	609.16	605.66	602.08	598.41	594.66	590.78	513.52	509.84	433.81	430.79	285.05	142.10	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	289.23	435.68	511.04	514.35	591.07	594.65	598.20	676.05	679.65	683.32	687.02	690.69	694.33	697.91	701.43	704.86	708.20	711.45	714.59	717.64	720.58	723.41	726.13	728.74	731.24	733.62	735.89	738.05	740.09	742.02	743.83	745.52	747.10	748.58	749.95	751.22	752.39	753.45	754.40	755.25	756.00	756.64	757.18	757.61	757.94	758.16	758.28	758.29	758.20	758.00	757.70	757.29	756.78	756.16	755.44	754.62	753.69	752.66	751.53	750.29	748.96	747.52	745.98	744.33	742.59	740.74	738.79	736.75	734.60	732.34	729.99	727.53	724.98	722.31	719.55	716.68	713.71	710.63	707.44	704.15	700.75	697.24	693.62	689.90	686.07	682.15	678.13	674.05	669.93	591.97	587.76	583.56	506.94	503.22	428.16	283.46	0.00	0.00	0.00	
0.00	0.00	0.00	286.89	432.73	507.98	584.01	587.88	665.04	669.11	673.16	677.09	680.89	684.65	688.38	692.08	695.72	699.30	702.81	706.23	709.57	712.80	715.94	718.98	721.91	724.74	727.45	730.05	732.54	734.92	737.19	739.34	741.38	743.30	745.10	746.79	748.37	749.84	751.21	752.47	753.63	754.69	755.64	756.49	757.24	757.87	758.41	758.84	759.17	759.39	759.50	759.51	759.42	759.22	758.92	758.51	758.00	757.39	756.67	755.85	754.92	753.90	752.77	751.54	750.20	748.76	747.23	745.59	743.85	742.01	740.06	738.02	735.87	733.63	731.28	728.83	726.27	723.62	720.86	718.00	715.03	711.96	708.78	705.50	702.11	698.61	695.00	691.29	687.47	683.54	679.51	675.37	671.09	666.57	661.91	657.27	580.11	575.85	500.05	425.34	281.83	0.00	0.00	
0.00	0.00	142.14	358.21	432.83	508.31	584.49	661.30	665.61	669.84	747.99	752.27	756.56	760.80	765.01	769.15	773.23	777.22	781.13	784.95	788.66	792.26	795.76	799.13	802.39	805.53	808.55	811.44	814.21	816.85	819.37	821.76	824.02	826.16	828.16	830.04	831.79	833.42	834.94	836.34	837.63	838.81	839.87	840.81	841.64	842.35	842.94	843.42	843.78	844.02	844.15	844.17	844.06	843.84	843.51	843.05	842.49	841.80	841.01	840.10	839.07	837.93	836.67	835.30	833.82	832.23	830.52	828.70	826.77	824.72	822.56	820.29	817.91	815.42	812.81	810.09	807.25	804.31	801.24	798.07	794.78	791.37	787.84	784.20	780.44	776.56	772.56	768.44	764.20	759.84	755.35	750.75	746.02	741.21	662.99	658.18	653.34	576.57	500.57	425.56	352.04	140.41	0.00	
0.00	0.00	284.28	429.36	504.46	580.42	657.06	661.54	739.19	743.79	748.44	752.92	757.31	761.63	765.87	770.04	774.14	778.14	782.06	785.87	789.58	793.19	796.68	800.05	803.31	806.44	809.46	812.35	815.11	817.75	820.26	822.65	824.91	827.04	829.04	830.92	832.66	834.29	835.81	837.21	838.50	839.67	840.72	841.67	842.49	843.20	843.79	844.27	844.63	844.87	845.00	845.01	844.91	844.69	844.35	843.90	843.34	842.66	841.86	840.95	839.92	838.78	837.53	836.17	834.69	833.09	831.39	829.57	827.64	825.60	823.44	821.18	818.80	816.31	813.70	810.99	808.16	805.22	802.16	798.99	795.70	792.30	788.78	785.15	781.40	777.53	773.54	769.43	765.19	760.84	756.35	751.72	746.93	741.98	736.85	731.75	654.04	649.14	572.57	496.96	422.66	280.64	0.00	
0.00	0.00	285.15	429.63	504.50	580.36	657.03	661.55	739.24	743.98	748.68	753.25	757.72	762.08	766.37	770.57	774.68	778.70	782.63	786.45	790.17	793.77	797.26	800.64	803.89	807.03	810.04	812.93	815.69	818.33	820.84	823.23	825.48	827.61	829.61	831.49	833.23	834.86	836.37	837.77	839.06	840.23	841.28	842.22	843.05	843.75	844.35	844.82	845.18	845.43	845.55	845.57	845.46	845.24	844.91	844.46	843.89	843.21	842.41	841.50	840.48	839.34	838.09	836.73	835.25	833.66	831.95	830.14	828.21	826.17	824.02	821.75	819.38	816.89	814.29	811.57	808.75	805.81	802.76	799.59	796.31	792.92	789.40	785.78	782.04	778.17	774.20	770.10	765.88	761.53	757.05	752.42	747.63	742.65	737.49	732.34	654.63	649.64	573.00	497.30	422.79	280.03	0.00	
