0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	5.43	16.89	18.37	17.15	16.17	15.48	15.01	14.73	14.61	14.62	14.76	15.05	15.50	16.14	16.58	14.40	4.36	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	20.22	24.74	16.70	13.88	13.00	12.29	11.78	11.44	11.23	11.14	11.16	11.27	11.50	11.85	12.33	12.62	14.27	21.19	15.72	0.00	0.00	0.00	
0.00	0.00	0.00	22.73	25.70	12.03	11.95	10.20	9.50	8.97	8.60	8.35	8.20	8.13	8.14	8.22	8.38	8.64	8.99	9.25	10.20	11.26	17.95	14.85	0.00	0.00	
0.00	0.00	2.80	35.78	14.32	12.16	9.54	8.98	8.45	7.98	7.65	7.42	7.29	7.23	7.24	7.31	7.46	7.69	8.01	8.18	8.23	9.48	11.59	22.88	1.83	0.00	
0.00	0.00	22.29	27.12	15.08	10.51	9.14	8.23	7.65	7.22	6.91	6.71	6.58	6.53	6.53	6.60	6.73	6.93	7.21	7.45	7.81	8.37	10.62	16.30	12.42	0.00	
0.00	0.00	26.49	25.13	14.78	10.49	9.00	8.08	7.50	7.08	6.78	6.59	6.47	6.41	6.42	6.48	6.61	6.81	7.09	7.31	7.66	8.42	10.39	15.01	14.54	0.00	
0.00	0.00	22.73	27.14	15.06	10.48	9.12	8.22	7.64	7.21	6.91	6.70	6.58	6.53	6.53	6.60	6.73	6.93	7.22	7.45	7.81	8.37	10.63	15.93	12.43	0.00	
0.00	0.00	3.33	37.90	16.47	12.08	9.49	8.95	8.43	7.97	7.64	7.42	7.29	7.23	7.24	7.31	7.46	7.69	8.01	8.18	8.24	9.45	11.51	22.91	1.83	0.00	
0.00	0.00	0.00	24.80	25.53	14.18	11.84	10.13	9.45	8.95	8.58	8.34	8.19	8.13	8.14	8.22	8.39	8.64	8.99	9.26	9.51	11.25	17.96	14.86	0.00	0.00	
0.00	0.00	0.00	0.00	22.22	26.73	16.54	13.77	12.93	12.25	11.76	11.42	11.22	11.14	11.16	11.27	11.50	11.85	12.34	12.64	14.29	21.21	15.73	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	5.37	16.73	18.24	17.06	16.11	15.44	14.99	14.72	14.60	14.62	14.76	15.05	15.51	16.15	16.59	14.41	4.37	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
