0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	72.92	121.54	121.55	121.58	121.61	121.64	121.69	121.74	121.79	121.86	121.93	122.00	122.08	122.17	122.25	122.32	122.38	122.41	73.46	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	121.51	170.13	170.15	218.81	218.85	218.91	218.97	219.05	219.14	219.25	219.36	219.48	219.62	219.76	219.91	220.07	220.19	220.28	171.38	171.41	122.45	0.00	0.00	0.00	
0.00	0.00	0.00	121.49	170.11	218.74	218.78	218.82	218.86	218.92	218.99	219.07	219.16	219.26	219.38	219.50	219.63	219.78	219.93	220.08	220.20	220.30	220.36	220.39	171.42	122.44	0.00	0.00	
0.00	0.00	0.00	170.09	218.71	218.75	267.40	267.45	267.51	267.58	267.66	267.76	267.87	267.99	268.13	268.28	268.45	268.62	268.80	268.99	269.14	269.26	269.33	220.40	220.41	171.41	0.00	0.00	
0.00	0.00	72.88	170.09	218.71	267.36	267.40	267.45	267.52	267.59	267.67	267.77	267.88	268.00	268.14	268.29	268.46	268.63	268.81	269.00	269.15	269.27	269.34	269.38	220.41	171.40	73.42	0.00	
0.00	0.00	72.88	170.08	218.71	267.36	267.40	267.46	267.52	267.59	267.67	267.77	267.88	268.01	268.15	268.30	268.46	268.63	268.81	269.00	269.16	269.27	269.34	269.38	220.40	171.39	73.41	0.00	
0.00	0.00	72.88	170.08	218.71	267.36	267.40	267.45	267.52	267.59	267.67	267.77	267.88	268.00	268.14	268.29	268.46	268.63	268.81	269.00	269.15	269.27	269.34	269.38	220.41	171.40	73.42	0.00	
0.00	0.00	0.00	170.09	218.71	218.74	267.40	267.45	267.51	267.58	267.66	267.76	267.87	267.99	268.13	268.28	268.45	268.62	268.80	268.99	269.15	269.26	269.33	220.40	220.41	171.41	0.00	0.00	
0.00	0.00	0.00	121.49	170.11	218.74	218.77	218.82	218.86	218.92	218.99	219.07	219.16	219.26	219.38	219.50	219.63	219.78	219.93	220.08	220.20	220.30	220.36	220.39	171.43	122.44	0.00	0.00	
0.00	0.00	0.00	0.00	121.51	170.13	170.15	218.81	218.85	218.91	218.97	219.05	219.14	219.25	219.36	219.49	219.62	219.76	219.91	220.07	220.19	220.28	171.38	171.41	122.45	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	72.92	121.54	121.55	121.58	121.61	121.64	121.69	121.74	121.79	121.86	121.93	122.00	122.08	122.17	122.25	122.32	122.38	122.41	73.46	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
