0.00	0.86	0.70	0.48	0.39	0.38	0.24	0.35	0.26	0.15	0.15	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.17	0.18	0.20	0.22	0.27	0.30	0.00	
0.00	0.90	0.68	0.48	0.38	0.37	0.22	0.35	0.23	0.15	0.15	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.17	0.18	0.19	0.21	0.25	0.28	0.00	
0.00	0.85	0.70	0.48	0.40	0.38	0.24	0.36	0.27	0.15	0.15	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.17	0.18	0.19	0.21	0.28	0.33	0.00	
0.00	0.70	0.78	0.52	0.44	0.40	0.30	0.16	0.36	0.20	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.16	0.16	0.16	0.16	0.16	0.17	0.17	0.17	0.18	0.21	0.24	0.31	0.26	0.00	
0.00	0.24	1.09	0.56	0.46	0.33	0.38	0.22	0.16	0.16	0.16	0.16	0.16	0.16	0.17	0.17	0.17	0.17	0.17	0.17	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.18	0.19	0.22	0.26	0.27	0.00	0.00	
0.00	0.00	1.08	0.66	0.49	0.44	0.25	0.38	0.22	0.16	0.16	0.17	0.17	0.17	0.17	0.17	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.19	0.19	0.21	0.24	0.29	0.29	0.00	0.00	
0.00	0.00	0.48	1.00	0.53	0.43	0.44	0.26	0.18	0.17	0.18	0.18	0.18	0.18	0.19	0.19	0.19	0.19	0.20	0.20	0.20	0.20	0.20	0.20	0.20	0.20	0.20	0.20	0.20	0.20	0.20	0.19	0.19	0.19	0.20	0.21	0.23	0.23	0.33	0.00	0.00	0.00	
0.00	0.00	0.00	0.99	0.75	0.50	0.45	0.24	0.20	0.27	0.19	0.19	0.19	0.20	0.20	0.20	0.21	0.21	0.21	0.21	0.21	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.21	0.21	0.21	0.21	0.22	0.23	0.25	0.23	0.28	0.09	0.00	0.00	0.00	
0.00	0.00	0.00	0.03	1.15	0.78	0.58	0.32	0.23	0.30	0.21	0.21	0.22	0.22	0.23	0.23	0.23	0.24	0.24	0.24	0.24	0.24	0.25	0.25	0.25	0.25	0.25	0.25	0.24	0.24	0.24	0.24	0.23	0.26	0.28	0.30	0.34	0.10	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.97	0.95	0.60	0.34	0.28	0.26	0.25	0.26	0.26	0.27	0.28	0.28	0.29	0.29	0.30	0.30	0.30	0.30	0.30	0.30	0.30	0.30	0.30	0.30	0.30	0.30	0.29	0.31	0.35	0.30	0.32	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.89	0.98	0.42	0.29	0.28	0.29	0.30	0.31	0.33	0.33	0.34	0.35	0.36	0.36	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.36	0.40	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
