0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.73	0.90	0.96	0.97	0.98	0.99	1.00	1.01	1.01	1.02	1.03	1.03	1.04	1.04	1.04	1.04	1.04	1.04	1.03	1.03	1.02	1.01	1.00	0.94	0.77	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.12	1.14	0.82	0.74	0.73	0.74	0.75	0.76	0.77	0.77	0.78	0.79	0.79	0.79	0.80	0.80	0.80	0.80	0.80	0.80	0.80	0.79	0.79	0.78	0.77	0.78	0.86	1.20	1.18	0.51	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.03	1.02	1.04	0.68	0.58	0.54	0.51	0.52	0.52	0.53	0.54	0.54	0.55	0.55	0.56	0.56	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.56	0.56	0.56	0.55	0.54	0.57	0.62	0.72	1.09	1.06	0.03	0.00	0.00	0.00	
0.00	0.00	0.00	0.03	1.15	0.76	0.54	0.50	0.46	0.45	0.41	0.40	0.41	0.41	0.42	0.42	0.43	0.43	0.44	0.44	0.44	0.44	0.45	0.45	0.45	0.45	0.45	0.44	0.44	0.44	0.44	0.43	0.45	0.49	0.50	0.54	0.58	0.81	1.23	0.00	0.00	0.00	
0.00	0.00	0.00	1.01	0.75	0.48	0.42	0.43	0.41	0.40	0.39	0.39	0.40	0.41	0.42	0.42	0.43	0.43	0.44	0.44	0.44	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.44	0.44	0.43	0.43	0.45	0.36	0.49	0.47	0.54	0.84	1.03	0.00	0.00	
0.00	0.00	0.49	1.02	0.53	0.42	0.41	0.40	0.36	0.30	0.25	0.23	0.23	0.24	0.24	0.24	0.25	0.25	0.25	0.25	0.25	0.25	0.26	0.26	0.26	0.26	0.25	0.25	0.25	0.25	0.25	0.25	0.27	0.34	0.43	0.27	0.49	0.50	0.62	1.02	0.00	0.00	
0.00	0.00	1.09	0.67	0.49	0.43	0.39	0.33	0.36	0.35	0.36	0.37	0.38	0.39	0.40	0.40	0.41	0.42	0.42	0.43	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.43	0.43	0.43	0.17	0.24	0.44	0.28	0.26	0.34	0.64	0.94	0.00	
0.00	0.24	1.10	0.57	0.45	0.40	0.36	0.36	0.34	0.32	0.26	0.24	0.25	0.25	0.26	0.26	0.27	0.27	0.28	0.28	0.28	0.28	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.28	0.28	0.28	0.32	0.44	0.17	0.24	0.19	0.20	0.24	0.36	1.04	0.00	
0.00	0.70	0.78	0.52	0.44	0.39	0.29	0.34	0.32	0.19	0.15	0.15	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.17	0.17	0.17	0.17	0.17	0.17	0.16	0.16	0.16	0.16	0.16	0.16	0.22	0.16	0.17	0.18	0.29	0.32	0.29	0.44	0.00	
