0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	313.73	311.65	307.77	303.41	299.09	295.03	291.30	287.94	284.96	282.37	280.17	278.37	276.98	275.98	275.40	275.23	275.46	276.11	277.16	278.61	280.47	282.71	285.34	288.35	291.73	295.46	299.52	303.83	308.18	312.04	314.12	0.00	0.00	0.00	
0.00	0.00	0.00	322.05	316.83	310.29	305.16	300.49	296.14	292.11	288.43	285.11	282.18	279.62	277.46	275.68	274.30	273.33	272.75	272.58	272.81	273.45	274.48	275.91	277.74	279.95	282.54	285.50	288.84	292.52	296.55	300.90	305.56	310.71	317.29	322.61	0.00	0.00	
0.00	0.00	326.78	324.11	315.72	308.93	303.33	298.44	294.03	290.00	286.34	283.06	280.15	277.62	275.47	273.72	272.35	271.39	270.82	270.65	270.88	271.50	272.53	273.94	275.75	277.93	280.50	283.43	286.73	290.39	294.42	298.83	303.71	309.30	316.09	324.46	327.03	0.00	
0.00	0.00	332.19	323.47	315.10	308.17	302.39	297.39	292.93	288.89	285.25	281.97	279.08	276.56	274.43	272.68	271.33	270.37	269.80	269.63	269.86	270.48	271.50	272.91	274.70	276.87	279.42	282.34	285.63	289.28	293.30	297.75	302.72	308.46	315.33	323.60	332.19	0.00	
0.00	0.00	332.43	323.62	315.20	308.22	302.42	297.41	292.94	288.90	285.25	281.98	279.08	276.56	274.43	272.68	271.33	270.37	269.80	269.63	269.86	270.48	271.50	272.91	274.70	276.87	279.42	282.34	285.63	289.28	293.30	297.74	302.71	308.45	315.31	323.55	332.13	0.00	
0.00	0.00	327.20	324.49	315.97	309.07	303.41	298.49	294.05	290.01	286.35	283.06	280.15	277.62	275.47	273.72	272.35	271.39	270.82	270.65	270.88	271.50	272.53	273.94	275.75	277.93	280.49	283.43	286.73	290.39	294.41	298.82	303.69	309.27	316.04	324.39	326.96	0.00	
0.00	0.00	0.00	322.59	317.15	310.47	305.26	300.55	296.17	292.13	288.44	285.12	282.18	279.62	277.46	275.68	274.30	273.33	272.75	272.58	272.81	273.45	274.48	275.91	277.74	279.95	282.54	285.50	288.83	292.52	296.55	300.89	305.55	310.68	317.25	322.56	0.00	0.00	
0.00	0.00	0.00	0.00	313.92	311.78	307.86	303.46	299.12	295.04	291.31	287.94	284.96	282.37	280.17	278.37	276.98	275.98	275.40	275.23	275.46	276.11	277.16	278.61	280.47	282.71	285.34	288.35	291.72	295.46	299.52	303.82	308.16	312.02	314.08	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
