0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	883.59	1485.14	1500.01	1519.15	1537.79	1554.00	1567.00	1576.44	1582.19	1584.17	1582.36	1576.78	1567.47	1554.57	1538.37	1519.54	1499.85	1483.76	882.63	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	1432.54	2041.60	2078.72	2720.33	2756.58	2789.97	2818.63	2841.55	2858.22	2868.37	2871.87	2868.69	2858.85	2842.44	2819.69	2791.08	2757.41	2720.43	2077.49	2038.56	1430.50	0.00	0.00	0.00	
0.00	0.00	0.00	1392.72	1997.33	2633.35	2684.92	2734.61	2775.66	2810.53	2839.51	2862.37	2878.89	2888.93	2892.40	2889.27	2879.55	2863.30	2840.64	2811.74	2776.64	2734.90	2683.79	2629.67	1993.12	1391.69	0.00	0.00	
0.00	0.00	0.00	1940.53	2572.47	2637.80	3295.86	3351.74	3401.51	3444.45	3480.09	3508.13	3528.35	3540.62	3544.87	3541.06	3529.22	3509.39	3481.68	3446.22	3403.12	3352.65	3295.18	2636.74	2570.23	1939.82	0.00	0.00	
0.00	0.00	787.55	1926.25	2569.51	3232.83	3301.21	3360.87	3412.42	3456.16	3492.12	3520.24	3540.47	3552.72	3556.97	3553.20	3541.42	3521.65	3493.93	3458.30	3414.65	3362.89	3302.70	3233.77	2570.43	1926.95	784.42	0.00	
0.00	0.00	772.21	1920.26	2566.97	3232.57	3302.30	3363.27	3415.65	3459.83	3496.01	3524.23	3544.50	3556.78	3561.05	3557.30	3545.54	3525.80	3498.08	3462.40	3418.58	3366.43	3305.61	3236.07	2570.58	1923.91	773.98	0.00	
0.00	0.00	780.81	1921.77	2565.52	3229.07	3298.53	3359.15	3411.34	3455.49	3491.70	3519.99	3540.31	3552.63	3556.93	3553.20	3541.44	3521.71	3494.04	3458.47	3414.92	3363.30	3303.33	3234.47	2571.16	1927.55	784.68	0.00	
0.00	0.00	0.00	1934.38	2564.73	2632.10	3290.48	3348.54	3399.56	3443.24	3479.34	3507.66	3528.06	3540.45	3544.79	3541.05	3529.27	3509.50	3481.87	3446.54	3403.62	3353.44	3296.37	2638.09	2571.78	1940.90	0.00	0.00	
0.00	0.00	0.00	1387.72	1988.58	2624.84	2679.60	2731.29	2773.54	2809.19	2838.65	2861.82	2878.56	2888.74	2892.31	2889.26	2879.60	2863.43	2840.87	2812.11	2777.23	2735.88	2685.57	2631.32	1994.36	1392.54	0.00	0.00	
0.00	0.00	0.00	0.00	1427.38	2034.77	2074.17	2716.80	2754.28	2788.49	2817.68	2840.95	2857.85	2868.16	2871.78	2868.68	2858.91	2842.59	2819.95	2791.47	2758.02	2721.34	2078.57	2039.68	1431.27	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	881.08	1481.43	1497.79	1517.77	1536.92	1553.45	1566.64	1576.23	1582.07	1584.11	1582.36	1576.82	1567.56	1554.72	1538.59	1519.84	1500.27	1484.29	882.98	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
