0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	350.28	351.16	352.49	353.59	354.46	355.17	355.78	356.33	356.83	357.29	357.72	358.10	358.45	358.75	359.01	359.23	359.40	359.52	359.59	359.60	359.57	359.49	359.36	359.18	358.96	358.69	358.39	358.04	357.65	357.21	356.71	356.10	355.34	354.34	353.09	352.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	347.32	349.39	352.15	358.63	365.56	369.28	371.68	373.39	374.69	375.72	376.58	377.31	377.94	378.49	378.97	379.38	379.74	380.04	380.28	380.46	380.59	380.66	380.67	380.63	380.52	380.36	380.13	379.85	379.50	379.07	378.57	377.96	377.23	376.31	375.12	373.51	371.21	367.55	360.65	354.21	351.56	349.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	347.68	345.81	349.01	357.93	364.96	370.28	375.81	381.15	385.17	388.15	390.41	392.15	393.55	394.68	395.62	396.42	397.09	397.67	398.16	398.57	398.91	399.18	399.39	399.52	399.60	399.60	399.54	399.41	399.21	398.93	398.58	398.13	397.59	396.93	396.11	395.11	393.85	392.22	390.07	387.18	383.23	377.95	372.48	367.23	360.24	351.35	348.25	350.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	343.30	346.65	357.42	365.22	373.04	379.99	385.91	391.29	396.14	400.16	403.40	405.97	408.04	409.71	411.08	412.22	413.17	413.97	414.64	415.21	415.68	416.06	416.37	416.59	416.74	416.81	416.81	416.73	416.57	416.33	416.00	415.58	415.04	414.38	413.57	412.57	411.33	409.79	407.85	405.38	402.25	398.31	393.54	388.22	382.36	375.46	367.69	359.93	349.16	345.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	341.21	349.08	360.64	370.71	379.30	387.04	393.95	400.00	405.37	410.09	414.12	417.49	420.27	422.56	424.45	426.02	427.32	428.42	429.33	430.10	430.74	431.27	431.70	432.04	432.28	432.44	432.51	432.50	432.41	432.22	431.94	431.56	431.06	430.44	429.66	428.71	427.55	426.13	424.38	422.22	419.55	416.28	412.34	407.71	402.41	396.42	389.57	381.87	373.32	363.26	351.70	343.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	339.18	339.49	351.72	362.97	373.75	383.49	392.14	399.87	406.75	412.84	418.21	422.92	426.99	430.45	433.38	435.84	437.90	439.62	441.07	442.29	443.31	444.17	444.88	445.47	445.94	446.31	446.57	446.74	446.82	446.80	446.69	446.47	446.15	445.72	445.15	444.45	443.57	442.50	441.20	439.62	437.71	435.38	432.58	429.22	425.25	420.63	415.34	409.32	402.49	394.81	386.20	376.49	365.72	354.49	342.28	342.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	336.98	337.96	351.48	363.80	375.19	385.72	395.28	403.88	411.57	418.44	424.53	429.92	434.65	438.76	442.31	445.35	447.94	450.13	451.99	453.56	454.89	456.00	456.94	457.72	458.36	458.87	459.27	459.55	459.73	459.81	459.79	459.66	459.42	459.06	458.57	457.95	457.16	456.20	455.02	453.60	451.90	449.86	447.41	444.50	441.06	437.05	432.42	427.12	421.09	414.29	406.64	398.09	388.56	378.05	366.67	354.36	340.83	339.92	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	334.85	348.95	362.36	374.75	386.14	396.57	406.03	414.56	422.22	429.07	435.16	440.56	445.32	449.48	453.11	456.23	458.92	461.23	463.19	464.86	466.28	467.48	468.49	469.33	470.02	470.57	470.99	471.30	471.49	471.57	471.54	471.39	471.12	470.73	470.20	469.52	468.67	467.63	466.36	464.85	463.04	460.89	458.35	455.35	451.85	447.79	443.13	437.82	431.80	425.02	417.41	408.92	399.50	389.09	377.72	365.33	351.92	337.80	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	329.73	343.00	358.34	372.10	384.60	395.99	406.35	415.75	424.23	431.86	438.69	444.79	450.20	454.99	459.20	462.88	466.08	468.86	471.25	473.30	475.06	476.56	477.83	478.90	479.79	480.52	481.11	481.56	481.88	482.08	482.16	482.13	481.96	481.68	481.25	480.68	479.95	479.04	477.93	476.59	474.99	473.10	470.87	468.24	465.17	461.62	457.52	452.84	447.51	441.50	434.73	427.16	418.73	409.37	399.03	387.65	375.16	361.39	346.03	332.80	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	326.47	334.54	351.82	367.15	380.96	393.47	404.84	415.16	424.50	432.95	440.55	447.36	453.46	458.89	463.70	467.95	471.68	474.95	477.79	480.25	482.38	484.21	485.78	487.11	488.24	489.17	489.95	490.56	491.03	491.37	491.58	491.66	491.62	491.45	491.14	490.68	490.08	489.30	488.34	487.17	485.77	484.10	482.14	479.84	477.15	474.02	470.42	466.29	461.58	456.24	450.23	443.49	435.95	427.56	418.25	407.96	396.61	384.10	370.29	354.92	337.59	329.64	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	326.81	343.85	360.22	375.27	388.98	401.44	412.76	423.03	432.34	440.75	448.32	455.13	461.22	466.66	471.50	475.78	479.56	482.87	485.77	488.30	490.49	492.38	494.00	495.39	496.56	497.54	498.34	498.99	499.48	499.83	500.05	500.13	500.08	499.90	499.57	499.09	498.46	497.64	496.64	495.42	493.96	492.24	490.22	487.86	485.11	481.94	478.30	474.14	469.41	464.07	458.06	451.32	443.81	435.46	426.19	415.95	404.65	392.20	378.48	363.41	347.01	329.92	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	319.54	333.24	351.17	367.54	382.49	396.12	408.53	419.80	430.03	439.30	447.68	455.23	462.03	468.12	473.57	478.43	482.74	486.55	489.91	492.86	495.43	497.67	499.62	501.29	502.72	503.93	504.94	505.78	506.44	506.96	507.32	507.55	507.63	507.58	507.38	507.04	506.54	505.87	505.03	503.99	502.72	501.22	499.45	497.38	494.97	492.19	488.97	485.30	481.11	476.37	471.02	465.01	458.29	450.80	442.48	433.25	423.05	411.80	399.41	385.78	370.81	354.41	336.44	322.87	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	320.67	339.83	357.64	373.95	388.84	402.41	414.76	425.99	436.19	445.42	453.78	461.32	468.10	474.20	479.66	484.53	488.86	492.70	496.10	499.08	501.70	503.98	505.97	507.68	509.15	510.39	511.44	512.30	512.98	513.51	513.89	514.12	514.20	514.15	513.94	513.58	513.07	512.38	511.51	510.43	509.14	507.60	505.79	503.67	501.23	498.40	495.16	491.46	487.25	482.49	477.14	471.13	464.42	456.95	448.65	439.46	429.31	418.10	405.76	392.19	377.28	360.94	343.10	323.88	0.00	0.00	0.00	
0.00	0.00	0.00	313.38	324.92	345.17	363.18	379.50	394.35	407.88	420.19	431.38	441.54	450.75	459.08	466.61	473.39	479.48	484.94	489.83	494.18	498.05	501.47	504.49	507.14	509.46	511.48	513.22	514.72	516.00	517.07	517.95	518.65	519.19	519.58	519.82	519.90	519.84	519.63	519.26	518.73	518.02	517.12	516.02	514.70	513.13	511.28	509.14	506.66	503.81	500.54	496.81	492.59	487.82	482.46	476.46	469.76	462.30	454.03	444.86	434.74	423.58	411.28	397.75	382.88	366.54	348.49	328.18	316.84	0.00	0.00	
0.00	0.00	0.00	312.47	331.22	350.27	368.01	384.25	399.07	412.56	424.83	435.99	446.12	455.30	463.62	471.13	477.91	484.00	489.47	494.36	498.73	502.62	506.06	509.11	511.79	514.14	516.18	517.96	519.48	520.78	521.87	522.77	523.49	524.04	524.44	524.67	524.76	524.70	524.48	524.10	523.55	522.83	521.91	520.79	519.44	517.85	515.98	513.81	511.31	508.43	505.13	501.39	497.15	492.38	487.01	481.01	474.32	466.88	458.62	449.49	439.39	428.26	416.00	402.51	387.69	371.42	353.64	334.58	315.88	0.00	0.00	
0.00	0.00	0.00	312.23	334.37	354.10	371.97	388.22	403.01	416.47	428.71	439.84	449.95	459.12	467.42	474.92	481.69	487.78	493.25	498.16	502.54	506.44	509.90	512.97	515.67	518.04	520.11	521.91	523.45	524.77	525.88	526.79	527.52	528.09	528.49	528.73	528.82	528.75	528.53	528.14	527.58	526.85	525.92	524.78	523.41	521.79	519.90	517.71	515.19	512.29	508.98	505.22	500.97	496.19	490.83	484.83	478.14	470.71	462.47	453.36	443.29	432.18	419.95	406.49	391.69	375.41	357.51	337.73	315.56	0.00	0.00	
