0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1.53	8.71	9.64	8.23	7.09	6.27	5.70	5.31	5.09	5.02	5.08	5.29	5.66	6.22	7.01	8.11	9.46	9.15	1.88	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	11.32	17.19	10.08	7.20	6.18	5.38	4.79	4.37	4.08	3.91	3.86	3.91	4.07	4.34	4.76	5.33	6.10	7.07	9.86	17.81	11.92	0.00	0.00	0.00	
0.00	0.00	0.00	14.42	18.99	8.67	7.03	5.28	4.51	3.93	3.49	3.18	2.97	2.85	2.81	2.84	2.96	3.16	3.47	3.89	4.45	5.19	6.89	9.48	20.99	14.78	0.00	0.00	
0.00	0.00	0.00	33.63	12.19	8.23	4.88	4.71	4.04	3.50	3.11	2.83	2.64	2.53	2.50	2.53	2.63	2.81	3.09	3.47	4.00	4.64	5.42	8.10	12.91	33.65	0.00	0.00	
0.00	0.00	14.06	30.02	11.28	6.45	5.50	4.36	3.66	3.16	2.80	2.54	2.37	2.27	2.24	2.27	2.37	2.53	2.78	3.13	3.62	4.30	5.42	6.75	11.12	29.43	18.35	0.00	
0.00	0.00	42.50	26.03	11.03	6.70	5.33	4.28	3.59	3.10	2.75	2.50	2.33	2.24	2.20	2.23	2.33	2.49	2.73	3.08	3.56	4.23	5.25	6.61	10.85	25.36	40.82	0.00	
0.00	0.00	20.11	30.17	11.30	6.83	5.48	4.35	3.65	3.15	2.80	2.54	2.37	2.27	2.24	2.27	2.37	2.53	2.78	3.14	3.63	4.31	5.35	6.75	11.11	29.36	18.18	0.00	
0.00	0.00	0.00	34.47	13.10	8.19	5.48	4.68	4.02	3.49	3.10	2.82	2.64	2.53	2.49	2.53	2.63	2.81	3.09	3.47	4.00	4.64	5.43	7.91	12.35	33.50	0.00	0.00	
0.00	0.00	0.00	15.13	21.26	9.58	6.95	5.22	4.48	3.91	3.48	3.17	2.97	2.85	2.81	2.84	2.96	3.16	3.47	3.89	4.46	5.20	6.23	9.30	20.97	14.73	0.00	0.00	
0.00	0.00	0.00	0.00	12.06	17.96	9.94	7.11	6.13	5.35	4.77	4.35	4.07	3.91	3.86	3.91	4.06	4.34	4.76	5.34	6.11	7.08	9.81	17.82	11.92	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1.90	9.21	9.52	8.15	7.04	6.24	5.68	5.30	5.08	5.01	5.08	5.29	5.66	6.22	7.02	8.12	9.48	9.16	1.89	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
