7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
7	21
7	7
