0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	77.07	77.25	77.50	77.78	78.07	78.36	78.64	78.90	79.15	79.38	79.59	79.78	79.96	80.11	80.24	80.35	80.43	80.50	80.54	80.56	80.56	80.54	80.49	80.42	80.33	80.21	80.07	79.91	79.73	79.52	79.29	79.04	78.77	78.47	78.15	77.82	77.46	77.09	76.71	76.33	75.98	75.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	151.65	304.41	306.03	384.11	385.64	387.17	388.70	390.23	391.72	393.16	394.53	395.84	397.06	398.19	399.23	400.17	401.01	401.76	402.40	402.93	403.36	403.68	403.89	404.00	403.99	403.86	403.63	403.28	402.82	402.25	401.56	400.76	399.85	398.83	397.70	396.45	395.10	393.64	392.08	390.41	388.64	386.78	384.82	382.78	380.65	378.41	376.04	298.64	296.83	147.70	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	302.56	379.44	457.05	459.23	461.38	540.10	542.21	544.35	546.49	548.57	550.59	552.52	554.35	556.06	557.65	559.10	560.41	561.59	562.63	563.53	564.28	564.88	565.33	565.63	565.77	565.75	565.59	565.26	564.77	564.13	563.33	562.37	561.25	559.98	558.55	556.97	555.23	553.34	551.30	549.12	546.79	544.33	541.74	539.02	536.19	533.28	530.30	451.89	448.79	445.86	369.09	293.58	73.14	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	149.75	301.35	453.57	455.74	533.89	536.40	615.28	617.83	620.33	622.82	625.26	627.65	629.95	632.15	634.23	636.18	637.99	639.64	641.13	642.47	643.66	644.68	645.53	646.21	646.73	647.06	647.22	647.21	647.02	646.64	646.09	645.36	644.44	643.35	642.08	640.63	639.01	637.20	635.23	633.08	630.76	628.28	625.64	622.84	619.90	616.82	613.61	610.28	606.82	603.22	524.64	521.17	443.71	440.86	291.90	145.56	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	300.17	451.73	529.25	532.00	610.58	613.49	616.34	695.69	698.48	701.29	704.05	706.74	709.33	711.81	714.15	716.34	718.36	720.22	721.90	723.40	724.73	725.87	726.83	727.59	728.17	728.55	728.73	728.71	728.49	728.07	727.45	726.63	725.61	724.38	722.96	721.34	719.51	717.49	715.28	712.88	710.28	707.51	704.55	701.42	698.13	694.69	691.11	687.41	683.64	604.45	600.52	596.59	518.58	515.08	438.54	290.50	72.46	0.00	0.00	
0.00	0.00	0.00	298.27	449.36	526.82	604.88	608.10	687.02	690.33	693.59	696.69	699.64	702.51	705.30	708.00	710.59	713.05	715.38	717.56	719.57	721.41	723.08	724.57	725.89	727.02	727.97	728.73	729.30	729.68	729.85	729.84	729.62	729.20	728.58	727.77	726.75	725.53	724.11	722.50	720.69	718.68	716.49	714.10	711.53	708.77	705.84	702.74	699.46	696.04	692.45	688.72	684.82	680.66	676.33	672.00	593.51	589.52	512.31	436.15	289.39	0.00	0.00	
0.00	0.00	148.07	372.57	449.55	527.21	605.41	684.08	687.61	691.05	770.68	774.06	777.40	780.64	783.79	786.82	789.72	792.48	795.08	797.50	799.74	801.80	803.65	805.31	806.77	808.04	809.09	809.94	810.57	810.99	811.19	811.17	810.93	810.47	809.79	808.88	807.75	806.40	804.83	803.04	801.04	798.82	796.38	793.74	790.89	787.84	784.60	781.16	777.54	773.74	769.77	765.63	761.33	756.91	677.47	673.00	668.50	590.37	512.97	436.51	361.47	144.30	0.00	
0.00	0.00	296.19	446.70	524.07	602.10	680.65	684.36	763.66	767.41	771.14	774.69	778.11	781.41	784.59	787.64	790.54	793.30	795.90	798.32	800.56	802.61	804.45	806.11	807.57	808.83	809.88	810.73	811.36	811.77	811.97	811.95	811.71	811.25	810.57	809.67	808.55	807.21	805.64	803.86	801.87	799.66	797.24	794.61	791.78	788.75	785.53	782.11	778.51	774.73	770.76	766.62	762.28	757.74	753.02	748.29	669.30	664.76	586.84	509.83	434.05	288.44	0.00	
0.00	0.00	296.96	446.99	524.16	602.11	680.68	684.42	763.75	767.62	771.40	775.02	778.49	781.84	785.04	788.11	791.04	793.81	796.41	798.83	801.07	803.12	804.97	806.62	808.08	809.34	810.39	811.24	811.87	812.28	812.48	812.46	812.23	811.77	811.09	810.19	809.07	807.73	806.18	804.41	802.42	800.22	797.81	795.20	792.38	789.37	786.16	782.77	779.18	775.42	771.48	767.35	763.02	758.47	753.72	748.97	669.99	665.36	587.39	510.29	434.30	287.96	0.00	
